"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average Price","2014M07","Tea bags per 80","Euro","2.664"
"National Average Price","2014M07","Orange juice per litre","Euro","1.626"
"National Average Price","2014M07","Whiskey - take home (70cl  bottle)","Euro","25.914"
"National Average Price","2014M07","Brandy - take home (70cl  bottle)","Euro","27.96"
"National Average Price","2014M07","Vodka - take home (70cl  bottle)","Euro","20.112"
"National Average Price","2014M07","Cream liqueur - take home (70cl  bottle)","Euro","16.391"
"National Average Price","2014M07","Wine - take home (75cl  bottle)","Euro","10.964"
"National Average Price","2014M07","Cider - take home (50cl can)","Euro","2.297"
"National Average Price","2014M07","Sherry - take home (75cl  bottle)","Euro","13.696"
"National Average Price","2014M07","Lager - take home (50cl can)","Euro","1.983"
"National Average Price","2014M07","Stout - take home (50cl can)","Euro","2.262"
"National Average Price","2014M07","Filtered cigarettes per 20 pk","Euro","9.593"
"National Average Price","2014M07","Stout - draught bar (1 pint)","Euro","4.301"
"National Average Price","2014M07","Lager - draught bar (1 pint)","Euro","4.672"
"National Average Price","2014M07","Lager - bar (33cl bottle)","Euro","4.628"
"National Average Price","2014M07","Cider - draught bar (1 pint)","Euro","4.761"
"National Average Price","2014M07","Ale - draught bar (1 pint)","Euro","4.352"
"National Average Price","2014M07","Cider - bar (33cl bottle)","Euro","4.746"
"National Average Price","2014M07","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.315"
"National Average Price","2014M07","Whiskey - bar (single) per ½  glass","Euro","4.043"
"National Average Price","2014M07","Brandy - bar (single) per ½  glass","Euro","4.579"
"National Average Price","2014M07","Vodka - bar (single) per ½  glass","Euro","4.097"
"National Average Price","2014M07","Wine - bar (187ml bottle)","Euro","5.285"
"National Average Price","2014M07","Diesel per litre","Euro","1.479"
"National Average Price","2014M07","Petrol - unleaded per litre","Euro","1.573"
"National Average Price","2014M07","Cinema fee","Euro","9.169"
"National Average Price","2014M07","Nightclubs fee","Euro","9.119"
"National Average Price","2014M07","Gent's dry cut fee","Euro","11.878"
"National Average Price","2014M07","Gent's wash, cut, and blow dry fee","Euro","17.857"
"National Average Price","2014M07","Ladies' wash, cut and blow dry fee","Euro","37.197"
"National Average Price","2014M08","White, self raising flour per 2 kg","Euro","2.323"
"National Average Price","2014M08","Brown, wholemeal flour per 2 kg","Euro","2.989"
"National Average Price","2014M08","Bread, white sliced pan, large (800g)","Euro","1.299"
"National Average Price","2014M08","Bread, brown sliced pan, large (800g)","Euro","1.531"
"National Average Price","2014M08","Spaghetti per 500g","Euro","1.135"
"National Average Price","2014M08","Sirloin steak per kg","Euro","16.299"
"National Average Price","2014M08","Striploin steak per kg","Euro","22.388"
"National Average Price","2014M08","Roast beef - topside or rib per kg","Euro","13.186"
"National Average Price","2014M08","Sliced / diced beef pieces per kg","Euro","10.475"
"National Average Price","2014M08","Pork loin chops per kg","Euro","8.105"
"National Average Price","2014M08","Pork steak per kg","Euro","9.512"
"National Average Price","2014M08","Lamb - whole leg / half leg per kg","Euro","12.269"
"National Average Price","2014M08","Lamb loin chops per kg","Euro","17.552"
"National Average Price","2014M08","Lamb gigot chops per kg","Euro","12.881"
"National Average Price","2014M08","Uncooked chicken medium size 1.6kg","Euro","5.505"
"National Average Price","2014M08","Lamb's liver per kg","Euro","5.792"
"National Average Price","2014M08","Ham fillet per kg","Euro","5.919"
"National Average Price","2014M08","Cooked ham per kg","Euro","17.208"
"National Average Price","2014M08","Best back rashers per kg","Euro","10.522"
"National Average Price","2014M08","Pork sausages per kg","Euro","6.024"
"National Average Price","2014M08","Fresh fillet of whiting per kg","Euro","10.937"
"National Average Price","2014M08","Fresh fillet of cod per kg","Euro","17.131"
"National Average Price","2014M08","Fresh salmon per kg","Euro","18.495"
"National Average Price","2014M08","Fresh fillet of plaice per kg","Euro","18.843"
"National Average Price","2014M08","Fresh hake per kg","Euro",""
"National Average Price","2014M08","Smoked salmon per kg","Euro","30.497"
"National Average Price","2014M08","Full fat milk per 2 litre","Euro","1.738"
"National Average Price","2014M08","Low fat milk per 1 litre","Euro","1.057"
"National Average Price","2014M08","Irish cheddar per kg","Euro","11.064"
"National Average Price","2014M08","Large eggs per half dozen","Euro","1.867"
"National Average Price","2014M08","Medium eggs per half dozen","Euro","1.614"
"National Average Price","2014M08","Butter per lb","Euro","2.762"
"National Average Price","2014M08","Grapes per kg","Euro","5.094"
"National Average Price","2014M08","Bananas per kg","Euro","1.371"
"National Average Price","2014M08","Tomatoes per kg","Euro","3.042"
"National Average Price","2014M08","Onions per kg","Euro","1.215"
"National Average Price","2014M08","Broccoli per kg","Euro","3.138"
"National Average Price","2014M08","Carrots per kg","Euro","1.293"
"National Average Price","2014M08","Mushrooms per kg","Euro","4.622"
"National Average Price","2014M08","Tomatoes tinned per 400g","Euro","0.935"
"National Average Price","2014M08","Potatoes 2.5 kg","Euro","3.124"
"National Average Price","2014M08","Potatoes 7.5 kg","Euro",""
"National Average Price","2014M08","Potatoes 10 kg","Euro","4.816"
"National Average Price","2014M08","White granulated sugar per 1 kg","Euro","1.316"
"National Average Price","2014M08","Jam per lb","Euro","1.967"
"National Average Price","2014M08","Marmalade per lb","Euro","1.956"
"National Average Price","2014M08","Tea bags per 80","Euro","2.814"
"National Average Price","2014M08","Orange juice per litre","Euro","1.536"
"National Average Price","2014M08","Whiskey - take home (70cl  bottle)","Euro","25.226"
"National Average Price","2014M08","Brandy - take home (70cl  bottle)","Euro","30.451"
"National Average Price","2014M08","Vodka - take home (70cl  bottle)","Euro","19.374"
"National Average Price","2014M08","Cream liqueur - take home (70cl  bottle)","Euro","16.262"
"National Average Price","2014M08","Wine - take home (75cl  bottle)","Euro","10.773"
"National Average Price","2014M08","Cider - take home (50cl can)","Euro","2.236"
"National Average Price","2014M08","Sherry - take home (75cl  bottle)","Euro","13.796"
"National Average Price","2014M08","Lager - take home (50cl can)","Euro","1.984"
"National Average Price","2014M08","Stout - take home (50cl can)","Euro","2.248"
"National Average Price","2014M08","Filtered cigarettes per 20 pk","Euro","9.595"
"National Average Price","2014M08","Stout - draught bar (1 pint)","Euro","4.302"
"National Average Price","2014M08","Lager - draught bar (1 pint)","Euro","4.676"
"National Average Price","2014M08","Lager - bar (33cl bottle)","Euro","4.625"
"National Average Price","2014M08","Cider - draught bar (1 pint)","Euro","4.763"
"National Average Price","2014M08","Ale - draught bar (1 pint)","Euro","4.359"
"National Average Price","2014M08","Cider - bar (33cl bottle)","Euro","4.746"
"National Average Price","2014M08","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.284"
"National Average Price","2014M08","Whiskey - bar (single) per ½  glass","Euro","4.05"
"National Average Price","2014M08","Brandy - bar (single) per ½  glass","Euro","4.581"
"National Average Price","2014M08","Vodka - bar (single) per ½  glass","Euro","4.104"
"National Average Price","2014M08","Wine - bar (187ml bottle)","Euro","5.289"
"National Average Price","2014M08","Diesel per litre","Euro","1.463"
"National Average Price","2014M08","Petrol - unleaded per litre","Euro","1.557"
"National Average Price","2014M08","Cinema fee","Euro","9.168"
"National Average Price","2014M08","Nightclubs fee","Euro","9.183"
"National Average Price","2014M08","Gent's dry cut fee","Euro","11.891"
"National Average Price","2014M08","Gent's wash, cut, and blow dry fee","Euro","17.857"
"National Average Price","2014M08","Ladies' wash, cut and blow dry fee","Euro","37.197"
"National Average Price","2014M09","White, self raising flour per 2 kg","Euro","2.317"
"National Average Price","2014M09","Brown, wholemeal flour per 2 kg","Euro","2.994"
"National Average Price","2014M09","Bread, white sliced pan, large (800g)","Euro","1.293"
"National Average Price","2014M09","Bread, brown sliced pan, large (800g)","Euro","1.541"
"National Average Price","2014M09","Spaghetti per 500g","Euro","1.111"
"National Average Price","2014M09","Sirloin steak per kg","Euro","16.248"
"National Average Price","2014M09","Striploin steak per kg","Euro","23.162"
"National Average Price","2014M09","Roast beef - topside or rib per kg","Euro","13.267"
"National Average Price","2014M09","Sliced / diced beef pieces per kg","Euro","9.705"
"National Average Price","2014M09","Pork loin chops per kg","Euro","8.612"
"National Average Price","2014M09","Pork steak per kg","Euro","9.538"
"National Average Price","2014M09","Lamb - whole leg / half leg per kg","Euro","11.988"
"National Average Price","2014M09","Lamb loin chops per kg","Euro","18.853"
"National Average Price","2014M09","Lamb gigot chops per kg","Euro","12.767"
"National Average Price","2014M09","Uncooked chicken medium size 1.6kg","Euro","5.393"
"National Average Price","2014M09","Lamb's liver per kg","Euro","5.767"
"National Average Price","2014M09","Ham fillet per kg","Euro","5.947"
"National Average Price","2014M09","Cooked ham per kg","Euro","17.376"
"National Average Price","2014M09","Best back rashers per kg","Euro","10.758"
"National Average Price","2014M09","Pork sausages per kg","Euro","5.948"
"National Average Price","2014M09","Fresh fillet of whiting per kg","Euro","10.974"
"National Average Price","2014M09","Fresh fillet of cod per kg","Euro","16.262"
"National Average Price","2014M09","Fresh salmon per kg","Euro","18.336"
"National Average Price","2014M09","Fresh fillet of plaice per kg","Euro","15.68"
"National Average Price","2014M09","Fresh hake per kg","Euro",""
"National Average Price","2014M09","Smoked salmon per kg","Euro","30.235"
"National Average Price","2014M09","Full fat milk per 2 litre","Euro","1.747"
"National Average Price","2014M09","Low fat milk per 1 litre","Euro","1.054"
"National Average Price","2014M09","Irish cheddar per kg","Euro","10.931"
"National Average Price","2014M09","Large eggs per half dozen","Euro","1.867"
"National Average Price","2014M09","Medium eggs per half dozen","Euro","1.614"
"National Average Price","2014M09","Butter per lb","Euro","2.751"
"National Average Price","2014M09","Grapes per kg","Euro","5.067"
"National Average Price","2014M09","Bananas per kg","Euro","1.357"
"National Average Price","2014M09","Tomatoes per kg","Euro","3.058"
"National Average Price","2014M09","Onions per kg","Euro","1.227"
"National Average Price","2014M09","Broccoli per kg","Euro","3.12"
"National Average Price","2014M09","Carrots per kg","Euro","1.192"
"National Average Price","2014M09","Mushrooms per kg","Euro","4.531"
"National Average Price","2014M09","Tomatoes tinned per 400g","Euro","0.949"
"National Average Price","2014M09","Potatoes 2.5 kg","Euro","3.183"
"National Average Price","2014M09","Potatoes 7.5 kg","Euro",""
"National Average Price","2014M09","Potatoes 10 kg","Euro","6.364"
"National Average Price","2014M09","White granulated sugar per 1 kg","Euro","1.327"
"National Average Price","2014M09","Jam per lb","Euro","1.988"
"National Average Price","2014M09","Marmalade per lb","Euro","1.874"
"National Average Price","2014M09","Tea bags per 80","Euro","2.808"
"National Average Price","2014M09","Orange juice per litre","Euro","1.539"
"National Average Price","2014M09","Whiskey - take home (70cl  bottle)","Euro","25.345"
"National Average Price","2014M09","Brandy - take home (70cl  bottle)","Euro","29.979"
"National Average Price","2014M09","Vodka - take home (70cl  bottle)","Euro","20.082"
"National Average Price","2014M09","Cream liqueur - take home (70cl  bottle)","Euro","15.738"
"National Average Price","2014M09","Wine - take home (75cl  bottle)","Euro","10.817"
"National Average Price","2014M09","Cider - take home (50cl can)","Euro","2.224"
"National Average Price","2014M09","Sherry - take home (75cl  bottle)","Euro","13.219"
"National Average Price","2014M09","Lager - take home (50cl can)","Euro","1.993"
"National Average Price","2014M09","Stout - take home (50cl can)","Euro","2.249"
"National Average Price","2014M09","Filtered cigarettes per 20 pk","Euro","9.594"
"National Average Price","2014M09","Stout - draught bar (1 pint)","Euro","4.306"
"National Average Price","2014M09","Lager - draught bar (1 pint)","Euro","4.679"
"National Average Price","2014M09","Lager - bar (33cl bottle)","Euro","4.624"
"National Average Price","2014M09","Cider - draught bar (1 pint)","Euro","4.759"
"National Average Price","2014M09","Ale - draught bar (1 pint)","Euro","4.373"
"National Average Price","2014M09","Cider - bar (33cl bottle)","Euro","4.744"
"National Average Price","2014M09","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.308"
"National Average Price","2014M09","Whiskey - bar (single) per ½  glass","Euro","4.053"
"National Average Price","2014M09","Brandy - bar (single) per ½  glass","Euro","4.582"
"National Average Price","2014M09","Vodka - bar (single) per ½  glass","Euro","4.108"
"National Average Price","2014M09","Wine - bar (187ml bottle)","Euro","5.295"
"National Average Price","2014M09","Diesel per litre","Euro","1.454"
"National Average Price","2014M09","Petrol - unleaded per litre","Euro","1.547"
"National Average Price","2014M09","Cinema fee","Euro","9.19"
"National Average Price","2014M09","Nightclubs fee","Euro","9.183"
"National Average Price","2014M09","Gent's dry cut fee","Euro","11.89"
"National Average Price","2014M09","Gent's wash, cut, and blow dry fee","Euro","17.857"
"National Average Price","2014M09","Ladies' wash, cut and blow dry fee","Euro","37.201"
"National Average Price","2014M10","White, self raising flour per 2 kg","Euro","2.093"
"National Average Price","2014M10","Brown, wholemeal flour per 2 kg","Euro","2.911"
"National Average Price","2014M10","Bread, white sliced pan, large (800g)","Euro","1.3"
"National Average Price","2014M10","Bread, brown sliced pan, large (800g)","Euro","1.527"
"National Average Price","2014M10","Spaghetti per 500g","Euro","1.079"
"National Average Price","2014M10","Sirloin steak per kg","Euro","16.254"
"National Average Price","2014M10","Striploin steak per kg","Euro","22.977"
"National Average Price","2014M10","Roast beef - topside or rib per kg","Euro","12.846"
"National Average Price","2014M10","Sliced / diced beef pieces per kg","Euro","10.064"
"National Average Price","2014M10","Pork loin chops per kg","Euro","8.25"
"National Average Price","2014M10","Pork steak per kg","Euro","9.419"
"National Average Price","2014M10","Lamb - whole leg / half leg per kg","Euro","10.983"
"National Average Price","2014M10","Lamb loin chops per kg","Euro","16.746"
"National Average Price","2014M10","Lamb gigot chops per kg","Euro","12.415"
"National Average Price","2014M10","Uncooked chicken medium size 1.6kg","Euro","5.448"
"National Average Price","2014M10","Lamb's liver per kg","Euro","5.754"
"National Average Price","2014M10","Ham fillet per kg","Euro","5.75"
"National Average Price","2014M10","Cooked ham per kg","Euro","17.694"
"National Average Price","2014M10","Best back rashers per kg","Euro","10.947"
"National Average Price","2014M10","Pork sausages per kg","Euro","5.843"
"National Average Price","2014M10","Fresh fillet of whiting per kg","Euro","10.926"
"National Average Price","2014M10","Fresh fillet of cod per kg","Euro","17.433"
"National Average Price","2014M10","Fresh salmon per kg","Euro","18.235"
"National Average Price","2014M10","Fresh fillet of plaice per kg","Euro","17.103"
"National Average Price","2014M10","Fresh hake per kg","Euro",""
"National Average Price","2014M10","Smoked salmon per kg","Euro","30.26"
"National Average Price","2014M10","Full fat milk per 2 litre","Euro","1.752"
"National Average Price","2014M10","Low fat milk per 1 litre","Euro","1.054"
"National Average Price","2014M10","Irish cheddar per kg","Euro","10.397"
"National Average Price","2014M10","Large eggs per half dozen","Euro","1.892"
"National Average Price","2014M10","Medium eggs per half dozen","Euro","1.607"
"National Average Price","2014M10","Butter per lb","Euro","2.729"
"National Average Price","2014M10","Grapes per kg","Euro","5.069"
"National Average Price","2014M10","Bananas per kg","Euro","1.361"
"National Average Price","2014M10","Tomatoes per kg","Euro","3.076"
"National Average Price","2014M10","Onions per kg","Euro","1.226"
"National Average Price","2014M10","Broccoli per kg","Euro","3.018"
"National Average Price","2014M10","Carrots per kg","Euro","1.292"
"National Average Price","2014M10","Mushrooms per kg","Euro","4.453"
"National Average Price","2014M10","Tomatoes tinned per 400g","Euro","0.95"
"National Average Price","2014M10","Potatoes 2.5 kg","Euro","3.091"
"National Average Price","2014M10","Potatoes 7.5 kg","Euro",""
"National Average Price","2014M10","Potatoes 10 kg","Euro","6.174"
"National Average Price","2014M10","White granulated sugar per 1 kg","Euro","1.3"
"National Average Price","2014M10","Jam per lb","Euro","1.911"
"National Average Price","2014M10","Marmalade per lb","Euro","1.964"
"National Average Price","2014M10","Tea bags per 80","Euro","2.655"
"National Average Price","2014M10","Orange juice per litre","Euro","1.561"
"National Average Price","2014M10","Whiskey - take home (70cl  bottle)","Euro","24.97"
"National Average Price","2014M10","Brandy - take home (70cl  bottle)","Euro","30.038"
"National Average Price","2014M10","Vodka - take home (70cl  bottle)","Euro","19.905"
"National Average Price","2014M10","Cream liqueur - take home (70cl  bottle)","Euro","16.905"
"National Average Price","2014M10","Wine - take home (75cl  bottle)","Euro","10.822"
"National Average Price","2014M10","Cider - take home (50cl can)","Euro","2.246"
"National Average Price","2014M10","Sherry - take home (75cl  bottle)","Euro","13.65"
"National Average Price","2014M10","Lager - take home (50cl can)","Euro","1.986"
"National Average Price","2014M10","Stout - take home (50cl can)","Euro","2.229"
"National Average Price","2014M10","Filtered cigarettes per 20 pk","Euro","9.737"
"National Average Price","2014M10","Stout - draught bar (1 pint)","Euro","4.299"
"National Average Price","2014M10","Lager - draught bar (1 pint)","Euro","4.671"
"National Average Price","2014M10","Lager - bar (33cl bottle)","Euro","4.616"
"National Average Price","2014M10","Cider - draught bar (1 pint)","Euro","4.746"
"National Average Price","2014M10","Ale - draught bar (1 pint)","Euro","4.356"
"National Average Price","2014M10","Cider - bar (33cl bottle)","Euro","4.737"
"National Average Price","2014M10","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.284"
"National Average Price","2014M10","Whiskey - bar (single) per ½  glass","Euro","4.05"
"National Average Price","2014M10","Brandy - bar (single) per ½  glass","Euro","4.576"
"National Average Price","2014M10","Vodka - bar (single) per ½  glass","Euro","4.109"
"National Average Price","2014M10","Wine - bar (187ml bottle)","Euro","5.291"
"National Average Price","2014M10","Diesel per litre","Euro","1.43"
"National Average Price","2014M10","Petrol - unleaded per litre","Euro","1.524"
"National Average Price","2014M10","Cinema fee","Euro","9.223"
"National Average Price","2014M10","Nightclubs fee","Euro","9.213"
"National Average Price","2014M10","Gent's dry cut fee","Euro","11.977"
"National Average Price","2014M10","Gent's wash, cut, and blow dry fee","Euro","17.851"
"National Average Price","2014M10","Ladies' wash, cut and blow dry fee","Euro","37.251"
"National Average Price","2014M11","White, self raising flour per 2 kg","Euro","2.194"
"National Average Price","2014M11","Brown, wholemeal flour per 2 kg","Euro","2.975"
"National Average Price","2014M11","Bread, white sliced pan, large (800g)","Euro","1.283"
"National Average Price","2014M11","Bread, brown sliced pan, large (800g)","Euro","1.431"
"National Average Price","2014M11","Spaghetti per 500g","Euro","1.121"
"National Average Price","2014M11","Sirloin steak per kg","Euro","16.412"
"National Average Price","2014M11","Striploin steak per kg","Euro","20.628"
"National Average Price","2014M11","Roast beef - topside or rib per kg","Euro","13.114"
"National Average Price","2014M11","Sliced / diced beef pieces per kg","Euro","10.551"
"National Average Price","2014M11","Pork loin chops per kg","Euro","8.655"
"National Average Price","2014M11","Pork steak per kg","Euro","9.697"
"National Average Price","2014M11","Lamb - whole leg / half leg per kg","Euro","11.363"
"National Average Price","2014M11","Lamb loin chops per kg","Euro","17.729"
"National Average Price","2014M11","Lamb gigot chops per kg","Euro","12.75"
"National Average Price","2014M11","Uncooked chicken medium size 1.6kg","Euro","5.611"
"National Average Price","2014M11","Lamb's liver per kg","Euro","5.779"
"National Average Price","2014M11","Ham fillet per kg","Euro","5.901"
"National Average Price","2014M11","Cooked ham per kg","Euro","17.949"
"National Average Price","2014M11","Best back rashers per kg","Euro","10.598"
"National Average Price","2014M11","Pork sausages per kg","Euro","5.732"
"National Average Price","2014M11","Fresh fillet of whiting per kg","Euro","10.786"
"National Average Price","2014M11","Fresh fillet of cod per kg","Euro","17.363"
"National Average Price","2014M11","Fresh salmon per kg","Euro","18.661"
"National Average Price","2014M11","Fresh fillet of plaice per kg","Euro","16.567"
"National Average Price","2014M11","Fresh hake per kg","Euro",""
"National Average Price","2014M11","Smoked salmon per kg","Euro","29.824"
"National Average Price","2014M11","Full fat milk per 2 litre","Euro","1.75"
"National Average Price","2014M11","Low fat milk per 1 litre","Euro","1.056"
"National Average Price","2014M11","Irish cheddar per kg","Euro","10.624"
"National Average Price","2014M11","Large eggs per half dozen","Euro","1.877"
"National Average Price","2014M11","Medium eggs per half dozen","Euro","1.605"
"National Average Price","2014M11","Butter per lb","Euro","2.738"
"National Average Price","2014M11","Grapes per kg","Euro","5.4"
"National Average Price","2014M11","Bananas per kg","Euro","1.362"
"National Average Price","2014M11","Tomatoes per kg","Euro","3.049"
"National Average Price","2014M11","Onions per kg","Euro","1.181"
"National Average Price","2014M11","Broccoli per kg","Euro","3.225"
"National Average Price","2014M11","Carrots per kg","Euro","1.241"
"National Average Price","2014M11","Mushrooms per kg","Euro","4.584"
"National Average Price","2014M11","Tomatoes tinned per 400g","Euro","0.952"
"National Average Price","2014M11","Potatoes 2.5 kg","Euro","3.029"
"National Average Price","2014M11","Potatoes 7.5 kg","Euro",""
"National Average Price","2014M11","Potatoes 10 kg","Euro","5.744"
"National Average Price","2014M11","White granulated sugar per 1 kg","Euro","1.305"
"National Average Price","2014M11","Jam per lb","Euro","1.993"
"National Average Price","2014M11","Marmalade per lb","Euro","1.942"
"National Average Price","2014M11","Tea bags per 80","Euro","2.781"
"National Average Price","2014M11","Orange juice per litre","Euro","1.52"
"National Average Price","2014M11","Whiskey - take home (70cl  bottle)","Euro","23.903"
"National Average Price","2014M11","Brandy - take home (70cl  bottle)","Euro","28.396"
"National Average Price","2014M11","Vodka - take home (70cl  bottle)","Euro","19.217"
"National Average Price","2014M11","Cream liqueur - take home (70cl  bottle)","Euro","15.637"
"National Average Price","2014M11","Wine - take home (75cl  bottle)","Euro","10.454"
"National Average Price","2014M11","Cider - take home (50cl can)","Euro","2.291"
"National Average Price","2014M11","Sherry - take home (75cl  bottle)","Euro","13.563"
"National Average Price","2014M11","Lager - take home (50cl can)","Euro","1.984"
"National Average Price","2014M11","Stout - take home (50cl can)","Euro","2.222"
"National Average Price","2014M11","Filtered cigarettes per 20 pk","Euro","9.988"
"National Average Price","2014M11","Stout - draught bar (1 pint)","Euro","4.3"
"National Average Price","2014M11","Lager - draught bar (1 pint)","Euro","4.673"
"National Average Price","2014M11","Lager - bar (33cl bottle)","Euro","4.614"
"National Average Price","2014M11","Cider - draught bar (1 pint)","Euro","4.748"
"National Average Price","2014M11","Ale - draught bar (1 pint)","Euro","4.363"
"National Average Price","2014M11","Cider - bar (33cl bottle)","Euro","4.743"
"National Average Price","2014M11","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.283"
"National Average Price","2014M11","Whiskey - bar (single) per ½  glass","Euro","4.05"
"National Average Price","2014M11","Brandy - bar (single) per ½  glass","Euro","4.577"
"National Average Price","2014M11","Vodka - bar (single) per ½  glass","Euro","4.108"
"National Average Price","2014M11","Wine - bar (187ml bottle)","Euro","5.295"
"National Average Price","2014M11","Diesel per litre","Euro","1.391"
"National Average Price","2014M11","Petrol - unleaded per litre","Euro","1.481"
"National Average Price","2014M11","Cinema fee","Euro","9.234"
"National Average Price","2014M11","Nightclubs fee","Euro","9.255"
"National Average Price","2014M11","Gent's dry cut fee","Euro","11.941"
"National Average Price","2014M11","Gent's wash, cut, and blow dry fee","Euro","17.893"
"National Average Price","2014M11","Ladies' wash, cut and blow dry fee","Euro","37.219"
"National Average Price","2014M12","White, self raising flour per 2 kg","Euro","2.144"
"National Average Price","2014M12","Brown, wholemeal flour per 2 kg","Euro","2.94"
"National Average Price","2014M12","Bread, white sliced pan, large (800g)","Euro","1.259"
"National Average Price","2014M12","Bread, brown sliced pan, large (800g)","Euro","1.383"
"National Average Price","2014M12","Spaghetti per 500g","Euro","1.115"
"National Average Price","2014M12","Sirloin steak per kg","Euro","16.369"
"National Average Price","2014M12","Striploin steak per kg","Euro","20.341"
"National Average Price","2014M12","Roast beef - topside or rib per kg","Euro","12.6"
"National Average Price","2014M12","Sliced / diced beef pieces per kg","Euro","10.578"
"National Average Price","2014M12","Pork loin chops per kg","Euro","8.098"
"National Average Price","2014M12","Pork steak per kg","Euro","9.509"
"National Average Price","2014M12","Lamb - whole leg / half leg per kg","Euro","11.461"
"National Average Price","2014M12","Lamb loin chops per kg","Euro","16.573"
"National Average Price","2014M12","Lamb gigot chops per kg","Euro","12.751"
"National Average Price","2014M12","Uncooked chicken medium size 1.6kg","Euro","5.513"
"National Average Price","2014M12","Lamb's liver per kg","Euro","5.811"
"National Average Price","2014M12","Ham fillet per kg","Euro","5.849"
"National Average Price","2014M12","Cooked ham per kg","Euro","17.781"
"National Average Price","2014M12","Best back rashers per kg","Euro","10.651"
"National Average Price","2014M12","Pork sausages per kg","Euro","5.881"
"National Average Price","2014M12","Fresh fillet of whiting per kg","Euro","10.915"
"National Average Price","2014M12","Fresh fillet of cod per kg","Euro","16.246"
"National Average Price","2014M12","Fresh salmon per kg","Euro","19.155"
"National Average Price","2014M12","Fresh fillet of plaice per kg","Euro","17.859"
"National Average Price","2014M12","Fresh hake per kg","Euro",""
"National Average Price","2014M12","Smoked salmon per kg","Euro","28.707"
"National Average Price","2014M12","Full fat milk per 2 litre","Euro","1.732"
"National Average Price","2014M12","Low fat milk per 1 litre","Euro","1.056"
"National Average Price","2014M12","Irish cheddar per kg","Euro","10.54"
"National Average Price","2014M12","Large eggs per half dozen","Euro","1.87"
"National Average Price","2014M12","Medium eggs per half dozen","Euro","1.553"
"National Average Price","2014M12","Butter per lb","Euro","2.727"
"National Average Price","2014M12","Grapes per kg","Euro","5.521"
"National Average Price","2014M12","Bananas per kg","Euro","1.363"
"National Average Price","2014M12","Tomatoes per kg","Euro","3.061"
"National Average Price","2014M12","Onions per kg","Euro","1.162"
"National Average Price","2014M12","Broccoli per kg","Euro","2.974"
"National Average Price","2014M12","Carrots per kg","Euro","1.24"
"National Average Price","2014M12","Mushrooms per kg","Euro","4.455"
"National Average Price","2014M12","Tomatoes tinned per 400g","Euro","0.972"
"National Average Price","2014M12","Potatoes 2.5 kg","Euro","2.982"
"National Average Price","2014M12","Potatoes 7.5 kg","Euro",""
"National Average Price","2014M12","Potatoes 10 kg","Euro","5.365"
"National Average Price","2014M12","White granulated sugar per 1 kg","Euro","1.311"
"National Average Price","2014M12","Jam per lb","Euro","1.993"
"National Average Price","2014M12","Marmalade per lb","Euro","1.903"
"National Average Price","2014M12","Tea bags per 80","Euro","2.858"
"National Average Price","2014M12","Orange juice per litre","Euro","1.567"
"National Average Price","2014M12","Whiskey - take home (70cl  bottle)","Euro","22.398"
"National Average Price","2014M12","Brandy - take home (70cl  bottle)","Euro","28.117"
"National Average Price","2014M12","Vodka - take home (70cl  bottle)","Euro","18.274"
"National Average Price","2014M12","Cream liqueur - take home (70cl  bottle)","Euro","12.38"
"National Average Price","2014M12","Wine - take home (75cl  bottle)","Euro","10.274"
"National Average Price","2014M12","Cider - take home (50cl can)","Euro","2.297"
"National Average Price","2014M12","Sherry - take home (75cl  bottle)","Euro","12.603"
"National Average Price","2014M12","Lager - take home (50cl can)","Euro","1.982"
"National Average Price","2014M12","Stout - take home (50cl can)","Euro","2.222"
"National Average Price","2014M12","Filtered cigarettes per 20 pk","Euro","9.989"
"National Average Price","2014M12","Stout - draught bar (1 pint)","Euro","4.3"
"National Average Price","2014M12","Lager - draught bar (1 pint)","Euro","4.673"
"National Average Price","2014M12","Lager - bar (33cl bottle)","Euro","4.616"
"National Average Price","2014M12","Cider - draught bar (1 pint)","Euro","4.752"
"National Average Price","2014M12","Ale - draught bar (1 pint)","Euro","4.362"
"National Average Price","2014M12","Cider - bar (33cl bottle)","Euro","4.746"
"National Average Price","2014M12","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.287"
"National Average Price","2014M12","Whiskey - bar (single) per ½  glass","Euro","4.052"
"National Average Price","2014M12","Brandy - bar (single) per ½  glass","Euro","4.577"
"National Average Price","2014M12","Vodka - bar (single) per ½  glass","Euro","4.11"
"National Average Price","2014M12","Wine - bar (187ml bottle)","Euro","5.294"
"National Average Price","2014M12","Diesel per litre","Euro","1.339"
"National Average Price","2014M12","Petrol - unleaded per litre","Euro","1.419"
"National Average Price","2014M12","Cinema fee","Euro","9.125"
"National Average Price","2014M12","Nightclubs fee","Euro","9.407"
"National Average Price","2014M12","Gent's dry cut fee","Euro","11.941"
"National Average Price","2014M12","Gent's wash, cut, and blow dry fee","Euro","18.543"
"National Average Price","2014M12","Ladies' wash, cut and blow dry fee","Euro","39.41"
