"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average Price","2020M08","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2020M08","Cider - take home (50cl can)","Euro","2.205"
"National Average Price","2020M08","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2020M08","Lager - take home (50cl can)","Euro","1.959"
"National Average Price","2020M08","Stout - take home (50cl can)","Euro","2.376"
"National Average Price","2020M08","Filtered cigarettes per 20 pk","Euro","13.479"
"National Average Price","2020M08","Stout - draught bar (1 pint)","Euro","4.827"
"National Average Price","2020M08","Lager - draught bar (1 pint)","Euro","5.204"
"National Average Price","2020M08","Lager - bar (33cl bottle)","Euro","5.075"
"National Average Price","2020M08","Cider - draught bar (1 pint)","Euro","5.337"
"National Average Price","2020M08","Ale - draught bar (1 pint)","Euro","4.907"
"National Average Price","2020M08","Cider - bar (33cl bottle)","Euro","5.29"
"National Average Price","2020M08","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.728"
"National Average Price","2020M08","Whiskey - bar (single) per ½  glass","Euro","4.768"
"National Average Price","2020M08","Brandy - bar (single) per ½  glass","Euro","5.095"
"National Average Price","2020M08","Vodka - bar (single) per ½  glass","Euro","4.759"
"National Average Price","2020M08","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2020M08","Diesel per litre","Euro","1.267"
"National Average Price","2020M08","Petrol - unleaded per litre","Euro","1.374"
"National Average Price","2020M08","Cinema fee","Euro",""
"National Average Price","2020M08","Nightclubs fee","Euro",""
"National Average Price","2020M08","Gent's dry cut fee","Euro","16.433"
"National Average Price","2020M08","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2020M08","Ladies' wash, cut and blow dry fee","Euro","46.802"
"National Average Price","2020M09","White, self raising flour per 2 kg","Euro","1.989"
"National Average Price","2020M09","Brown, wholemeal flour per 2 kg","Euro","2.792"
"National Average Price","2020M09","Bread, white sliced pan, large (800g)","Euro","1.281"
"National Average Price","2020M09","Bread, brown sliced pan, large (800g)","Euro","1.415"
"National Average Price","2020M09","Spaghetti per 500g","Euro","0.997"
"National Average Price","2020M09","Sirloin steak per kg","Euro","14.891"
"National Average Price","2020M09","Striploin steak per kg","Euro","19.911"
"National Average Price","2020M09","Roast beef - topside or rib per kg","Euro","12.332"
"National Average Price","2020M09","Sliced / diced beef pieces per kg","Euro","9.517"
"National Average Price","2020M09","Pork loin chops per kg","Euro","7.875"
"National Average Price","2020M09","Pork steak per kg","Euro","8.779"
"National Average Price","2020M09","Lamb - whole leg / half leg per kg","Euro","12.67"
"National Average Price","2020M09","Lamb loin chops per kg","Euro","18.035"
"National Average Price","2020M09","Lamb gigot chops per kg","Euro",""
"National Average Price","2020M09","Uncooked chicken medium size 1.6kg","Euro","4.645"
"National Average Price","2020M09","Lamb's liver per kg","Euro",""
"National Average Price","2020M09","Ham fillet per kg","Euro","5.788"
"National Average Price","2020M09","Cooked ham per kg","Euro","18.095"
"National Average Price","2020M09","Best back rashers per kg","Euro","9.439"
"National Average Price","2020M09","Pork sausages per kg","Euro","6.402"
"National Average Price","2020M09","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2020M09","Fresh fillet of cod per kg","Euro","16.513"
"National Average Price","2020M09","Fresh salmon per kg","Euro","21.336"
"National Average Price","2020M09","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2020M09","Fresh hake per kg","Euro",""
"National Average Price","2020M09","Smoked salmon per kg","Euro","31.761"
"National Average Price","2020M09","Full fat milk per 2 litre","Euro","1.69"
"National Average Price","2020M09","Low fat milk per 1 litre","Euro","1.023"
"National Average Price","2020M09","Irish cheddar per kg","Euro","8.771"
"National Average Price","2020M09","Large eggs per half dozen","Euro","1.78"
"National Average Price","2020M09","Medium eggs per half dozen","Euro","1.428"
"National Average Price","2020M09","Butter per lb","Euro","3.018"
"National Average Price","2020M09","Grapes per kg","Euro","5.027"
"National Average Price","2020M09","Bananas per kg","Euro","1.408"
"National Average Price","2020M09","Tomatoes per kg","Euro","3.302"
"National Average Price","2020M09","Onions per kg","Euro","1.191"
"National Average Price","2020M09","Broccoli per kg","Euro","2.613"
"National Average Price","2020M09","Carrots per kg","Euro","1.123"
"National Average Price","2020M09","Mushrooms per kg","Euro","3.607"
"National Average Price","2020M09","Tomatoes tinned per 400g","Euro","0.839"
"National Average Price","2020M09","Potatoes 2.5 kg","Euro","3.52"
"National Average Price","2020M09","Potatoes 7.5 kg","Euro","6.439"
"National Average Price","2020M09","Potatoes 10 kg","Euro",""
"National Average Price","2020M09","White granulated sugar per 1 kg","Euro","1.16"
"National Average Price","2020M09","Jam per lb","Euro","0.958"
"National Average Price","2020M09","Marmalade per lb","Euro","1.898"
"National Average Price","2020M09","Tea bags per 80","Euro","2.733"
"National Average Price","2020M09","Orange juice per litre","Euro","1.364"
"National Average Price","2020M09","Whiskey - take home (70cl  bottle)","Euro","26.011"
"National Average Price","2020M09","Brandy - take home (70cl  bottle)","Euro","32.621"
"National Average Price","2020M09","Vodka - take home (70cl  bottle)","Euro","19.61"
"National Average Price","2020M09","Cream liqueur - take home (70cl  bottle)","Euro","17.627"
"National Average Price","2020M09","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2020M09","Cider - take home (50cl can)","Euro","2.292"
"National Average Price","2020M09","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2020M09","Lager - take home (50cl can)","Euro","1.917"
"National Average Price","2020M09","Stout - take home (50cl can)","Euro","2.345"
"National Average Price","2020M09","Filtered cigarettes per 20 pk","Euro","13.234"
"National Average Price","2020M09","Stout - draught bar (1 pint)","Euro","4.938"
"National Average Price","2020M09","Lager - draught bar (1 pint)","Euro","5.211"
"National Average Price","2020M09","Lager - bar (33cl bottle)","Euro","5.119"
"National Average Price","2020M09","Cider - draught bar (1 pint)","Euro","5.338"
"National Average Price","2020M09","Ale - draught bar (1 pint)","Euro","5"
"National Average Price","2020M09","Cider - bar (33cl bottle)","Euro","5.31"
"National Average Price","2020M09","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.695"
"National Average Price","2020M09","Whiskey - bar (single) per ½  glass","Euro","4.827"
"National Average Price","2020M09","Brandy - bar (single) per ½  glass","Euro","5.126"
"National Average Price","2020M09","Vodka - bar (single) per ½  glass","Euro","4.83"
"National Average Price","2020M09","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2020M09","Diesel per litre","Euro","1.254"
"National Average Price","2020M09","Petrol - unleaded per litre","Euro","1.364"
"National Average Price","2020M09","Cinema fee","Euro","9.963"
"National Average Price","2020M09","Nightclubs fee","Euro",""
"National Average Price","2020M09","Gent's dry cut fee","Euro","16.556"
"National Average Price","2020M09","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2020M09","Ladies' wash, cut and blow dry fee","Euro","46.95"
"National Average Price","2020M10","White, self raising flour per 2 kg","Euro","1.97"
"National Average Price","2020M10","Brown, wholemeal flour per 2 kg","Euro","2.792"
"National Average Price","2020M10","Bread, white sliced pan, large (800g)","Euro","1.29"
"National Average Price","2020M10","Bread, brown sliced pan, large (800g)","Euro","1.464"
"National Average Price","2020M10","Spaghetti per 500g","Euro","1.013"
"National Average Price","2020M10","Sirloin steak per kg","Euro","14.994"
"National Average Price","2020M10","Striploin steak per kg","Euro","19.911"
"National Average Price","2020M10","Roast beef - topside or rib per kg","Euro","12.681"
"National Average Price","2020M10","Sliced / diced beef pieces per kg","Euro","9.436"
"National Average Price","2020M10","Pork loin chops per kg","Euro","7.875"
"National Average Price","2020M10","Pork steak per kg","Euro","8.779"
"National Average Price","2020M10","Lamb - whole leg / half leg per kg","Euro","12.67"
"National Average Price","2020M10","Lamb loin chops per kg","Euro","18.06"
"National Average Price","2020M10","Lamb gigot chops per kg","Euro",""
"National Average Price","2020M10","Uncooked chicken medium size 1.6kg","Euro","4.692"
"National Average Price","2020M10","Lamb's liver per kg","Euro",""
"National Average Price","2020M10","Ham fillet per kg","Euro","5.729"
"National Average Price","2020M10","Cooked ham per kg","Euro","18.107"
"National Average Price","2020M10","Best back rashers per kg","Euro","9.385"
"National Average Price","2020M10","Pork sausages per kg","Euro","6.304"
"National Average Price","2020M10","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2020M10","Fresh fillet of cod per kg","Euro","17.212"
"National Average Price","2020M10","Fresh salmon per kg","Euro","21.341"
"National Average Price","2020M10","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2020M10","Fresh hake per kg","Euro",""
"National Average Price","2020M10","Smoked salmon per kg","Euro","31.761"
"National Average Price","2020M10","Full fat milk per 2 litre","Euro","1.687"
"National Average Price","2020M10","Low fat milk per 1 litre","Euro","1.025"
"National Average Price","2020M10","Irish cheddar per kg","Euro","8.821"
"National Average Price","2020M10","Large eggs per half dozen","Euro","1.78"
"National Average Price","2020M10","Medium eggs per half dozen","Euro","1.428"
"National Average Price","2020M10","Butter per lb","Euro","2.992"
"National Average Price","2020M10","Grapes per kg","Euro","5.037"
"National Average Price","2020M10","Bananas per kg","Euro","1.463"
"National Average Price","2020M10","Tomatoes per kg","Euro","3.362"
"National Average Price","2020M10","Onions per kg","Euro","1.211"
"National Average Price","2020M10","Broccoli per kg","Euro","2.672"
"National Average Price","2020M10","Carrots per kg","Euro","1.102"
"National Average Price","2020M10","Mushrooms per kg","Euro","3.712"
"National Average Price","2020M10","Tomatoes tinned per 400g","Euro","0.818"
"National Average Price","2020M10","Potatoes 2.5 kg","Euro","3.549"
"National Average Price","2020M10","Potatoes 7.5 kg","Euro","6.431"
"National Average Price","2020M10","Potatoes 10 kg","Euro",""
"National Average Price","2020M10","White granulated sugar per 1 kg","Euro","1.142"
"National Average Price","2020M10","Jam per lb","Euro","0.942"
"National Average Price","2020M10","Marmalade per lb","Euro","1.873"
"National Average Price","2020M10","Tea bags per 80","Euro","2.693"
"National Average Price","2020M10","Orange juice per litre","Euro","1.353"
"National Average Price","2020M10","Whiskey - take home (70cl  bottle)","Euro","25.578"
"National Average Price","2020M10","Brandy - take home (70cl  bottle)","Euro","31.883"
"National Average Price","2020M10","Vodka - take home (70cl  bottle)","Euro","19.226"
"National Average Price","2020M10","Cream liqueur - take home (70cl  bottle)","Euro","16.543"
"National Average Price","2020M10","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2020M10","Cider - take home (50cl can)","Euro","2.166"
"National Average Price","2020M10","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2020M10","Lager - take home (50cl can)","Euro","1.933"
"National Average Price","2020M10","Stout - take home (50cl can)","Euro","2.32"
"National Average Price","2020M10","Filtered cigarettes per 20 pk","Euro","13.442"
"National Average Price","2020M10","Stout - draught bar (1 pint)","Euro","4.928"
"National Average Price","2020M10","Lager - draught bar (1 pint)","Euro","5.224"
"National Average Price","2020M10","Lager - bar (33cl bottle)","Euro","5.128"
"National Average Price","2020M10","Cider - draught bar (1 pint)","Euro","5.375"
"National Average Price","2020M10","Ale - draught bar (1 pint)","Euro","5.008"
"National Average Price","2020M10","Cider - bar (33cl bottle)","Euro","5.319"
"National Average Price","2020M10","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.691"
"National Average Price","2020M10","Whiskey - bar (single) per ½  glass","Euro","4.837"
"National Average Price","2020M10","Brandy - bar (single) per ½  glass","Euro","5.125"
"National Average Price","2020M10","Vodka - bar (single) per ½  glass","Euro","4.852"
"National Average Price","2020M10","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2020M10","Diesel per litre","Euro","1.244"
"National Average Price","2020M10","Petrol - unleaded per litre","Euro","1.361"
"National Average Price","2020M10","Cinema fee","Euro",""
"National Average Price","2020M10","Nightclubs fee","Euro",""
"National Average Price","2020M10","Gent's dry cut fee","Euro","16.613"
"National Average Price","2020M10","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2020M10","Ladies' wash, cut and blow dry fee","Euro","46.929"
"National Average Price","2020M11","White, self raising flour per 2 kg","Euro","1.977"
"National Average Price","2020M11","Brown, wholemeal flour per 2 kg","Euro","2.792"
"National Average Price","2020M11","Bread, white sliced pan, large (800g)","Euro","1.294"
"National Average Price","2020M11","Bread, brown sliced pan, large (800g)","Euro","1.448"
"National Average Price","2020M11","Spaghetti per 500g","Euro","1.019"
"National Average Price","2020M11","Sirloin steak per kg","Euro","14.95"
"National Average Price","2020M11","Striploin steak per kg","Euro","19.911"
"National Average Price","2020M11","Roast beef - topside or rib per kg","Euro","13.21"
"National Average Price","2020M11","Sliced / diced beef pieces per kg","Euro","9.758"
"National Average Price","2020M11","Pork loin chops per kg","Euro","7.817"
"National Average Price","2020M11","Pork steak per kg","Euro","8.779"
"National Average Price","2020M11","Lamb - whole leg / half leg per kg","Euro","12.67"
"National Average Price","2020M11","Lamb loin chops per kg","Euro","18.184"
"National Average Price","2020M11","Lamb gigot chops per kg","Euro",""
"National Average Price","2020M11","Uncooked chicken medium size 1.6kg","Euro","4.669"
"National Average Price","2020M11","Lamb's liver per kg","Euro",""
"National Average Price","2020M11","Ham fillet per kg","Euro","5.749"
"National Average Price","2020M11","Cooked ham per kg","Euro","17.994"
"National Average Price","2020M11","Best back rashers per kg","Euro","9.339"
"National Average Price","2020M11","Pork sausages per kg","Euro","6.325"
"National Average Price","2020M11","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2020M11","Fresh fillet of cod per kg","Euro","17.212"
"National Average Price","2020M11","Fresh salmon per kg","Euro","21.327"
"National Average Price","2020M11","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2020M11","Fresh hake per kg","Euro",""
"National Average Price","2020M11","Smoked salmon per kg","Euro","31.761"
"National Average Price","2020M11","Full fat milk per 2 litre","Euro","1.687"
"National Average Price","2020M11","Low fat milk per 1 litre","Euro","1.025"
"National Average Price","2020M11","Irish cheddar per kg","Euro","8.618"
"National Average Price","2020M11","Large eggs per half dozen","Euro","1.78"
"National Average Price","2020M11","Medium eggs per half dozen","Euro","1.425"
"National Average Price","2020M11","Butter per lb","Euro","3.079"
"National Average Price","2020M11","Grapes per kg","Euro","5.094"
"National Average Price","2020M11","Bananas per kg","Euro","1.464"
"National Average Price","2020M11","Tomatoes per kg","Euro","3.248"
"National Average Price","2020M11","Onions per kg","Euro","1.202"
"National Average Price","2020M11","Broccoli per kg","Euro","2.549"
"National Average Price","2020M11","Carrots per kg","Euro","1.121"
"National Average Price","2020M11","Mushrooms per kg","Euro","3.689"
"National Average Price","2020M11","Tomatoes tinned per 400g","Euro","0.804"
"National Average Price","2020M11","Potatoes 2.5 kg","Euro","3.517"
"National Average Price","2020M11","Potatoes 7.5 kg","Euro","6.409"
"National Average Price","2020M11","Potatoes 10 kg","Euro",""
"National Average Price","2020M11","White granulated sugar per 1 kg","Euro","1.115"
"National Average Price","2020M11","Jam per lb","Euro","0.965"
"National Average Price","2020M11","Marmalade per lb","Euro","1.851"
"National Average Price","2020M11","Tea bags per 80","Euro","2.77"
"National Average Price","2020M11","Orange juice per litre","Euro","1.317"
"National Average Price","2020M11","Whiskey - take home (70cl  bottle)","Euro","24.572"
"National Average Price","2020M11","Brandy - take home (70cl  bottle)","Euro","29.565"
"National Average Price","2020M11","Vodka - take home (70cl  bottle)","Euro","19.253"
"National Average Price","2020M11","Cream liqueur - take home (70cl  bottle)","Euro","15.624"
"National Average Price","2020M11","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2020M11","Cider - take home (50cl can)","Euro","2.024"
"National Average Price","2020M11","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2020M11","Lager - take home (50cl can)","Euro","1.92"
"National Average Price","2020M11","Stout - take home (50cl can)","Euro","2.301"
"National Average Price","2020M11","Filtered cigarettes per 20 pk","Euro","13.622"
"National Average Price","2020M11","Stout - draught bar (1 pint)","Euro",""
"National Average Price","2020M11","Lager - draught bar (1 pint)","Euro",""
"National Average Price","2020M11","Lager - bar (33cl bottle)","Euro",""
"National Average Price","2020M11","Cider - draught bar (1 pint)","Euro",""
"National Average Price","2020M11","Ale - draught bar (1 pint)","Euro",""
"National Average Price","2020M11","Cider - bar (33cl bottle)","Euro",""
"National Average Price","2020M11","Flavoured alcoholic drink - bar (275ml bottle)","Euro",""
"National Average Price","2020M11","Whiskey - bar (single) per ½  glass","Euro",""
"National Average Price","2020M11","Brandy - bar (single) per ½  glass","Euro",""
"National Average Price","2020M11","Vodka - bar (single) per ½  glass","Euro",""
"National Average Price","2020M11","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2020M11","Diesel per litre","Euro","1.253"
"National Average Price","2020M11","Petrol - unleaded per litre","Euro","1.363"
"National Average Price","2020M11","Cinema fee","Euro",""
"National Average Price","2020M11","Nightclubs fee","Euro",""
"National Average Price","2020M11","Gent's dry cut fee","Euro",""
"National Average Price","2020M11","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2020M11","Ladies' wash, cut and blow dry fee","Euro",""
"National Average Price","2020M12","White, self raising flour per 2 kg","Euro","1.964"
"National Average Price","2020M12","Brown, wholemeal flour per 2 kg","Euro","2.792"
"National Average Price","2020M12","Bread, white sliced pan, large (800g)","Euro","1.304"
"National Average Price","2020M12","Bread, brown sliced pan, large (800g)","Euro","1.467"
"National Average Price","2020M12","Spaghetti per 500g","Euro","1.017"
"National Average Price","2020M12","Sirloin steak per kg","Euro","14.946"
"National Average Price","2020M12","Striploin steak per kg","Euro","19.797"
"National Average Price","2020M12","Roast beef - topside or rib per kg","Euro","12.249"
"National Average Price","2020M12","Sliced / diced beef pieces per kg","Euro","9.282"
"National Average Price","2020M12","Pork loin chops per kg","Euro","7.834"
"National Average Price","2020M12","Pork steak per kg","Euro","8.307"
"National Average Price","2020M12","Lamb - whole leg / half leg per kg","Euro","12.678"
"National Average Price","2020M12","Lamb loin chops per kg","Euro","18.001"
"National Average Price","2020M12","Lamb gigot chops per kg","Euro",""
"National Average Price","2020M12","Uncooked chicken medium size 1.6kg","Euro","4.59"
"National Average Price","2020M12","Lamb's liver per kg","Euro",""
"National Average Price","2020M12","Ham fillet per kg","Euro","5.688"
"National Average Price","2020M12","Cooked ham per kg","Euro","18.058"
"National Average Price","2020M12","Best back rashers per kg","Euro","9.237"
"National Average Price","2020M12","Pork sausages per kg","Euro","6.351"
"National Average Price","2020M12","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2020M12","Fresh fillet of cod per kg","Euro","17.212"
"National Average Price","2020M12","Fresh salmon per kg","Euro","21.197"
"National Average Price","2020M12","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2020M12","Fresh hake per kg","Euro",""
"National Average Price","2020M12","Smoked salmon per kg","Euro","31.049"
"National Average Price","2020M12","Full fat milk per 2 litre","Euro","1.687"
"National Average Price","2020M12","Low fat milk per 1 litre","Euro","1.025"
"National Average Price","2020M12","Irish cheddar per kg","Euro","8.992"
"National Average Price","2020M12","Large eggs per half dozen","Euro","1.78"
"National Average Price","2020M12","Medium eggs per half dozen","Euro","1.425"
"National Average Price","2020M12","Butter per lb","Euro","3.006"
"National Average Price","2020M12","Grapes per kg","Euro","5.094"
"National Average Price","2020M12","Bananas per kg","Euro","1.465"
"National Average Price","2020M12","Tomatoes per kg","Euro","3.319"
"National Average Price","2020M12","Onions per kg","Euro","1.21"
"National Average Price","2020M12","Broccoli per kg","Euro","2.586"
"National Average Price","2020M12","Carrots per kg","Euro","1.107"
"National Average Price","2020M12","Mushrooms per kg","Euro","3.673"
"National Average Price","2020M12","Tomatoes tinned per 400g","Euro","0.851"
"National Average Price","2020M12","Potatoes 2.5 kg","Euro","3.567"
"National Average Price","2020M12","Potatoes 7.5 kg","Euro","6.461"
"National Average Price","2020M12","Potatoes 10 kg","Euro",""
"National Average Price","2020M12","White granulated sugar per 1 kg","Euro","1.139"
"National Average Price","2020M12","Jam per lb","Euro","0.942"
"National Average Price","2020M12","Marmalade per lb","Euro","1.811"
"National Average Price","2020M12","Tea bags per 80","Euro","2.708"
"National Average Price","2020M12","Orange juice per litre","Euro","1.302"
"National Average Price","2020M12","Whiskey - take home (70cl  bottle)","Euro","23.897"
"National Average Price","2020M12","Brandy - take home (70cl  bottle)","Euro","26.974"
"National Average Price","2020M12","Vodka - take home (70cl  bottle)","Euro","18.422"
"National Average Price","2020M12","Cream liqueur - take home (70cl  bottle)","Euro","15.021"
"National Average Price","2020M12","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2020M12","Cider - take home (50cl can)","Euro","2.074"
"National Average Price","2020M12","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2020M12","Lager - take home (50cl can)","Euro","1.915"
"National Average Price","2020M12","Stout - take home (50cl can)","Euro","2.315"
"National Average Price","2020M12","Filtered cigarettes per 20 pk","Euro","13.63"
"National Average Price","2020M12","Stout - draught bar (1 pint)","Euro","4.882"
"National Average Price","2020M12","Lager - draught bar (1 pint)","Euro","5.26"
"National Average Price","2020M12","Lager - bar (33cl bottle)","Euro","5.074"
"National Average Price","2020M12","Cider - draught bar (1 pint)","Euro","5.355"
"National Average Price","2020M12","Ale - draught bar (1 pint)","Euro","4.935"
"National Average Price","2020M12","Cider - bar (33cl bottle)","Euro","5.255"
"National Average Price","2020M12","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.731"
"National Average Price","2020M12","Whiskey - bar (single) per ½  glass","Euro","4.772"
"National Average Price","2020M12","Brandy - bar (single) per ½  glass","Euro","5.107"
"National Average Price","2020M12","Vodka - bar (single) per ½  glass","Euro","4.837"
"National Average Price","2020M12","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2020M12","Diesel per litre","Euro","1.181"
"National Average Price","2020M12","Petrol - unleaded per litre","Euro","1.283"
"National Average Price","2020M12","Cinema fee","Euro","10.052"
"National Average Price","2020M12","Nightclubs fee","Euro",""
"National Average Price","2020M12","Gent's dry cut fee","Euro","16.651"
"National Average Price","2020M12","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2020M12","Ladies' wash, cut and blow dry fee","Euro","46.983"
"National Average Price","2021M01","White, self raising flour per 2 kg","Euro","1.976"
"National Average Price","2021M01","Brown, wholemeal flour per 2 kg","Euro","2.758"
"National Average Price","2021M01","Bread, white sliced pan, large (800g)","Euro","1.283"
"National Average Price","2021M01","Bread, brown sliced pan, large (800g)","Euro","1.447"
"National Average Price","2021M01","Spaghetti per 500g","Euro","0.979"
"National Average Price","2021M01","Sirloin steak per kg","Euro","14.714"
"National Average Price","2021M01","Striploin steak per kg","Euro","19.403"
"National Average Price","2021M01","Roast beef - topside or rib per kg","Euro","12.628"
"National Average Price","2021M01","Sliced / diced beef pieces per kg","Euro","9.648"
"National Average Price","2021M01","Pork loin chops per kg","Euro","7.652"
"National Average Price","2021M01","Pork steak per kg","Euro","8.415"
"National Average Price","2021M01","Lamb - whole leg / half leg per kg","Euro","12.258"
"National Average Price","2021M01","Lamb loin chops per kg","Euro","18.269"
"National Average Price","2021M01","Lamb gigot chops per kg","Euro",""
"National Average Price","2021M01","Uncooked chicken medium size 1.6kg","Euro","4.601"
"National Average Price","2021M01","Lamb's liver per kg","Euro",""
"National Average Price","2021M01","Ham fillet per kg","Euro","5.708"
"National Average Price","2021M01","Cooked ham per kg","Euro","17.932"
"National Average Price","2021M01","Best back rashers per kg","Euro","9.259"
"National Average Price","2021M01","Pork sausages per kg","Euro","6.242"
"National Average Price","2021M01","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2021M01","Fresh fillet of cod per kg","Euro","17.212"
"National Average Price","2021M01","Fresh salmon per kg","Euro","21.379"
"National Average Price","2021M01","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2021M01","Fresh hake per kg","Euro",""
"National Average Price","2021M01","Smoked salmon per kg","Euro","32.841"
"National Average Price","2021M01","Full fat milk per 2 litre","Euro","1.687"
"National Average Price","2021M01","Low fat milk per 1 litre","Euro","1.023"
"National Average Price","2021M01","Irish cheddar per kg","Euro","9.071"
"National Average Price","2021M01","Large eggs per half dozen","Euro","1.78"
"National Average Price","2021M01","Medium eggs per half dozen","Euro","1.414"
"National Average Price","2021M01","Butter per lb","Euro","3.07"
"National Average Price","2021M01","Grapes per kg","Euro","5.121"
"National Average Price","2021M01","Bananas per kg","Euro","1.293"
"National Average Price","2021M01","Tomatoes per kg","Euro","3.292"
"National Average Price","2021M01","Onions per kg","Euro","1.193"
"National Average Price","2021M01","Broccoli per kg","Euro","2.635"
"National Average Price","2021M01","Carrots per kg","Euro","1.102"
"National Average Price","2021M01","Mushrooms per kg","Euro","3.704"
"National Average Price","2021M01","Tomatoes tinned per 400g","Euro","0.844"
"National Average Price","2021M01","Potatoes 2.5 kg","Euro","3.58"
"National Average Price","2021M01","Potatoes 7.5 kg","Euro","6.354"
"National Average Price","2021M01","Potatoes 10 kg","Euro",""
"National Average Price","2021M01","White granulated sugar per 1 kg","Euro","1.177"
"National Average Price","2021M01","Jam per lb","Euro","0.945"
"National Average Price","2021M01","Marmalade per lb","Euro","1.84"
"National Average Price","2021M01","Tea bags per 80","Euro","2.721"
"National Average Price","2021M01","Orange juice per litre","Euro","1.363"
"National Average Price","2021M01","Whiskey - take home (70cl  bottle)","Euro","27.158"
"National Average Price","2021M01","Brandy - take home (70cl  bottle)","Euro","31.256"
"National Average Price","2021M01","Vodka - take home (70cl  bottle)","Euro","20.692"
"National Average Price","2021M01","Cream liqueur - take home (70cl  bottle)","Euro","16.897"
"National Average Price","2021M01","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2021M01","Cider - take home (50cl can)","Euro","2.146"
"National Average Price","2021M01","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2021M01","Lager - take home (50cl can)","Euro","1.873"
"National Average Price","2021M01","Stout - take home (50cl can)","Euro","2.248"
"National Average Price","2021M01","Filtered cigarettes per 20 pk","Euro","13.642"
"National Average Price","2021M01","Stout - draught bar (1 pint)","Euro",""
"National Average Price","2021M01","Lager - draught bar (1 pint)","Euro",""
"National Average Price","2021M01","Lager - bar (33cl bottle)","Euro",""
"National Average Price","2021M01","Cider - draught bar (1 pint)","Euro",""
"National Average Price","2021M01","Ale - draught bar (1 pint)","Euro",""
"National Average Price","2021M01","Cider - bar (33cl bottle)","Euro",""
"National Average Price","2021M01","Flavoured alcoholic drink - bar (275ml bottle)","Euro",""
"National Average Price","2021M01","Whiskey - bar (single) per ½  glass","Euro",""
"National Average Price","2021M01","Brandy - bar (single) per ½  glass","Euro",""
"National Average Price","2021M01","Vodka - bar (single) per ½  glass","Euro",""
"National Average Price","2021M01","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2021M01","Diesel per litre","Euro","1.214"
"National Average Price","2021M01","Petrol - unleaded per litre","Euro","1.314"
"National Average Price","2021M01","Cinema fee","Euro",""
"National Average Price","2021M01","Nightclubs fee","Euro",""
"National Average Price","2021M01","Gent's dry cut fee","Euro",""
"National Average Price","2021M01","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2021M01","Ladies' wash, cut and blow dry fee","Euro",""
"National Average Price","2021M02","White, self raising flour per 2 kg","Euro","1.976"
"National Average Price","2021M02","Brown, wholemeal flour per 2 kg","Euro","2.788"
"National Average Price","2021M02","Bread, white sliced pan, large (800g)","Euro","1.302"
"National Average Price","2021M02","Bread, brown sliced pan, large (800g)","Euro","1.44"
"National Average Price","2021M02","Spaghetti per 500g","Euro","1.009"
"National Average Price","2021M02","Sirloin steak per kg","Euro","14.573"
"National Average Price","2021M02","Striploin steak per kg","Euro","18.929"
"National Average Price","2021M02","Roast beef - topside or rib per kg","Euro","12.778"
"National Average Price","2021M02","Sliced / diced beef pieces per kg","Euro","9.367"
"National Average Price","2021M02","Pork loin chops per kg","Euro","7.742"
"National Average Price","2021M02","Pork steak per kg","Euro","7.916"
"National Average Price","2021M02","Lamb - whole leg / half leg per kg","Euro","10.251"
"National Average Price","2021M02","Lamb loin chops per kg","Euro","18.036"
