"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average  Price","2007M01","Cider - bar (330ml bottle)","Euro","4.267"
"National Average  Price","2007M01","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.074"
"National Average  Price","2007M01","Whiskey - bar (single) per 1/2 glass","Euro","3.464"
"National Average  Price","2007M01","Brandy - bar (single) per 1/2 glass","Euro","4.034"
"National Average  Price","2007M01","Vodka - bar (single) per 1/2 glass","Euro","3.514"
"National Average  Price","2007M01","Wine - bar (187 ml bottle)","Euro","4.57"
"National Average  Price","2007M01","Filtered cigarettes per 20 pk.","Euro","6.92"
"National Average  Price","2007M01","Cinema fee","Euro","8.22"
"National Average  Price","2007M01","Nightclubs fee","Euro","10.628"
"National Average  Price","2007M01","Gent's haircut - dry cut fee","Euro","12.204"
"National Average  Price","2007M01","Gent's haircut - wash, cut and blow dry fee","Euro","19.637"
"National Average  Price","2007M01","Ladies shampoo, cut and blow dry fee","Euro","35.286"
"National Average  Price","2007M01","Petrol - unleaded per ltr.","Euro","1.032"
"National Average  Price","2007M01","Diesel per ltr.","Euro","1.029"
"National Average  Price","2007M01","Fillet/half leg pork per kg.","Euro",""
"National Average  Price","2007M01","1 litre, low fat milk per ltr.","Euro",""
"National Average  Price","2007M01","Large (size 2) eggs per dozen","Euro",""
"National Average  Price","2007M01","Medium (size 3) eggs per dozen","Euro",""
"National Average  Price","2007M01","White, plain flour per 2 kgs.","Euro",""
"National Average  Price","2007M01","Fine quality wine - take home (75cl bottle)","Euro",""
"National Average  Price","2007M02","Round steak per kg.","Euro","9.639"
"National Average  Price","2007M02","Sirloin steak per kg.","Euro","14.715"
"National Average  Price","2007M02","Striploin steak per kg.","Euro","20.279"
"National Average  Price","2007M02","Roast beef topside/rib per kg.","Euro","9.716"
"National Average  Price","2007M02","Sliced/diced beef pieces per kg.","Euro","8.463"
"National Average  Price","2007M02","Lamb whole leg per kg.","Euro","10.278"
"National Average  Price","2007M02","Lamb loin chops per kg.","Euro","17.042"
"National Average  Price","2007M02","Lamb gigot chops per kg.","Euro","10.289"
"National Average  Price","2007M02","Lamb pieces incl neck per kg.","Euro","9.815"
"National Average  Price","2007M02","Lambs liver per kg.","Euro","5.404"
"National Average  Price","2007M02","Roast loin of pork per kg.","Euro","8.467"
"National Average  Price","2007M02","Pork loin chops per kg.","Euro","9.117"
"National Average  Price","2007M02","Pork steak per kg.","Euro","11.823"
"National Average  Price","2007M02","Best back rashers per kg.","Euro","11.405"
"National Average  Price","2007M02","Ham fillet per kg.","Euro","7.991"
"National Average  Price","2007M02","Collar bacon per kg.","Euro","6.16"
"National Average  Price","2007M02","Uncooked chicken medium sized 1600g","Euro","5.524"
"National Average  Price","2007M02","Cooked ham per kg.","Euro","16.557"
"National Average  Price","2007M02","Pork sausages per kg.","Euro","5.455"
"National Average  Price","2007M02","Fillet of whiting per kg.","Euro","9.477"
"National Average  Price","2007M02","Cod fillets per kg.","Euro","16.843"
"National Average  Price","2007M02","Salmon steak per kg.","Euro","15"
"National Average  Price","2007M02","Fillet of plaice per kg.","Euro","18.576"
"National Average  Price","2007M02","Smoked salmon per kg.","Euro","29.643"
"National Average  Price","2007M02","Tomatoes tinned per 400g","Euro","0.621"
"National Average  Price","2007M02","Potatoes 2.5 kg.","Euro","3.662"
"National Average  Price","2007M02","Potatoes 10 kg.","Euro","7.725"
"National Average  Price","2007M02","Tomatoes per kg.","Euro","2.726"
"National Average  Price","2007M02","Onions per kg.","Euro","1.338"
"National Average  Price","2007M02","Broccoli per kg.","Euro","3.645"
"National Average  Price","2007M02","Carrots per kg.","Euro","1.279"
"National Average  Price","2007M02","Mushrooms per kg.","Euro","4.163"
"National Average  Price","2007M02","Grapes per kg.","Euro","5.843"
"National Average  Price","2007M02","Bananas per kg.","Euro","1.437"
"National Average  Price","2007M02","1 litre full fat milk per ltr.","Euro","0.852"
"National Average  Price","2007M02","2 litre full fat milk per 2 ltr.","Euro","1.496"
"National Average  Price","2007M02","Irish cheddar per kg.","Euro","9.447"
"National Average  Price","2007M02","Butter per lb.","Euro","1.761"
"National Average  Price","2007M02","Large (size 2) eggs per half dozen","Euro","1.535"
"National Average  Price","2007M02","Medium (size 3) eggs per half dozen","Euro","1.33"
"National Average  Price","2007M02","Bread white sliced, large (800g)","Euro","1.077"
"National Average  Price","2007M02","Bread brown sliced, large (800g)","Euro","1.272"
"National Average  Price","2007M02","White, self-raising flour per 2 kgs.","Euro","1.345"
"National Average  Price","2007M02","Brown, wholemeal flour per 2 kgs.","Euro","1.48"
"National Average  Price","2007M02","White granulated sugar per kg.","Euro","1.057"
"National Average  Price","2007M02","Tea bags per 80","Euro","2.465"
"National Average  Price","2007M02","Spaghetti per 500g.","Euro","0.889"
"National Average  Price","2007M02","Jam per lb.","Euro","1.564"
"National Average  Price","2007M02","Marmalade per lb.","Euro","1.689"
"National Average  Price","2007M02","Orange juice per ltr.","Euro","1.527"
"National Average  Price","2007M02","Stout - take home (6 x 250ml)","Euro","6.683"
"National Average  Price","2007M02","Lager - take home (500ml can)","Euro","1.638"
"National Average  Price","2007M02","Lager - take home (tray 12 by 330ml)","Euro","14.37"
"National Average  Price","2007M02","Cider - take home ( 500ml can)","Euro","2.152"
"National Average  Price","2007M02","Whiskey - take home (70cl bottle)","Euro","24.481"
"National Average  Price","2007M02","Brandy - take home (70cl bottle)","Euro","29.962"
"National Average  Price","2007M02","Vodka - take home (70cl bottle)","Euro","20.804"
"National Average  Price","2007M02","Flavoured alcoholic drinks - take home 275ml bottle","Euro","2.82"
"National Average  Price","2007M02","Cream liquer - take home (70cl bottle)","Euro","17"
"National Average  Price","2007M02","Sherry - take home (75cl bottle)","Euro","11.556"
"National Average  Price","2007M02","Table wine - take home (75cl bottle)","Euro","8.923"
"National Average  Price","2007M02","Stout - draught bar (1 pint)","Euro","3.722"
"National Average  Price","2007M02","Lager - draught lounge (1/2 pint)","Euro","2.411"
"National Average  Price","2007M02","Lager - draught lounge (1 pint)","Euro","4.112"
"National Average  Price","2007M02","Lager - bottled bar (330ml bottle)","Euro","4.139"
"National Average  Price","2007M02","Cider - draught bar (1 pint)","Euro","4.289"
"National Average  Price","2007M02","Ale - draught bar (1 pint)","Euro","3.771"
"National Average  Price","2007M02","Cider - bar (330ml bottle)","Euro","4.273"
"National Average  Price","2007M02","Flavoured alcoholic drink - bar (275ml bottle)","Euro","5.092"
"National Average  Price","2007M02","Whiskey - bar (single) per 1/2 glass","Euro","3.464"
"National Average  Price","2007M02","Brandy - bar (single) per 1/2 glass","Euro","4.037"
"National Average  Price","2007M02","Vodka - bar (single) per 1/2 glass","Euro","3.524"
"National Average  Price","2007M02","Wine - bar (187 ml bottle)","Euro","4.575"
"National Average  Price","2007M02","Filtered cigarettes per 20 pk.","Euro","6.939"
"National Average  Price","2007M02","Cinema fee","Euro","8.231"
"National Average  Price","2007M02","Nightclubs fee","Euro","10"
"National Average  Price","2007M02","Gent's haircut - dry cut fee","Euro","12.385"
"National Average  Price","2007M02","Gent's haircut - wash, cut and blow dry fee","Euro","19.951"
"National Average  Price","2007M02","Ladies shampoo, cut and blow dry fee","Euro","35.729"
"National Average  Price","2007M02","Petrol - unleaded per ltr.","Euro","1.021"
"National Average  Price","2007M02","Diesel per ltr.","Euro","1.015"
"National Average  Price","2007M02","Fillet/half leg pork per kg.","Euro",""
"National Average  Price","2007M02","1 litre, low fat milk per ltr.","Euro",""
"National Average  Price","2007M02","Large (size 2) eggs per dozen","Euro",""
"National Average  Price","2007M02","Medium (size 3) eggs per dozen","Euro",""
"National Average  Price","2007M02","White, plain flour per 2 kgs.","Euro",""
"National Average  Price","2007M02","Fine quality wine - take home (75cl bottle)","Euro",""
"National Average  Price","2007M03","Round steak per kg.","Euro","9.625"
"National Average  Price","2007M03","Sirloin steak per kg.","Euro","14.552"
"National Average  Price","2007M03","Striploin steak per kg.","Euro","19.543"
"National Average  Price","2007M03","Roast beef topside/rib per kg.","Euro","9.719"
"National Average  Price","2007M03","Sliced/diced beef pieces per kg.","Euro","8.524"
"National Average  Price","2007M03","Lamb whole leg per kg.","Euro","10.131"
"National Average  Price","2007M03","Lamb loin chops per kg.","Euro","16.982"
"National Average  Price","2007M03","Lamb gigot chops per kg.","Euro","9.934"
"National Average  Price","2007M03","Lamb pieces incl neck per kg.","Euro","9.767"
"National Average  Price","2007M03","Lambs liver per kg.","Euro","5.393"
"National Average  Price","2007M03","Roast loin of pork per kg.","Euro","8.569"
"National Average  Price","2007M03","Pork loin chops per kg.","Euro","8.754"
"National Average  Price","2007M03","Pork steak per kg.","Euro","11.654"
"National Average  Price","2007M03","Best back rashers per kg.","Euro","11.314"
"National Average  Price","2007M03","Ham fillet per kg.","Euro","7.732"
"National Average  Price","2007M03","Collar bacon per kg.","Euro","6.183"
"National Average  Price","2007M03","Uncooked chicken medium sized 1600g","Euro","5.705"
"National Average  Price","2007M03","Cooked ham per kg.","Euro","16.302"
"National Average  Price","2007M03","Pork sausages per kg.","Euro","5.422"
"National Average  Price","2007M03","Fillet of whiting per kg.","Euro","9.46"
"National Average  Price","2007M03","Cod fillets per kg.","Euro","16.857"
"National Average  Price","2007M03","Salmon steak per kg.","Euro","15.455"
"National Average  Price","2007M03","Fillet of plaice per kg.","Euro","17.478"
"National Average  Price","2007M03","Smoked salmon per kg.","Euro","29.331"
"National Average  Price","2007M03","Tomatoes tinned per 400g","Euro","0.65"
"National Average  Price","2007M03","Potatoes 2.5 kg.","Euro","3.636"
"National Average  Price","2007M03","Potatoes 10 kg.","Euro","7.439"
"National Average  Price","2007M03","Tomatoes per kg.","Euro","2.752"
"National Average  Price","2007M03","Onions per kg.","Euro","1.357"
"National Average  Price","2007M03","Broccoli per kg.","Euro","3.208"
"National Average  Price","2007M03","Carrots per kg.","Euro","1.176"
"National Average  Price","2007M03","Mushrooms per kg.","Euro","4.155"
"National Average  Price","2007M03","Grapes per kg.","Euro","5.624"
"National Average  Price","2007M03","Bananas per kg.","Euro","1.444"
"National Average  Price","2007M03","1 litre full fat milk per ltr.","Euro","0.86"
"National Average  Price","2007M03","2 litre full fat milk per 2 ltr.","Euro","1.504"
"National Average  Price","2007M03","Irish cheddar per kg.","Euro","9.38"
"National Average  Price","2007M03","Butter per lb.","Euro","1.783"
"National Average  Price","2007M03","Large (size 2) eggs per half dozen","Euro","1.576"
"National Average  Price","2007M03","Medium (size 3) eggs per half dozen","Euro","1.364"
"National Average  Price","2007M03","Bread white sliced, large (800g)","Euro","1.114"
"National Average  Price","2007M03","Bread brown sliced, large (800g)","Euro","1.337"
"National Average  Price","2007M03","White, self-raising flour per 2 kgs.","Euro","1.382"
"National Average  Price","2007M03","Brown, wholemeal flour per 2 kgs.","Euro","1.563"
"National Average  Price","2007M03","White granulated sugar per kg.","Euro","1.055"
"National Average  Price","2007M03","Tea bags per 80","Euro","2.537"
"National Average  Price","2007M03","Spaghetti per 500g.","Euro","0.932"
"National Average  Price","2007M03","Jam per lb.","Euro","1.564"
"National Average  Price","2007M03","Marmalade per lb.","Euro","1.697"
"National Average  Price","2007M03","Orange juice per ltr.","Euro","1.604"
"National Average  Price","2007M03","Stout - take home (6 x 250ml)","Euro","6.638"
"National Average  Price","2007M03","Lager - take home (500ml can)","Euro","1.63"
"National Average  Price","2007M03","Lager - take home (tray 12 by 330ml)","Euro","14.524"
"National Average  Price","2007M03","Cider - take home ( 500ml can)","Euro","2.14"
"National Average  Price","2007M03","Whiskey - take home (70cl bottle)","Euro","24.583"
"National Average  Price","2007M03","Brandy - take home (70cl bottle)","Euro","29.92"
"National Average  Price","2007M03","Vodka - take home (70cl bottle)","Euro","21.001"
"National Average  Price","2007M03","Flavoured alcoholic drinks - take home 275ml bottle","Euro","2.801"
"National Average  Price","2007M03","Cream liquer - take home (70cl bottle)","Euro","17.123"
"National Average  Price","2007M03","Sherry - take home (75cl bottle)","Euro","11.547"
"National Average  Price","2007M03","Table wine - take home (75cl bottle)","Euro","8.912"
