"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average  Price","2004M06","Fillet of plaice per kg.","Euro","16.507"
"National Average  Price","2004M06","Smoked salmon per kg.","Euro","23.083"
"National Average  Price","2004M06","Tomatoes tinned per 400g","Euro",""
"National Average  Price","2004M06","Potatoes 2.5 kg.","Euro","3.405"
"National Average  Price","2004M06","Potatoes 10 kg.","Euro","6.01"
"National Average  Price","2004M06","Tomatoes per kg.","Euro","2.404"
"National Average  Price","2004M06","Onions per kg.","Euro","1.299"
"National Average  Price","2004M06","Broccoli per kg.","Euro","3.49"
"National Average  Price","2004M06","Carrots per kg.","Euro","1.192"
"National Average  Price","2004M06","Mushrooms per kg.","Euro","4.167"
"National Average  Price","2004M06","Grapes per kg.","Euro","5.471"
"National Average  Price","2004M06","Bananas per kg.","Euro","1.349"
"National Average  Price","2004M06","1 litre full fat milk per ltr.","Euro","0.85"
"National Average  Price","2004M06","2 litre full fat milk per 2 ltr.","Euro",""
"National Average  Price","2004M06","Irish cheddar per kg.","Euro","9.328"
"National Average  Price","2004M06","Butter per lb.","Euro","1.842"
"National Average  Price","2004M06","Large (size 2) eggs per half dozen","Euro",""
"National Average  Price","2004M06","Medium (size 3) eggs per half dozen","Euro",""
"National Average  Price","2004M06","Bread white sliced, large (800g)","Euro","1.104"
"National Average  Price","2004M06","Bread brown sliced, large (800g)","Euro","1.232"
"National Average  Price","2004M06","White, self-raising flour per 2 kgs.","Euro","1.39"
"National Average  Price","2004M06","Brown, wholemeal flour per 2 kgs.","Euro","1.421"
"National Average  Price","2004M06","White granulated sugar per kg.","Euro","1.097"
"National Average  Price","2004M06","Tea bags per 80","Euro","2.404"
"National Average  Price","2004M06","Spaghetti per 500g.","Euro","1.018"
"National Average  Price","2004M06","Jam per lb.","Euro","1.596"
"National Average  Price","2004M06","Marmalade per lb.","Euro","1.594"
"National Average  Price","2004M06","Orange juice per ltr.","Euro","1.529"
"National Average  Price","2004M06","Stout - take home (6 x 250ml)","Euro","6.52"
"National Average  Price","2004M06","Lager - take home (500ml can)","Euro","1.703"
"National Average  Price","2004M06","Lager - take home (tray 12 by 330ml)","Euro",""
"National Average  Price","2004M06","Cider - take home ( 500ml can)","Euro","2.093"
"National Average  Price","2004M06","Whiskey - take home (70cl bottle)","Euro","24.031"
"National Average  Price","2004M06","Brandy - take home (70cl bottle)","Euro","29.645"
"National Average  Price","2004M06","Vodka - take home (70cl bottle)","Euro","21.151"
"National Average  Price","2004M06","Flavoured alcoholic drinks - take home 275ml bottle","Euro",""
"National Average  Price","2004M06","Cream liquer - take home (70cl bottle)","Euro","17.78"
"National Average  Price","2004M06","Sherry - take home (75cl bottle)","Euro","11.618"
"National Average  Price","2004M06","Table wine - take home (75cl bottle)","Euro","9.142"
"National Average  Price","2004M06","Stout - draught bar (1 pint)","Euro","3.457"
"National Average  Price","2004M06","Lager - draught lounge (1/2 pint)","Euro","2.259"
"National Average  Price","2004M06","Lager - draught lounge (1 pint)","Euro","3.836"
"National Average  Price","2004M06","Lager - bottled bar (330ml bottle)","Euro","3.888"
"National Average  Price","2004M06","Cider - draught bar (1 pint)","Euro",""
"National Average  Price","2004M06","Ale - draught bar (1 pint)","Euro","3.514"
"National Average  Price","2004M06","Cider - bar (330ml bottle)","Euro","4.074"
"National Average  Price","2004M06","Flavoured alcoholic drink - bar (275ml bottle)","Euro",""
"National Average  Price","2004M06","Whiskey - bar (single) per 1/2 glass","Euro","3.301"
"National Average  Price","2004M06","Brandy - bar (single) per 1/2 glass","Euro","3.869"
"National Average  Price","2004M06","Vodka - bar (single) per 1/2 glass","Euro","3.346"
"National Average  Price","2004M06","Wine - bar (187 ml bottle)","Euro",""
"National Average  Price","2004M06","Filtered cigarettes per 20 pk.","Euro","6.149"
"National Average  Price","2004M06","Cinema fee","Euro","7.134"
"National Average  Price","2004M06","Nightclubs fee","Euro","10.106"
"National Average  Price","2004M06","Gent's haircut - dry cut fee","Euro","10.874"
"National Average  Price","2004M06","Gent's haircut - wash, cut and blow dry fee","Euro",""
"National Average  Price","2004M06","Ladies shampoo, cut and blow dry fee","Euro","30.206"
"National Average  Price","2004M06","Petrol - unleaded per ltr.","Euro","0.997"
"National Average  Price","2004M06","Diesel per ltr.","Euro","0.916"
"National Average  Price","2004M06","Fillet/half leg pork per kg.","Euro","7.018"
"National Average  Price","2004M06","1 litre, low fat milk per ltr.","Euro","0.845"
"National Average  Price","2004M06","Large (size 2) eggs per dozen","Euro","2.583"
"National Average  Price","2004M06","Medium (size 3) eggs per dozen","Euro","2.143"
"National Average  Price","2004M06","White, plain flour per 2 kgs.","Euro","1.359"
"National Average  Price","2004M06","Fine quality wine - take home (75cl bottle)","Euro","15.488"
"National Average  Price","2004M07","Round steak per kg.","Euro","8.733"
"National Average  Price","2004M07","Sirloin steak per kg.","Euro","13.27"
"National Average  Price","2004M07","Striploin steak per kg.","Euro","18.788"
"National Average  Price","2004M07","Roast beef topside/rib per kg.","Euro","8.801"
"National Average  Price","2004M07","Sliced/diced beef pieces per kg.","Euro","7.539"
"National Average  Price","2004M07","Lamb whole leg per kg.","Euro","11.399"
"National Average  Price","2004M07","Lamb loin chops per kg.","Euro","16.829"
"National Average  Price","2004M07","Lamb gigot chops per kg.","Euro","9.895"
"National Average  Price","2004M07","Lamb pieces incl neck per kg.","Euro","8.389"
"National Average  Price","2004M07","Lambs liver per kg.","Euro","5.494"
"National Average  Price","2004M07","Roast loin of pork per kg.","Euro","8.568"
"National Average  Price","2004M07","Pork loin chops per kg.","Euro","8.945"
"National Average  Price","2004M07","Pork steak per kg.","Euro","11.848"
"National Average  Price","2004M07","Best back rashers per kg.","Euro","11.137"
"National Average  Price","2004M07","Ham fillet per kg.","Euro","8.494"
"National Average  Price","2004M07","Collar bacon per kg.","Euro","5.998"
"National Average  Price","2004M07","Uncooked chicken medium sized 1600g","Euro",""
"National Average  Price","2004M07","Cooked ham per kg.","Euro","15.281"
"National Average  Price","2004M07","Pork sausages per kg.","Euro","4.938"
"National Average  Price","2004M07","Fillet of whiting per kg.","Euro","9.493"
"National Average  Price","2004M07","Cod fillets per kg.","Euro","15.297"
"National Average  Price","2004M07","Salmon steak per kg.","Euro","13.108"
"National Average  Price","2004M07","Fillet of plaice per kg.","Euro","16.261"
"National Average  Price","2004M07","Smoked salmon per kg.","Euro","23.53"
"National Average  Price","2004M07","Tomatoes tinned per 400g","Euro",""
"National Average  Price","2004M07","Potatoes 2.5 kg.","Euro","3.495"
"National Average  Price","2004M07","Potatoes 10 kg.","Euro","5.922"
"National Average  Price","2004M07","Tomatoes per kg.","Euro","2.117"
"National Average  Price","2004M07","Onions per kg.","Euro","1.337"
"National Average  Price","2004M07","Broccoli per kg.","Euro","3.046"
"National Average  Price","2004M07","Carrots per kg.","Euro","1.139"
"National Average  Price","2004M07","Mushrooms per kg.","Euro","4.197"
"National Average  Price","2004M07","Grapes per kg.","Euro","5.212"
"National Average  Price","2004M07","Bananas per kg.","Euro","1.35"
"National Average  Price","2004M07","1 litre full fat milk per ltr.","Euro","0.849"
"National Average  Price","2004M07","2 litre full fat milk per 2 ltr.","Euro",""
"National Average  Price","2004M07","Irish cheddar per kg.","Euro","9.343"
"National Average  Price","2004M07","Butter per lb.","Euro","1.831"
"National Average  Price","2004M07","Large (size 2) eggs per half dozen","Euro",""
"National Average  Price","2004M07","Medium (size 3) eggs per half dozen","Euro",""
"National Average  Price","2004M07","Bread white sliced, large (800g)","Euro","1.116"
"National Average  Price","2004M07","Bread brown sliced, large (800g)","Euro","1.261"
"National Average  Price","2004M07","White, self-raising flour per 2 kgs.","Euro","1.39"
"National Average  Price","2004M07","Brown, wholemeal flour per 2 kgs.","Euro","1.427"
"National Average  Price","2004M07","White granulated sugar per kg.","Euro","1.093"
"National Average  Price","2004M07","Tea bags per 80","Euro","2.44"
"National Average  Price","2004M07","Spaghetti per 500g.","Euro","1.023"
"National Average  Price","2004M07","Jam per lb.","Euro","1.628"
"National Average  Price","2004M07","Marmalade per lb.","Euro","1.632"
"National Average  Price","2004M07","Orange juice per ltr.","Euro","1.559"
"National Average  Price","2004M07","Stout - take home (6 x 250ml)","Euro","6.5"
"National Average  Price","2004M07","Lager - take home (500ml can)","Euro","1.698"
"National Average  Price","2004M07","Lager - take home (tray 12 by 330ml)","Euro",""
"National Average  Price","2004M07","Cider - take home ( 500ml can)","Euro","2.086"
"National Average  Price","2004M07","Whiskey - take home (70cl bottle)","Euro","24.01"
"National Average  Price","2004M07","Brandy - take home (70cl bottle)","Euro","29.673"
"National Average  Price","2004M07","Vodka - take home (70cl bottle)","Euro","20.673"
"National Average  Price","2004M07","Flavoured alcoholic drinks - take home 275ml bottle","Euro",""
"National Average  Price","2004M07","Cream liquer - take home (70cl bottle)","Euro","17.921"
"National Average  Price","2004M07","Sherry - take home (75cl bottle)","Euro","11.643"
"National Average  Price","2004M07","Table wine - take home (75cl bottle)","Euro","9.303"
"National Average  Price","2004M07","Stout - draught bar (1 pint)","Euro","3.538"
"National Average  Price","2004M07","Lager - draught lounge (1/2 pint)","Euro","2.296"
"National Average  Price","2004M07","Lager - draught lounge (1 pint)","Euro","3.907"
"National Average  Price","2004M07","Lager - bottled bar (330ml bottle)","Euro","3.929"
"National Average  Price","2004M07","Cider - draught bar (1 pint)","Euro",""
"National Average  Price","2004M07","Ale - draught bar (1 pint)","Euro","3.59"
"National Average  Price","2004M07","Cider - bar (330ml bottle)","Euro","4.112"
"National Average  Price","2004M07","Flavoured alcoholic drink - bar (275ml bottle)","Euro",""
"National Average  Price","2004M07","Whiskey - bar (single) per 1/2 glass","Euro","3.326"
"National Average  Price","2004M07","Brandy - bar (single) per 1/2 glass","Euro","3.896"
"National Average  Price","2004M07","Vodka - bar (single) per 1/2 glass","Euro","3.379"
"National Average  Price","2004M07","Wine - bar (187 ml bottle)","Euro",""
"National Average  Price","2004M07","Filtered cigarettes per 20 pk.","Euro","6.152"
"National Average  Price","2004M07","Cinema fee","Euro","7.14"
"National Average  Price","2004M07","Nightclubs fee","Euro","10.21"
"National Average  Price","2004M07","Gent's haircut - dry cut fee","Euro","10.811"
"National Average  Price","2004M07","Gent's haircut - wash, cut and blow dry fee","Euro",""
"National Average  Price","2004M07","Ladies shampoo, cut and blow dry fee","Euro","30.398"
"National Average  Price","2004M07","Petrol - unleaded per ltr.","Euro","0.975"
"National Average  Price","2004M07","Diesel per ltr.","Euro","0.905"
"National Average  Price","2004M07","Fillet/half leg pork per kg.","Euro","7.009"
"National Average  Price","2004M07","1 litre, low fat milk per ltr.","Euro","0.843"
"National Average  Price","2004M07","Large (size 2) eggs per dozen","Euro","2.607"
"National Average  Price","2004M07","Medium (size 3) eggs per dozen","Euro","2.153"
"National Average  Price","2004M07","White, plain flour per 2 kgs.","Euro","1.364"
"National Average  Price","2004M07","Fine quality wine - take home (75cl bottle)","Euro","15.643"
"National Average  Price","2004M08","Round steak per kg.","Euro","9.183"
"National Average  Price","2004M08","Sirloin steak per kg.","Euro","12.995"
"National Average  Price","2004M08","Striploin steak per kg.","Euro","18.732"
"National Average  Price","2004M08","Roast beef topside/rib per kg.","Euro","8.751"
"National Average  Price","2004M08","Sliced/diced beef pieces per kg.","Euro","7.578"
"National Average  Price","2004M08","Lamb whole leg per kg.","Euro","10.438"
"National Average  Price","2004M08","Lamb loin chops per kg.","Euro","14.982"
"National Average  Price","2004M08","Lamb gigot chops per kg.","Euro","10.072"
"National Average  Price","2004M08","Lamb pieces incl neck per kg.","Euro","9.021"
"National Average  Price","2004M08","Lambs liver per kg.","Euro","5.511"
"National Average  Price","2004M08","Roast loin of pork per kg.","Euro","9.212"
"National Average  Price","2004M08","Pork loin chops per kg.","Euro","9.215"
"National Average  Price","2004M08","Pork steak per kg.","Euro","11.833"
"National Average  Price","2004M08","Best back rashers per kg.","Euro","10.961"
"National Average  Price","2004M08","Ham fillet per kg.","Euro","8.271"
"National Average  Price","2004M08","Collar bacon per kg.","Euro","6.01"
"National Average  Price","2004M08","Uncooked chicken medium sized 1600g","Euro",""
"National Average  Price","2004M08","Cooked ham per kg.","Euro","15.613"
"National Average  Price","2004M08","Pork sausages per kg.","Euro","5.007"
"National Average  Price","2004M08","Fillet of whiting per kg.","Euro","9.158"
"National Average  Price","2004M08","Cod fillets per kg.","Euro","15.183"
"National Average  Price","2004M08","Salmon steak per kg.","Euro","12.88"
"National Average  Price","2004M08","Fillet of plaice per kg.","Euro","16.701"
"National Average  Price","2004M08","Smoked salmon per kg.","Euro","23.831"
"National Average  Price","2004M08","Tomatoes tinned per 400g","Euro",""
"National Average  Price","2004M08","Potatoes 2.5 kg.","Euro","3.419"
"National Average  Price","2004M08","Potatoes 10 kg.","Euro","6.246"
"National Average  Price","2004M08","Tomatoes per kg.","Euro","2.393"
"National Average  Price","2004M08","Onions per kg.","Euro","1.327"
"National Average  Price","2004M08","Broccoli per kg.","Euro","3.39"
"National Average  Price","2004M08","Carrots per kg.","Euro","1.142"
"National Average  Price","2004M08","Mushrooms per kg.","Euro","4.194"
"National Average  Price","2004M08","Grapes per kg.","Euro","4.954"
"National Average  Price","2004M08","Bananas per kg.","Euro","1.373"
"National Average  Price","2004M08","1 litre full fat milk per ltr.","Euro","0.849"
"National Average  Price","2004M08","2 litre full fat milk per 2 ltr.","Euro",""
"National Average  Price","2004M08","Irish cheddar per kg.","Euro","9.363"
"National Average  Price","2004M08","Butter per lb.","Euro","1.834"
"National Average  Price","2004M08","Large (size 2) eggs per half dozen","Euro",""
"National Average  Price","2004M08","Medium (size 3) eggs per half dozen","Euro",""
"National Average  Price","2004M08","Bread white sliced, large (800g)","Euro","1.117"
"National Average  Price","2004M08","Bread brown sliced, large (800g)","Euro","1.271"
"National Average  Price","2004M08","White, self-raising flour per 2 kgs.","Euro","1.37"
"National Average  Price","2004M08","Brown, wholemeal flour per 2 kgs.","Euro","1.427"
"National Average  Price","2004M08","White granulated sugar per kg.","Euro","1.087"
"National Average  Price","2004M08","Tea bags per 80","Euro","2.453"
"National Average  Price","2004M08","Spaghetti per 500g.","Euro","1.012"
"National Average  Price","2004M08","Jam per lb.","Euro","1.635"
"National Average  Price","2004M08","Marmalade per lb.","Euro","1.645"
"National Average  Price","2004M08","Orange juice per ltr.","Euro","1.59"
"National Average  Price","2004M08","Stout - take home (6 x 250ml)","Euro","6.53"
"National Average  Price","2004M08","Lager - take home (500ml can)","Euro","1.715"
"National Average  Price","2004M08","Lager - take home (tray 12 by 330ml)","Euro",""
"National Average  Price","2004M08","Cider - take home ( 500ml can)","Euro","2.077"
"National Average  Price","2004M08","Whiskey - take home (70cl bottle)","Euro","23.971"
"National Average  Price","2004M08","Brandy - take home (70cl bottle)","Euro","29.659"
"National Average  Price","2004M08","Vodka - take home (70cl bottle)","Euro","20.955"
"National Average  Price","2004M08","Flavoured alcoholic drinks - take home 275ml bottle","Euro",""
"National Average  Price","2004M08","Cream liquer - take home (70cl bottle)","Euro","18.037"
"National Average  Price","2004M08","Sherry - take home (75cl bottle)","Euro","11.641"
"National Average  Price","2004M08","Table wine - take home (75cl bottle)","Euro","9.337"
"National Average  Price","2004M08","Stout - draught bar (1 pint)","Euro","3.551"
"National Average  Price","2004M08","Lager - draught lounge (1/2 pint)","Euro","2.301"
"National Average  Price","2004M08","Lager - draught lounge (1 pint)","Euro","3.927"
"National Average  Price","2004M08","Lager - bottled bar (330ml bottle)","Euro","3.933"
"National Average  Price","2004M08","Cider - draught bar (1 pint)","Euro",""
"National Average  Price","2004M08","Ale - draught bar (1 pint)","Euro","3.609"
"National Average  Price","2004M08","Cider - bar (330ml bottle)","Euro","4.13"
"National Average  Price","2004M08","Flavoured alcoholic drink - bar (275ml bottle)","Euro",""
"National Average  Price","2004M08","Whiskey - bar (single) per 1/2 glass","Euro","3.339"
"National Average  Price","2004M08","Brandy - bar (single) per 1/2 glass","Euro","3.91"
"National Average  Price","2004M08","Vodka - bar (single) per 1/2 glass","Euro","3.381"
"National Average  Price","2004M08","Wine - bar (187 ml bottle)","Euro",""
"National Average  Price","2004M08","Filtered cigarettes per 20 pk.","Euro","6.151"
"National Average  Price","2004M08","Cinema fee","Euro","7.205"
"National Average  Price","2004M08","Nightclubs fee","Euro","10.324"
"National Average  Price","2004M08","Gent's haircut - dry cut fee","Euro","10.812"
"National Average  Price","2004M08","Gent's haircut - wash, cut and blow dry fee","Euro",""
"National Average  Price","2004M08","Ladies shampoo, cut and blow dry fee","Euro","30.236"
"National Average  Price","2004M08","Petrol - unleaded per ltr.","Euro","0.99"
"National Average  Price","2004M08","Diesel per ltr.","Euro","0.918"
"National Average  Price","2004M08","Fillet/half leg pork per kg.","Euro","6.976"
"National Average  Price","2004M08","1 litre, low fat milk per ltr.","Euro","0.842"
"National Average  Price","2004M08","Large (size 2) eggs per dozen","Euro","2.617"
"National Average  Price","2004M08","Medium (size 3) eggs per dozen","Euro","2.128"
"National Average  Price","2004M08","White, plain flour per 2 kgs.","Euro","1.357"
"National Average  Price","2004M08","Fine quality wine - take home (75cl bottle)","Euro","15.5"
"National Average  Price","2004M09","Round steak per kg.","Euro","9.16"
"National Average  Price","2004M09","Sirloin steak per kg.","Euro","12.642"
"National Average  Price","2004M09","Striploin steak per kg.","Euro","18.67"
"National Average  Price","2004M09","Roast beef topside/rib per kg.","Euro","8.985"
"National Average  Price","2004M09","Sliced/diced beef pieces per kg.","Euro","7.652"
"National Average  Price","2004M09","Lamb whole leg per kg.","Euro","9.92"
"National Average  Price","2004M09","Lamb loin chops per kg.","Euro","16.475"
"National Average  Price","2004M09","Lamb gigot chops per kg.","Euro","10.495"
"National Average  Price","2004M09","Lamb pieces incl neck per kg.","Euro","9.252"
"National Average  Price","2004M09","Lambs liver per kg.","Euro","5.512"
"National Average  Price","2004M09","Roast loin of pork per kg.","Euro","9.301"
"National Average  Price","2004M09","Pork loin chops per kg.","Euro","9.118"
"National Average  Price","2004M09","Pork steak per kg.","Euro","11.995"
"National Average  Price","2004M09","Best back rashers per kg.","Euro","10.72"
"National Average  Price","2004M09","Ham fillet per kg.","Euro","8.616"
"National Average  Price","2004M09","Collar bacon per kg.","Euro","5.835"
"National Average  Price","2004M09","Uncooked chicken medium sized 1600g","Euro",""
"National Average  Price","2004M09","Cooked ham per kg.","Euro","15.444"
"National Average  Price","2004M09","Pork sausages per kg.","Euro","5.077"
"National Average  Price","2004M09","Fillet of whiting per kg.","Euro","9.031"
"National Average  Price","2004M09","Cod fillets per kg.","Euro","15.394"
"National Average  Price","2004M09","Salmon steak per kg.","Euro","12.577"
"National Average  Price","2004M09","Fillet of plaice per kg.","Euro","16.415"
"National Average  Price","2004M09","Smoked salmon per kg.","Euro","23.053"
"National Average  Price","2004M09","Tomatoes tinned per 400g","Euro",""
"National Average  Price","2004M09","Potatoes 2.5 kg.","Euro","3.293"
"National Average  Price","2004M09","Potatoes 10 kg.","Euro","5.555"
"National Average  Price","2004M09","Tomatoes per kg.","Euro","2.442"
"National Average  Price","2004M09","Onions per kg.","Euro","1.245"
"National Average  Price","2004M09","Broccoli per kg.","Euro","3.401"
"National Average  Price","2004M09","Carrots per kg.","Euro","1.12"
"National Average  Price","2004M09","Mushrooms per kg.","Euro","4.196"
"National Average  Price","2004M09","Grapes per kg.","Euro","4.472"
"National Average  Price","2004M09","Bananas per kg.","Euro","1.374"
"National Average  Price","2004M09","1 litre full fat milk per ltr.","Euro","0.85"
"National Average  Price","2004M09","2 litre full fat milk per 2 ltr.","Euro",""
"National Average  Price","2004M09","Irish cheddar per kg.","Euro","9.37"
"National Average  Price","2004M09","Butter per lb.","Euro","1.845"
"National Average  Price","2004M09","Large (size 2) eggs per half dozen","Euro",""
"National Average  Price","2004M09","Medium (size 3) eggs per half dozen","Euro",""
"National Average  Price","2004M09","Bread white sliced, large (800g)","Euro","1.116"
"National Average  Price","2004M09","Bread brown sliced, large (800g)","Euro","1.257"
"National Average  Price","2004M09","White, self-raising flour per 2 kgs.","Euro","1.368"
"National Average  Price","2004M09","Brown, wholemeal flour per 2 kgs.","Euro","1.426"
"National Average  Price","2004M09","White granulated sugar per kg.","Euro","1.091"
"National Average  Price","2004M09","Tea bags per 80","Euro","2.482"
"National Average  Price","2004M09","Spaghetti per 500g.","Euro","0.996"
"National Average  Price","2004M09","Jam per lb.","Euro","1.641"
"National Average  Price","2004M09","Marmalade per lb.","Euro","1.655"
"National Average  Price","2004M09","Orange juice per ltr.","Euro","1.59"
"National Average  Price","2004M09","Stout - take home (6 x 250ml)","Euro","6.521"
"National Average  Price","2004M09","Lager - take home (500ml can)","Euro","1.733"
"National Average  Price","2004M09","Lager - take home (tray 12 by 330ml)","Euro",""
"National Average  Price","2004M09","Cider - take home ( 500ml can)","Euro","2.087"
"National Average  Price","2004M09","Whiskey - take home (70cl bottle)","Euro","23.99"
"National Average  Price","2004M09","Brandy - take home (70cl bottle)","Euro","29.759"
"National Average  Price","2004M09","Vodka - take home (70cl bottle)","Euro","21.016"
"National Average  Price","2004M09","Flavoured alcoholic drinks - take home 275ml bottle","Euro",""
"National Average  Price","2004M09","Cream liquer - take home (70cl bottle)","Euro","18.011"
"National Average  Price","2004M09","Sherry - take home (75cl bottle)","Euro","11.67"
"National Average  Price","2004M09","Table wine - take home (75cl bottle)","Euro","9.329"
"National Average  Price","2004M09","Stout - draught bar (1 pint)","Euro","3.55"
"National Average  Price","2004M09","Lager - draught lounge (1/2 pint)","Euro","2.293"
"National Average  Price","2004M09","Lager - draught lounge (1 pint)","Euro","3.91"
"National Average  Price","2004M09","Lager - bottled bar (330ml bottle)","Euro","3.935"
"National Average  Price","2004M09","Cider - draught bar (1 pint)","Euro",""
"National Average  Price","2004M09","Ale - draught bar (1 pint)","Euro","3.605"
"National Average  Price","2004M09","Cider - bar (330ml bottle)","Euro","4.136"
"National Average  Price","2004M09","Flavoured alcoholic drink - bar (275ml bottle)","Euro",""
"National Average  Price","2004M09","Whiskey - bar (single) per 1/2 glass","Euro","3.353"
"National Average  Price","2004M09","Brandy - bar (single) per 1/2 glass","Euro","3.914"
"National Average  Price","2004M09","Vodka - bar (single) per 1/2 glass","Euro","3.392"
"National Average  Price","2004M09","Wine - bar (187 ml bottle)","Euro",""
"National Average  Price","2004M09","Filtered cigarettes per 20 pk.","Euro","6.155"
"National Average  Price","2004M09","Cinema fee","Euro","7.245"
"National Average  Price","2004M09","Nightclubs fee","Euro","10.268"
"National Average  Price","2004M09","Gent's haircut - dry cut fee","Euro","11.006"
"National Average  Price","2004M09","Gent's haircut - wash, cut and blow dry fee","Euro",""
"National Average  Price","2004M09","Ladies shampoo, cut and blow dry fee","Euro","30.559"
"National Average  Price","2004M09","Petrol - unleaded per ltr.","Euro","0.985"
"National Average  Price","2004M09","Diesel per ltr.","Euro","0.935"
"National Average  Price","2004M09","Fillet/half leg pork per kg.","Euro","7.089"
"National Average  Price","2004M09","1 litre, low fat milk per ltr.","Euro","0.844"
"National Average  Price","2004M09","Large (size 2) eggs per dozen","Euro","2.624"
"National Average  Price","2004M09","Medium (size 3) eggs per dozen","Euro","2.116"
"National Average  Price","2004M09","White, plain flour per 2 kgs.","Euro","1.357"
"National Average  Price","2004M09","Fine quality wine - take home (75cl bottle)","Euro","15.161"
"National Average  Price","2004M10","Round steak per kg.","Euro","9.026"
"National Average  Price","2004M10","Sirloin steak per kg.","Euro","12.106"
"National Average  Price","2004M10","Striploin steak per kg.","Euro","18.086"
"National Average  Price","2004M10","Roast beef topside/rib per kg.","Euro","8.856"
"National Average  Price","2004M10","Sliced/diced beef pieces per kg.","Euro","7.499"
"National Average  Price","2004M10","Lamb whole leg per kg.","Euro","10.176"
"National Average  Price","2004M10","Lamb loin chops per kg.","Euro","15.661"
"National Average  Price","2004M10","Lamb gigot chops per kg.","Euro","9.582"
"National Average  Price","2004M10","Lamb pieces incl neck per kg.","Euro","8.998"
"National Average  Price","2004M10","Lambs liver per kg.","Euro","5.432"
"National Average  Price","2004M10","Roast loin of pork per kg.","Euro","9.338"
"National Average  Price","2004M10","Pork loin chops per kg.","Euro","9.433"
"National Average  Price","2004M10","Pork steak per kg.","Euro","12.166"
"National Average  Price","2004M10","Best back rashers per kg.","Euro","11"
"National Average  Price","2004M10","Ham fillet per kg.","Euro","8.44"
"National Average  Price","2004M10","Collar bacon per kg.","Euro","6.061"
"National Average  Price","2004M10","Uncooked chicken medium sized 1600g","Euro",""
"National Average  Price","2004M10","Cooked ham per kg.","Euro","16.063"
"National Average  Price","2004M10","Pork sausages per kg.","Euro","5.167"
"National Average  Price","2004M10","Fillet of whiting per kg.","Euro","9.255"
"National Average  Price","2004M10","Cod fillets per kg.","Euro","15.234"
"National Average  Price","2004M10","Salmon steak per kg.","Euro","12.391"
"National Average  Price","2004M10","Fillet of plaice per kg.","Euro","16.888"
"National Average  Price","2004M10","Smoked salmon per kg.","Euro","24.134"
"National Average  Price","2004M10","Tomatoes tinned per 400g","Euro",""
"National Average  Price","2004M10","Potatoes 2.5 kg.","Euro","3.2"
"National Average  Price","2004M10","Potatoes 10 kg.","Euro","5.53"
"National Average  Price","2004M10","Tomatoes per kg.","Euro","2.48"
"National Average  Price","2004M10","Onions per kg.","Euro","1.268"
"National Average  Price","2004M10","Broccoli per kg.","Euro","3.505"
"National Average  Price","2004M10","Carrots per kg.","Euro","1.093"
"National Average  Price","2004M10","Mushrooms per kg.","Euro","4.184"
"National Average  Price","2004M10","Grapes per kg.","Euro","4.321"
"National Average  Price","2004M10","Bananas per kg.","Euro","1.383"
"National Average  Price","2004M10","1 litre full fat milk per ltr.","Euro","0.851"
"National Average  Price","2004M10","2 litre full fat milk per 2 ltr.","Euro",""
"National Average  Price","2004M10","Irish cheddar per kg.","Euro","9.382"
"National Average  Price","2004M10","Butter per lb.","Euro","1.84"
"National Average  Price","2004M10","Large (size 2) eggs per half dozen","Euro",""
"National Average  Price","2004M10","Medium (size 3) eggs per half dozen","Euro",""
"National Average  Price","2004M10","Bread white sliced, large (800g)","Euro","1.118"
"National Average  Price","2004M10","Bread brown sliced, large (800g)","Euro","1.254"
"National Average  Price","2004M10","White, self-raising flour per 2 kgs.","Euro","1.372"
"National Average  Price","2004M10","Brown, wholemeal flour per 2 kgs.","Euro","1.423"
"National Average  Price","2004M10","White granulated sugar per kg.","Euro","1.088"
"National Average  Price","2004M10","Tea bags per 80","Euro","2.484"
"National Average  Price","2004M10","Spaghetti per 500g.","Euro","0.991"
"National Average  Price","2004M10","Jam per lb.","Euro","1.616"
"National Average  Price","2004M10","Marmalade per lb.","Euro","1.648"
"National Average  Price","2004M10","Orange juice per ltr.","Euro","1.591"
"National Average  Price","2004M10","Stout - take home (6 x 250ml)","Euro","6.549"
"National Average  Price","2004M10","Lager - take home (500ml can)","Euro","1.721"
"National Average  Price","2004M10","Lager - take home (tray 12 by 330ml)","Euro",""
"National Average  Price","2004M10","Cider - take home ( 500ml can)","Euro","2.093"
"National Average  Price","2004M10","Whiskey - take home (70cl bottle)","Euro","23.996"
"National Average  Price","2004M10","Brandy - take home (70cl bottle)","Euro","29.76"
"National Average  Price","2004M10","Vodka - take home (70cl bottle)","Euro","21.031"
"National Average  Price","2004M10","Flavoured alcoholic drinks - take home 275ml bottle","Euro",""
"National Average  Price","2004M10","Cream liquer - take home (70cl bottle)","Euro","18.075"
"National Average  Price","2004M10","Sherry - take home (75cl bottle)","Euro","11.659"
"National Average  Price","2004M10","Table wine - take home (75cl bottle)","Euro","9.339"
"National Average  Price","2004M10","Stout - draught bar (1 pint)","Euro","3.551"
"National Average  Price","2004M10","Lager - draught lounge (1/2 pint)","Euro","2.297"
"National Average  Price","2004M10","Lager - draught lounge (1 pint)","Euro","3.912"
"National Average  Price","2004M10","Lager - bottled bar (330ml bottle)","Euro","3.934"
