"Date","Price","Open","High","Low","Change %"
"Oct 15, 2000","3.3236","3.3194","3.3236","3.3194","0.73%"
"Oct 08, 2000","3.2994","3.2965","3.2994","3.2965","-0.68%"
"Oct 01, 2000","3.3220","3.3191","3.3220","3.3191","-1.55%"
"Sep 24, 2000","3.3744","3.3715","3.3744","3.3715","-0.89%"
"Sep 17, 2000","3.4046","3.4017","3.4046","3.4017","-1.23%"
"Sep 10, 2000","3.4470","3.4441","3.4470","3.4441","-0.55%"
"Sep 03, 2000","3.4662","3.4633","3.4662","3.4633","-2.63%"
"Aug 27, 2000","3.5598","3.5557","3.5598","3.5557","-1.48%"
"Aug 20, 2000","3.6134","3.6092","3.6134","3.6092","-3.12%"
"Aug 13, 2000","3.7296","3.7267","3.7296","3.7267","0.25%"
"Aug 06, 2000","3.7204","3.7175","3.7204","3.7175","-1.54%"
"Jul 30, 2000","3.7785","3.7756","3.7785","3.7756","-0.26%"
"Jul 23, 2000","3.7882","3.7853","3.7882","3.7853","-0.93%"
"Jul 16, 2000","3.8239","3.8210","3.8239","3.8210","0.24%"
"Jul 09, 2000","3.8148","3.8119","3.8148","3.8119","-0.08%"
"Jul 02, 2000","3.8180","3.8151","3.8180","3.8151","-1.59%"
"Jun 25, 2000","3.8796","3.8775","3.8796","3.8775","-0.32%"
"Jun 18, 2000","3.8922","3.8901","3.8922","3.8901","-1.47%"
"Jun 11, 2000","3.9501","3.9480","3.9501","3.9480","1.81%"
"Jun 04, 2000","3.8799","3.8770","3.8799","3.8770","0.79%"
"May 28, 2000","3.8493","3.8464","3.8493","3.8464","1.32%"
"May 21, 2000","3.7992","3.7951","3.7992","3.7951","0.54%"
"May 14, 2000","3.7788","3.7767","3.7788","3.7767","-4.78%"
"May 07, 2000","3.9684","3.9651","3.9684","3.9651","-2.62%"
"Apr 30, 2000","4.0750","4.0721","4.0750","4.0721","1.42%"
"Apr 23, 2000","4.0178","4.0149","4.0178","4.0149","-1.72%"
"Apr 16, 2000","4.0883","4.0854","4.0883","4.0854","-0.91%"
"Apr 09, 2000","4.1260","4.1231","4.1260","4.1231","-0.04%"
"Apr 02, 2000","4.1277","4.1248","4.1277","4.1248","0.43%"
"Mar 26, 2000","4.1100","4.1071","4.1100","4.1071","1.43%"
"Mar 19, 2000","4.0521","4.0492","4.0521","4.0492","0.92%"
"Mar 12, 2000","4.0151","4.0109","4.0151","4.0109","-1.87%"
"Mar 05, 2000","4.0916","4.0888","4.0916","4.0888","1.18%"
"Feb 27, 2000","4.0438","4.0409","4.0438","4.0409","0.33%"
"Feb 20, 2000","4.0304","4.0275","4.0304","4.0275","-0.93%"
"Feb 13, 2000","4.0682","4.0649","4.0682","4.0649","0.01%"
"Feb 06, 2000","4.0678","4.0649","4.0678","4.0649","-1.04%"
"Jan 30, 2000","4.1105","4.1063","4.1105","4.1063","1.02%"
"Jan 23, 2000","4.0691","4.0662","4.0691","4.0662","-3.94%"
"Jan 16, 2000","4.2358","4.2325","4.2358","4.2325","-1.85%"
"Jan 09, 2000","4.3158","4.3129","4.3158","4.3129","0.62%"
"Jan 02, 2000","4.2891","4.2862","4.2891","4.2862","-1.08%"
"Dec 26, 1999","4.3360","4.3318","4.3360","4.3318","1.65%"
"Dec 19, 1999","4.2656","4.2622","4.2656","4.2622","1.49%"
"Dec 12, 1999","4.2030","4.2001","4.2030","4.2001","2.56%"
"Dec 05, 1999","4.0979","4.0950","4.0979","4.0950","-1.82%"
"Nov 28, 1999","4.1737","4.1708","4.1737","4.1708","-1.46%"
"Nov 21, 1999","4.2357","4.2328","4.2357","4.2328","0.35%"
"Nov 14, 1999","4.2208","4.2179","4.2208","4.2179","-1.44%"
"Nov 07, 1999","4.2826","4.2797","4.2826","4.2797","0.78%"
"Oct 31, 1999","4.2495","4.2466","4.2495","4.2466","0.93%"
"Oct 24, 1999","4.2105","4.2076","4.2105","4.2076","-1.28%"
"Oct 17, 1999","4.2649","4.2620","4.2649","4.2620","0.93%"
"Oct 10, 1999","4.2256","4.2215","4.2256","4.2215","-0.60%"
"Oct 03, 1999","4.2512","4.2483","4.2512","4.2483","-0.63%"
"Sep 26, 1999","4.2780","4.2747","4.2780","4.2747","-0.04%"
"Sep 19, 1999","4.2795","4.2762","4.2795","4.2762","-1.55%"
"Sep 12, 1999","4.3468","4.3439","4.3468","4.3439","-1.39%"
"Sep 05, 1999","4.4082","4.4061","4.4082","4.4061","2.63%"
"Aug 29, 1999","4.2952","4.2919","4.2952","4.2919","1.10%"
"Aug 22, 1999","4.2483","4.2454","4.2483","4.2454","-3.51%"
"Aug 15, 1999","4.4028","4.3994","4.4028","4.3994","0.36%"
"Aug 08, 1999","4.3872","4.3843","4.3872","4.3843","0.23%"
"Aug 01, 1999","4.3770","4.3737","4.3770","4.3737","-0.28%"
"Jul 25, 1999","4.3891","4.3862","4.3891","4.3862","-0.20%"
"Jul 18, 1999","4.3981","4.3952","4.3981","4.3952","1.43%"
"Jul 11, 1999","4.3361","4.3332","4.3361","4.3332","-0.72%"
"Jul 04, 1999","4.3677","4.3648","4.3677","4.3648","-0.82%"
"Jun 27, 1999","4.4038","4.4009","4.4038","4.4009","-0.57%"
"Jun 20, 1999","4.4289","4.4268","4.4289","4.4268","0.72%"
"Jun 13, 1999","4.3973","4.3953","4.3973","4.3953","-1.65%"
"Jun 06, 1999","4.4712","4.4683","4.4712","4.4683","1.12%"
"May 30, 1999","4.4217","4.4188","4.4217","4.4188","-0.25%"
"May 23, 1999","4.4328","4.4307","4.4328","4.4307","-1.65%"
"May 16, 1999","4.5070","4.5041","4.5070","4.5041","-2.16%"
"May 09, 1999","4.6065","4.6036","4.6065","4.6036","-0.78%"
"May 02, 1999","4.6429","4.6400","4.6429","4.6400","0.35%"
"Apr 25, 1999","4.6267","4.6238","4.6267","4.6238","1.91%"
"Apr 18, 1999","4.5399","4.5366","4.5399","4.5366","0.69%"
"Apr 11, 1999","4.5090","4.5061","4.5090","4.5061","1.69%"
"Apr 04, 1999","4.4342","4.4313","4.4342","4.4313","0.32%"
"Mar 28, 1999","4.4200","4.4171","4.4200","4.4171","-0.24%"
"Mar 21, 1999","4.4306","4.4281","4.4306","4.4281","0.54%"
"Mar 14, 1999","4.4067","4.4038","4.4067","4.4038","-1.20%"
"Mar 07, 1999","4.4603","4.4242","4.4603","4.4242","1.50%"
"Feb 28, 1999","4.3946","4.3917","4.3946","4.3917","1.58%"
"Feb 21, 1999","4.3262","4.3241","4.3262","4.3241","-3.82%"
"Feb 14, 1999","4.4982","4.4953","4.4982","4.4953","-0.96%"
"Feb 07, 1999","4.5420","4.5391","4.5420","4.5391","-0.10%"
"Jan 31, 1999","4.5465","4.5444","4.5465","4.5444","1.80%"
"Jan 24, 1999","4.4663","4.4634","4.4663","4.4634","0.55%"
"Jan 17, 1999","4.4419","4.4390","4.4419","4.4390","-0.67%"
"Jan 10, 1999","4.4719","4.4690","4.4719","4.4690","-0.25%"
"Jan 03, 1999","4.4830","4.4801","4.4830","4.4801","2.91%"
"Dec 27, 1998","4.3563","4.3522","4.3563","4.3522","0.62%"
"Dec 20, 1998","4.3296","4.3255","4.3296","4.3255","0.36%"
"Dec 13, 1998","4.3139","4.3110","4.3139","4.3110","-0.41%"
"Dec 06, 1998","4.3316","4.3274","4.3316","4.3274","0.45%"
"Nov 29, 1998","4.3123","4.3094","4.3123","4.3094","-1.57%"
"Nov 22, 1998","4.3812","4.3783","4.3812","4.3783","-1.32%"
"Nov 15, 1998","4.4397","4.4368","4.4397","4.4368","-0.15%"
"Nov 08, 1998","4.4465","4.4436","4.4465","4.4436","-0.37%"
"Nov 01, 1998","4.4630","4.4601","4.4630","4.4601","1.85%"
"Oct 25, 1998","4.3819","4.3790","4.3819","4.3790","0.62%"
"Oct 18, 1998","4.3550","4.3516","4.3550","4.3516","-1.87%"
"Oct 11, 1998","4.4380","4.4351","4.4380","4.4351","2.31%"
"Oct 04, 1998","4.3376","4.3334","4.3376","4.3334","4.62%"
"Sep 27, 1998","4.1460","4.1431","4.1460","4.1431","1.52%"
"Sep 20, 1998","4.0840","4.0812","4.0840","4.0812","-2.14%"
"Sep 13, 1998","4.1735","4.1706","4.1735","4.1706","-2.90%"
"Sep 06, 1998","4.2980","4.2951","4.2980","4.2951","2.40%"
"Aug 30, 1998","4.1973","4.1944","4.1973","4.1944","2.75%"
"Aug 23, 1998","4.0849","4.0820","4.0849","4.0820","0.10%"
"Aug 16, 1998","4.0808","4.0779","4.0808","4.0779","-2.20%"
"Aug 09, 1998","4.1727","4.1698","4.1727","4.1698","-1.14%"
"Aug 02, 1998","4.2208","4.2187","4.2208","4.2187","-0.23%"
"Jul 26, 1998","4.2306","4.2277","4.2306","4.2277","-1.20%"
"Jul 19, 1998","4.2818","4.2789","4.2818","4.2789","-2.03%"
"Jul 12, 1998","4.3704","4.3675","4.3704","4.3675","2.34%"
"Jul 05, 1998","4.2703","4.2674","4.2703","4.2674","-0.50%"
"Jun 28, 1998","4.2918","4.2889","4.2918","4.2889","2.24%"
"Jun 21, 1998","4.1978","4.1937","4.1978","4.1937","-2.87%"
"Jun 14, 1998","4.3220","4.3178","4.3220","4.3178","4.24%"
"Jun 07, 1998","4.1462","4.1433","4.1462","4.1433","-2.37%"
"May 31, 1998","4.2469","4.2440","4.2469","4.2440","-3.97%"
"May 24, 1998","4.4224","4.4195","4.4224","4.4195","-0.04%"
"May 17, 1998","4.4242","4.4213","4.4242","4.4213","0.05%"
"May 10, 1998","4.4222","4.4193","4.4222","4.4193","-1.65%"
"May 03, 1998","4.4966","4.4937","4.4966","4.4937","-1.83%"
"Apr 26, 1998","4.5806","4.5777","4.5806","4.5777","-0.96%"
"Apr 19, 1998","4.6248","4.6219","4.6248","4.6219","0.28%"
"Apr 12, 1998","4.6117","4.6075","4.6117","4.6075","0.58%"
"Apr 05, 1998","4.5852","4.5810","4.5852","4.5810","0.52%"
"Mar 29, 1998","4.5617","4.5588","4.5617","4.5588","-1.50%"
"Mar 22, 1998","4.6310","4.6281","4.6310","4.6281","-0.65%"
"Mar 15, 1998","4.6615","4.6586","4.6615","4.6586","-4.11%"
"Mar 08, 1998","4.8613","4.8584","4.8613","4.8584","1.53%"
"Mar 01, 1998","4.7880","4.7851","4.7880","4.7851","-1.20%"
"Feb 22, 1998","4.8461","4.8432","4.8461","4.8432","1.61%"
"Feb 15, 1998","4.7692","4.7663","4.7692","4.7663","-1.22%"
"Feb 08, 1998","4.8283","4.8254","4.8283","4.8254","0.20%"
"Feb 01, 1998","4.8185","4.8156","4.8185","4.8156","-0.44%"
"Jan 25, 1998","4.8400","4.8371","4.8400","4.8371","0.36%"
"Jan 18, 1998","4.8224","4.8204","4.8224","4.8204","-0.88%"
"Jan 11, 1998","4.8651","4.8622","4.8651","4.8622","2.95%"
"Jan 04, 1998","4.7256","4.7227","4.7256","4.7227","-1.25%"
"Dec 28, 1997","4.7856","4.7856","4.7856","4.7856","-0.94%"
"Dec 21, 1997","4.8310","4.8310","4.8310","4.8310","0.39%"
"Dec 14, 1997","4.8122","4.8122","4.8122","4.8122","-2.40%"
"Dec 07, 1997","4.9303","4.9303","4.9303","4.9303","-0.92%"
"Nov 30, 1997","4.9763","4.9763","4.9763","4.9763","-2.37%"
"Nov 23, 1997","5.0969","5.0969","5.0969","5.0969","-1.26%"
"Nov 16, 1997","5.1619","5.1619","5.1619","5.1619","-0.47%"
"Nov 09, 1997","5.1861","5.1861","5.1861","5.1861","0.56%"
"Nov 02, 1997","5.1570","5.1570","5.1570","5.1570","0.12%"
"Oct 26, 1997","5.1506","5.1506","5.1506","5.1506","0.73%"
"Oct 19, 1997","5.1133","5.1133","5.1133","5.1133","-3.79%"
"Oct 12, 1997","5.3150","5.3150","5.3150","5.3150","-0.64%"
"Oct 05, 1997","5.3495","5.3495","5.3495","5.3495","0.65%"
"Sep 28, 1997","5.3148","5.3148","5.3148","5.3148","0.30%"
"Sep 21, 1997","5.2991","5.2991","5.2991","5.2991","1.03%"
"Sep 14, 1997","5.2453","5.2453","5.2453","5.2453","-0.29%"
"Sep 07, 1997","5.2605","5.2605","5.2605","5.2605","-0.29%"
"Aug 31, 1997","5.2756","5.2756","5.2756","5.2756","-0.34%"
"Aug 24, 1997","5.2938","5.2938","5.2938","5.2938","-1.21%"
"Aug 17, 1997","5.3588","5.3588","5.3588","5.3588","0.80%"
"Aug 10, 1997","5.3165","5.3165","5.3165","5.3165","0.32%"
"Aug 03, 1997","5.2996","5.2996","5.2996","5.2996","-0.63%"
"Jul 27, 1997","5.3331","5.3331","5.3331","5.3331","-1.29%"
"Jul 20, 1997","5.4029","5.4029","5.4029","5.4029","-0.21%"
"Jul 13, 1997","5.4143","5.4143","5.4143","5.4143","-2.24%"
"Jul 06, 1997","5.5381","5.5381","5.5381","5.5381","-1.27%"
"Jun 29, 1997","5.6093","5.6093","5.6093","5.6093","-0.33%"
"Jun 22, 1997","5.6278","5.6278","5.6278","5.6278","-0.80%"
"Jun 15, 1997","5.6730","5.6730","5.6730","5.6730","-0.79%"
"Jun 08, 1997","5.7180","5.7180","5.7180","5.7180","0.10%"
"Jun 01, 1997","5.7124","5.7124","5.7124","5.7124","0.01%"
"May 25, 1997","5.7116","5.7116","5.7116","5.7116","-0.47%"
"May 18, 1997","5.7383","5.7383","5.7383","5.7383","-0.24%"
"May 11, 1997","5.7520","5.7520","5.7520","5.7520","0.81%"
"May 04, 1997","5.7057","5.7057","5.7057","5.7057","-0.32%"
"Apr 27, 1997","5.7240","5.7240","5.7240","5.7240","-0.29%"
"Apr 20, 1997","5.7405","5.7405","5.7405","5.7405","0.12%"
"Apr 13, 1997","5.7336","5.7336","5.7336","5.7336","-0.30%"
"Apr 06, 1997","5.7506","5.7506","5.7506","5.7506","0.35%"
"Mar 30, 1997","5.7306","5.7306","5.7306","5.7306","-0.54%"
"Mar 23, 1997","5.7618","5.7618","5.7618","5.7618","0.20%"
"Mar 16, 1997","5.7505","5.7505","5.7505","5.7505","-0.66%"
"Mar 09, 1997","5.7886","5.7886","5.7886","5.7886","-0.76%"
"Mar 02, 1997","5.8327","5.8327","5.8327","5.8327","1.29%"
"Feb 23, 1997","5.7587","5.7587","5.7587","5.7587","0.00%"
"Feb 16, 1997","5.7586","5.7586","5.7586","5.7586","0.19%"
"Feb 09, 1997","5.7475","5.7475","5.7475","5.7475","1.24%"
"Feb 02, 1997","5.6773","5.6773","5.6773","5.6773","-0.56%"
"Jan 26, 1997","5.7092","5.7092","5.7092","5.7092","-0.68%"
"Jan 19, 1997","5.7485","5.7485","5.7485","5.7485","-2.30%"
"Jan 12, 1997","5.8841","5.8841","5.8841","5.8841","0.48%"
"Jan 05, 1997","5.8558","5.8558","5.8558","5.8558","-0.12%"
"Dec 29, 1996","5.8627","5.8627","5.8627","5.8627","0.11%"
"Dec 22, 1996","5.8560","5.8560","5.8560","5.8560","-0.35%"
"Dec 15, 1996","5.8768","5.8768","5.8768","5.8768","1.06%"
"Dec 08, 1996","5.8151","5.8151","5.8151","5.8151","-0.37%"
"Dec 01, 1996","5.8367","5.8367","5.8367","5.8367","-1.29%"
"Nov 24, 1996","5.9129","5.9129","5.9129","5.9129","-0.33%"
"Nov 17, 1996","5.9324","5.9324","5.9324","5.9324","1.25%"
"Nov 10, 1996","5.8590","5.8590","5.8590","5.8590","-0.43%"
"Nov 03, 1996","5.8842","5.8842","5.8842","5.8842","0.12%"
"Oct 27, 1996","5.8770","5.8770","5.8770","5.8770","0.76%"
"Oct 20, 1996","5.8324","5.8324","5.8324","5.8324","-0.33%"
"Oct 13, 1996","5.8516","5.8516","5.8516","5.8516","1.77%"
"Oct 06, 1996","5.7498","5.7498","5.7498","5.7498","-0.58%"
"Sep 29, 1996","5.7831","5.7831","5.7831","5.7831","-0.31%"
"Sep 22, 1996","5.8012","5.8012","5.8012","5.8012","-0.10%"
"Sep 15, 1996","5.8071","5.8071","5.8071","5.8071","0.75%"
"Sep 08, 1996","5.7637","5.7637","5.7637","5.7637","0.01%"
"Sep 01, 1996","5.7633","5.7633","5.7633","5.7633","0.67%"
"Aug 25, 1996","5.7247","5.7247","5.7247","5.7247","-0.73%"
"Aug 18, 1996","5.7668","5.7668","5.7668","5.7668","0.92%"
"Aug 11, 1996","5.7143","5.7143","5.7143","5.7143","-0.04%"
"Aug 04, 1996","5.7166","5.7166","5.7166","5.7166","0.51%"
"Jul 28, 1996","5.6876","5.6876","5.6876","5.6876","-1.69%"
"Jul 21, 1996","5.7856","5.7856","5.7856","5.7856","0.52%"
"Jul 14, 1996","5.7558","5.7558","5.7558","5.7558","0.82%"
"Jul 07, 1996","5.7089","5.7089","5.7089","5.7089","-0.27%"
"Jun 30, 1996","5.7242","5.7242","5.7242","5.7242","0.53%"
"Jun 23, 1996","5.6940","5.6940","5.6940","5.6940","1.01%"
"Jun 16, 1996","5.6370","5.6370","5.6370","5.6370","0.49%"
"Jun 09, 1996","5.6097","5.6097","5.6097","5.6097","0.59%"
"Jun 02, 1996","5.5769","5.5769","5.5769","5.5769","-1.27%"
"May 26, 1996","5.6489","5.6489","5.6489","5.6489","-0.77%"
"May 19, 1996","5.6930","5.6930","5.6930","5.6930","-0.37%"
"May 12, 1996","5.7139","5.7139","5.7139","5.7139","-0.46%"
"May 05, 1996","5.7403","5.7403","5.7403","5.7403","0.28%"
"Apr 28, 1996","5.7244","5.7244","5.7244","5.7244","0.15%"
"Apr 21, 1996","5.7160","5.7160","5.7160","5.7160","-0.04%"
"Apr 14, 1996","5.7181","5.7181","5.7181","5.7181","1.14%"
"Apr 07, 1996","5.6534","5.6534","5.6534","5.6534","-0.57%"
"Mar 31, 1996","5.6860","5.6860","5.6860","5.6860","0.26%"
"Mar 24, 1996","5.6712","5.6712","5.6712","5.6712","-0.91%"
"Mar 17, 1996","5.7233","5.7233","5.7233","5.7233","0.80%"
"Mar 10, 1996","5.6781","5.6781","5.6781","5.6781","0.97%"
"Mar 03, 1996","5.6236","5.6236","5.6236","5.6236","0.43%"
"Feb 25, 1996","5.5993","5.5993","5.5993","5.5993","-0.48%"
"Feb 18, 1996","5.6261","5.6261","5.6261","5.6261","-0.20%"
"Feb 11, 1996","5.6375","5.6375","5.6375","5.6375","0.64%"
"Feb 04, 1996","5.6014","5.6014","5.6014","5.6014","-0.39%"
"Jan 28, 1996","5.6235","5.6235","5.6235","5.6235","1.46%"
"Jan 21, 1996","5.5424","5.5424","5.5424","5.5424","0.37%"
"Jan 14, 1996","5.5222","5.5222","5.5222","5.5222","0.17%"
"Jan 07, 1996","5.5131","5.5131","5.5131","5.5131","0.82%"
"Dec 31, 1995","5.4682","5.4682","5.4682","5.4682","0.68%"
"Dec 24, 1995","5.4313","5.4313","5.4313","5.4313","0.31%"
"Dec 17, 1995","5.4146","5.4146","5.4146","5.4146","-0.15%"
"Dec 10, 1995","5.4227","5.4227","5.4227","5.4227","1.05%"
"Dec 03, 1995","5.3666","5.3666","5.3666","5.3666","-0.54%"
"Nov 26, 1995","5.3958","5.3958","5.3958","5.3958","-0.32%"
"Nov 19, 1995","5.4129","5.4129","5.4129","5.4129","0.53%"
"Nov 12, 1995","5.3845","5.3845","5.3845","5.3845","-0.68%"
"Nov 05, 1995","5.4216","5.4216","5.4216","5.4216","-0.16%"
"Oct 29, 1995","5.4303","5.4303","5.4303","5.4303","-0.55%"
"Oct 22, 1995","5.4601","5.4601","5.4601","5.4601","-0.58%"
"Oct 15, 1995","5.4917","5.4917","5.4917","5.4917","0.12%"
"Oct 08, 1995","5.4849","5.4849","5.4849","5.4849","-0.53%"
"Oct 01, 1995","5.5144","5.5144","5.5144","5.5144","0.94%"
"Sep 24, 1995","5.4628","5.4628","5.4628","5.4628","-0.66%"
"Sep 17, 1995","5.4991","5.4991","5.4991","5.4991","0.49%"
"Sep 10, 1995","5.4725","5.4725","5.4725","5.4725","0.98%"
"Sep 03, 1995","5.4194","5.4194","5.4194","5.4194","-0.39%"
"Aug 27, 1995","5.4408","5.4408","5.4408","5.4408","0.62%"
"Aug 20, 1995","5.4074","5.4074","5.4074","5.4074","0.48%"
"Aug 13, 1995","5.3818","5.3818","5.3818","5.3818","-1.98%"
"Aug 06, 1995","5.4904","5.4904","5.4904","5.4904","-1.15%"
"Jul 30, 1995","5.5545","5.5545","5.5545","5.5545","-0.43%"
"Jul 23, 1995","5.5786","5.5786","5.5786","5.5786","-0.37%"
"Jul 16, 1995","5.5993","5.5993","5.5993","5.5993","-0.31%"
"Jul 09, 1995","5.6165","5.6165","5.6165","5.6165","-0.09%"
"Jul 02, 1995","5.6216","5.6216","5.6216","5.6216","1.27%"
"Jun 25, 1995","5.5509","5.5509","5.5509","5.5509","-0.26%"
"Jun 18, 1995","5.5653","5.5653","5.5653","5.5653","0.09%"
"Jun 11, 1995","5.5604","5.5604","5.5604","5.5604","0.33%"
"Jun 04, 1995","5.5419","5.5419","5.5419","5.5419","-0.07%"
"May 28, 1995","5.5456","5.5456","5.5456","5.5456","-0.05%"
"May 21, 1995","5.5486","5.5486","5.5486","5.5486","1.84%"
"May 14, 1995","5.4486","5.4486","5.4486","5.4486","-0.75%"
"May 07, 1995","5.4898","5.4898","5.4898","5.4898","-2.66%"
"Apr 30, 1995","5.6398","5.6398","5.6398","5.6398","-0.19%"
"Apr 23, 1995","5.6506","5.6506","5.6506","5.6506","-0.17%"
"Apr 16, 1995","5.6603","5.6603","5.6603","5.6603","0.03%"
"Apr 09, 1995","5.6585","5.6585","5.6585","5.6585","1.25%"
"Apr 02, 1995","5.5884","5.5884","5.5884","5.5884","1.38%"
"Mar 26, 1995","5.5126","5.5126","5.5126","5.5126","0.51%"
"Mar 19, 1995","5.4847","5.4847","5.4847","5.4847","0.59%"
"Mar 12, 1995","5.4525","5.4525","5.4525","5.4525","0.09%"
"Mar 05, 1995","5.4475","5.4475","5.4475","5.4475","1.06%"
"Feb 26, 1995","5.3906","5.3906","5.3906","5.3906","1.06%"
"Feb 19, 1995","5.3341","5.3341","5.3341","5.3341","0.44%"
"Feb 12, 1995","5.3108","5.3108","5.3108","5.3108","-0.69%"
"Feb 05, 1995","5.3476","5.3476","5.3476","5.3476","-0.25%"
"Jan 29, 1995","5.3609","5.3609","5.3609","5.3609","-0.74%"
"Jan 22, 1995","5.4006","5.4006","5.4006","5.4006","-0.43%"
"Jan 15, 1995","5.4237","5.4237","5.4237","5.4237","0.71%"
"Jan 08, 1995","5.3854","5.3854","5.3854","5.3854","0.37%"
"Jan 01, 1995","5.3653","5.3653","5.3653","5.3653","-0.71%"
"Dec 25, 1994","5.4039","5.4039","5.4039","5.4039","-0.66%"
"Dec 18, 1994","5.4398","5.4398","5.4398","5.4398","0.35%"
"Dec 11, 1994","5.4210","5.4210","5.4210","5.4210","0.44%"
"Dec 04, 1994","5.3970","5.3970","5.3970","5.3970","0.68%"
"Nov 27, 1994","5.3608","5.3608","5.3608","5.3608","1.51%"
"Nov 20, 1994","5.2808","5.2808","5.2808","5.2808","-0.53%"
"Nov 13, 1994","5.3091","5.3091","5.3091","5.3091","0.53%"
"Nov 06, 1994","5.2812","5.2812","5.2812","5.2812","0.13%"
"Oct 30, 1994","5.2745","5.2745","5.2745","5.2745","0.65%"
"Oct 23, 1994","5.2404","5.2404","5.2404","5.2404","0.34%"
"Oct 16, 1994","5.2226","5.2226","5.2226","5.2226","0.85%"
"Oct 09, 1994","5.1784","5.1784","5.1784","5.1784","0.49%"
"Oct 02, 1994","5.1530","5.1530","5.1530","5.1530","0.35%"
"Sep 25, 1994","5.1351","5.1351","5.1351","5.1351","-0.07%"
"Sep 18, 1994","5.1388","5.1388","5.1388","5.1388","-0.34%"
"Sep 11, 1994","5.1561","5.1561","5.1561","5.1561","0.02%"
"Sep 04, 1994","5.1552","5.1552","5.1552","5.1552","-0.45%"
"Aug 28, 1994","5.1786","5.1786","5.1786","5.1786","0.34%"
"Aug 21, 1994","5.1611","5.1611","5.1611","5.1611","0.34%"
"Aug 14, 1994","5.1438","5.1438","5.1438","5.1438","-0.08%"
"Aug 07, 1994","5.1477","5.1477","5.1477","5.1477","-0.95%"
"Jul 31, 1994","5.1969","5.1969","5.1969","5.1969","0.20%"
"Jul 24, 1994","5.1865","5.1865","5.1865","5.1865","-0.75%"
"Jul 17, 1994","5.2259","5.2259","5.2259","5.2259","1.03%"
"Jul 10, 1994","5.1728","5.1728","5.1728","5.1728","-0.80%"
"Jul 03, 1994","5.2144","5.2144","5.2144","5.2144","0.91%"
"Jun 26, 1994","5.1676","5.1676","5.1676","5.1676","1.48%"
"Jun 19, 1994","5.0922","5.0922","5.0922","5.0922","-0.61%"
"Jun 12, 1994","5.1233","5.1233","5.1233","5.1233","0.46%"
"Jun 05, 1994","5.0997","5.0997","5.0997","5.0997","-0.78%"
"May 29, 1994","5.1400","5.1400","5.1400","5.1400","0.99%"
"May 22, 1994","5.0894","5.0894","5.0894","5.0894","0.10%"
"May 15, 1994","5.0844","5.0844","5.0844","5.0844","0.59%"
"May 08, 1994","5.0546","5.0546","5.0546","5.0546","1.06%"
"May 01, 1994","5.0014","5.0014","5.0014","5.0014","-0.16%"
"Apr 24, 1994","5.0093","5.0093","5.0093","5.0093","0.57%"
"Apr 17, 1994","4.9808","4.9808","4.9808","4.9808","0.58%"
"Apr 10, 1994","4.9520","4.9394","4.9520","4.9394","-0.36%"
"Apr 03, 1994","4.9701","4.9555","4.9701","4.9555","1.02%"
"Mar 27, 1994","4.9201","4.9034","4.9201","4.9034","-0.28%"
"Mar 20, 1994","4.9340","4.9371","4.9340","4.9371","-1.31%"
"Mar 13, 1994","4.9997","4.9895","4.9997","4.9895","0.21%"
"Mar 06, 1994","4.9890","4.9916","4.9890","4.9916","-0.06%"
"Feb 27, 1994","4.9920","4.9961","4.9920","4.9961","-0.50%"
"Feb 20, 1994","5.0173","5.0017","5.0173","5.0017","0.08%"
"Feb 13, 1994","5.0134","4.9906","5.0134","4.9906","0.21%"
"Feb 06, 1994","5.0030","4.9893","5.0030","4.9893","0.68%"
"Jan 30, 1994","4.9691","4.9517","4.9691","4.9517","0.58%"
"Jan 23, 1994","4.9403","4.9249","4.9403","4.9249","0.26%"
"Jan 16, 1994","4.9277","4.9277","4.9277","4.9277","1.50%"
"Jan 09, 1994","4.8550","4.8503","4.8550","4.8503","0.10%"
"Jan 02, 1994","4.8500","4.8447","4.8500","4.8447","49.65%"
"Dec 26, 1993","3.2408","3.2312","3.2408","3.2312","-0.26%"
"Dec 19, 1993","3.2492","3.2391","3.2492","3.2391","-0.52%"
"Dec 12, 1993","3.2661","3.2559","3.2661","3.2559","1.29%"
"Dec 05, 1993","3.2246","3.2246","3.2246","3.2246","1.11%"
"Nov 28, 1993","3.1893","3.1893","3.1893","3.1893","0.55%"
"Nov 21, 1993","3.1719","3.1719","3.1719","3.1719","-0.56%"
"Nov 14, 1993","3.1898","3.1858","3.1898","3.1858","2.36%"
"Nov 07, 1993","3.1162","3.1162","3.1162","3.1162","-3.29%"
"Oct 31, 1993","3.2221","3.2221","3.2221","3.2221","0.52%"
"Oct 24, 1993","3.2053","3.2053","3.2053","3.2053","-0.39%"
"Oct 17, 1993","3.2177","3.2092","3.2177","3.2092","1.00%"
"Oct 10, 1993","3.1857","3.1748","3.1857","3.1748","-0.30%"
"Oct 03, 1993","3.1952","3.1852","3.1952","3.1852","0.27%"
"Sep 26, 1993","3.1865","3.1765","3.1865","3.1765","-0.83%"
"Sep 19, 1993","3.2131","3.2030","3.2131","3.2030","0.65%"
"Sep 12, 1993","3.1923","3.1823","3.1923","3.1823","-0.13%"
"Sep 05, 1993","3.1963","3.1863","3.1963","3.1863","1.53%"
"Aug 29, 1993","3.1480","3.1372","3.1480","3.1372","-1.50%"
"Aug 22, 1993","3.1959","3.1864","3.1959","3.1864","-0.18%"
