"Date","Price","Open","High","Low","Change %"
"Feb 02, 2020","4.4824","4.4866","4.5514","4.4783","-0.02%"
"Jan 26, 2020","4.4835","4.5869","4.5910","4.4766","-2.17%"
"Jan 19, 2020","4.5831","4.5352","4.5996","4.5266","1.00%"
"Jan 12, 2020","4.5377","4.5836","4.5968","4.5323","-1.10%"
"Jan 05, 2020","4.5881","4.6437","4.6594","4.5751","-1.17%"
"Dec 29, 2019","4.6425","4.6866","4.7092","4.6304","-0.95%"
"Dec 22, 2019","4.6871","4.6251","4.6955","4.6159","1.31%"
"Dec 15, 2019","4.6266","4.6131","4.6372","4.5871","0.31%"
"Dec 08, 2019","4.6124","4.6200","4.6513","4.5921","-0.11%"
"Dec 01, 2019","4.6174","4.5142","4.6280","4.5136","2.24%"
"Nov 24, 2019","4.5163","4.5179","4.5259","4.5001","0.09%"
"Nov 17, 2019","4.5123","4.4866","4.5282","4.4838","0.59%"
"Nov 10, 2019","4.4860","4.4307","4.5088","4.4188","1.31%"
"Nov 03, 2019","4.4278","4.5328","4.5442","4.4199","-2.12%"
"Oct 27, 2019","4.5237","4.4880","4.5455","4.4679","0.84%"
"Oct 20, 2019","4.4858","4.5142","4.5553","4.4851","-0.79%"
"Oct 13, 2019","4.5217","4.4889","4.5266","4.4294","0.64%"
"Oct 06, 2019","4.4928","4.5171","4.5206","4.4776","-0.52%"
"Sep 29, 2019","4.5164","4.4851","4.5306","4.4341","0.70%"
"Sep 22, 2019","4.4852","4.4374","4.5170","4.4338","1.06%"
"Sep 15, 2019","4.4383","4.5135","4.5227","4.4361","-1.69%"
"Sep 08, 2019","4.5145","4.5748","4.5953","4.5110","-1.29%"
"Sep 01, 2019","4.5733","4.5053","4.5881","4.5017","1.30%"
"Aug 25, 2019","4.5145","4.5282","4.5809","4.4963","-0.66%"
"Aug 18, 2019","4.5443","4.5311","4.5529","4.5066","0.36%"
"Aug 11, 2019","4.5278","4.5647","4.5749","4.5071","-0.86%"
"Aug 04, 2019","4.5672","4.5380","4.6418","4.4938","0.59%"
"Jul 28, 2019","4.5404","4.5602","4.5751","4.4988","-0.53%"
"Jul 21, 2019","4.5647","4.6566","4.6711","4.5584","-1.93%"
"Jul 14, 2019","4.6547","4.5918","4.6730","4.5903","1.09%"
"Jul 07, 2019","4.6047","4.5767","4.6101","4.5232","0.79%"
"Jun 30, 2019","4.5684","4.6188","4.6256","4.5488","-0.98%"
"Jun 23, 2019","4.6138","4.5208","4.6170","4.5146","1.93%"
"Jun 16, 2019","4.5266","4.4964","4.5429","4.4936","0.68%"
"Jun 09, 2019","4.4960","4.5970","4.6135","4.4933","-2.39%"
"Jun 02, 2019","4.6060","4.5095","4.6178","4.5066","2.06%"
"May 26, 2019","4.5131","4.5091","4.5343","4.4841","-0.19%"
"May 19, 2019","4.5217","4.5221","4.5332","4.4780","0.23%"
"May 12, 2019","4.5113","4.4934","4.5334","4.4873","0.18%"
"May 05, 2019","4.5032","4.4572","4.5144","4.4193","0.61%"
"Apr 28, 2019","4.4761","4.4818","4.5038","4.4492","-0.15%"
"Apr 21, 2019","4.4830","4.4778","4.4997","4.4249","-0.02%"
"Apr 14, 2019","4.4837","4.5344","4.5503","4.4764","-1.10%"
"Apr 07, 2019","4.5335","4.5157","4.5500","4.5107","0.21%"
"Mar 31, 2019","4.5239","4.5628","4.5880","4.5138","-0.94%"
"Mar 24, 2019","4.5669","4.6079","4.6477","4.5534","-1.15%"
"Mar 17, 2019","4.6201","4.5896","4.6420","4.5791","0.53%"
"Mar 10, 2019","4.5956","4.5690","4.6117","4.5602","0.49%"
"Mar 03, 2019","4.5733","4.5610","4.5831","4.5290","0.27%"
"Feb 24, 2019","4.5610","4.5930","4.6247","4.5484","-0.76%"
"Feb 17, 2019","4.5959","4.6564","4.6634","4.5471","-1.16%"
"Feb 10, 2019","4.6497","4.5547","4.6564","4.5419","2.19%"
"Feb 03, 2019","4.5500","4.6600","4.6607","4.5385","-2.20%"
"Jan 27, 2019","4.6525","4.6056","4.6762","4.5811","0.83%"
"Jan 20, 2019","4.6144","4.5710","4.6235","4.5556","0.95%"
"Jan 13, 2019","4.5710","4.6131","4.6288","4.5571","-1.09%"
"Jan 06, 2019","4.6212","4.6232","4.6410","4.5945","-0.05%"
"Dec 30, 2018","4.6236","4.6189","4.6387","4.5225","0.11%"
"Dec 23, 2018","4.6185","4.6368","4.6630","4.5940","-0.47%"
"Dec 16, 2018","4.6405","4.6820","4.7455","4.6315","-1.16%"
"Dec 09, 2018","4.6951","4.7245","4.7719","4.6796","-0.57%"
"Dec 02, 2018","4.7222","4.8053","4.8296","4.7072","-1.42%"
"Nov 25, 2018","4.7902","4.7096","4.7951","4.6924","1.66%"
"Nov 18, 2018","4.7118","4.7682","4.7724","4.7008","-1.26%"
"Nov 11, 2018","4.7720","4.6929","4.7767","4.6701","1.79%"
"Nov 04, 2018","4.6882","4.5755","4.7138","4.5694","2.14%"
"Oct 28, 2018","4.5899","4.5176","4.6281","4.5155","1.52%"
"Oct 21, 2018","4.5213","4.5617","4.5915","4.4901","-1.05%"
"Oct 14, 2018","4.5694","4.5020","4.5799","4.4924","1.43%"
"Oct 07, 2018","4.5052","4.4223","4.5205","4.4147","1.79%"
"Sep 30, 2018","4.4260","4.5461","4.5572","4.4184","-2.64%"
"Sep 23, 2018","4.5461","4.5785","4.6052","4.5428","-0.84%"
"Sep 16, 2018","4.5846","4.5003","4.5866","4.4906","1.92%"
"Sep 09, 2018","4.4981","4.4672","4.5205","4.4658","0.57%"
"Sep 02, 2018","4.4727","4.5244","4.5312","4.4680","-1.16%"
"Aug 26, 2018","4.5252","4.5536","4.5824","4.5136","-0.66%"
"Aug 19, 2018","4.5553","4.5595","4.6021","4.5334","-0.22%"
"Aug 12, 2018","4.5653","4.5083","4.5660","4.4877","1.31%"
"Aug 05, 2018","4.5061","4.6070","4.6226","4.4980","-2.20%"
"Jul 29, 2018","4.6076","4.6280","4.6642","4.6008","-0.39%"
"Jul 22, 2018","4.6258","4.6063","4.6408","4.5894","0.34%"
"Jul 15, 2018","4.6102","4.5171","4.6170","4.5171","1.84%"
"Jul 08, 2018","4.5269","4.5420","4.5511","4.5006","-0.40%"
"Jul 01, 2018","4.5449","4.4806","4.5493","4.4597","1.45%"
"Jun 24, 2018","4.4798","4.4928","4.5245","4.4662","-0.32%"
"Jun 17, 2018","4.4943","4.4752","4.5034","4.4239","0.42%"
"Jun 10, 2018","4.4753","4.4909","4.5172","4.4456","-0.68%"
"Jun 03, 2018","4.5061","4.4832","4.5164","4.4762","0.51%"
"May 27, 2018","4.4833","4.4149","4.5034","4.4116","1.39%"
"May 20, 2018","4.4218","4.4048","4.4473","4.3936","0.27%"
"May 13, 2018","4.4098","4.4108","4.4210","4.3707","-0.09%"
"May 06, 2018","4.4136","4.4626","4.4751","4.3954","-1.19%"
"Apr 29, 2018","4.4666","4.4822","4.4924","4.4291","-0.46%"
"Apr 22, 2018","4.4871","4.5345","4.5471","4.4607","-1.12%"
"Apr 15, 2018","4.5378","4.6180","4.6288","4.5324","-1.73%"
"Apr 08, 2018","4.6178","4.5852","4.6513","4.5783","0.82%"
"Apr 01, 2018","4.5804","4.5397","4.6183","4.5217","0.87%"
"Mar 25, 2018","4.5408","4.5648","4.6022","4.5207","-0.63%"
"Mar 18, 2018","4.5696","4.5758","4.5998","4.5297","-0.04%"
"Mar 11, 2018","4.5713","4.6265","4.6517","4.5652","-0.88%"
"Mar 04, 2018","4.6117","4.5898","4.6289","4.5639","0.44%"
"Feb 25, 2018","4.5915","4.6204","4.6395","4.5504","-0.62%"
"Feb 18, 2018","4.6201","4.6826","4.7049","4.6090","-1.50%"
"Feb 11, 2018","4.6906","4.5639","4.7210","4.5569","2.80%"
"Feb 04, 2018","4.5627","4.6043","4.6200","4.5102","-0.85%"
"Jan 28, 2018","4.6017","4.6433","4.6757","4.5953","-1.01%"
"Jan 21, 2018","4.6488","4.6584","4.7342","4.6076","-0.24%"
"Jan 14, 2018","4.6602","4.6844","4.7209","4.6576","-0.59%"
"Jan 07, 2018","4.6880","4.6478","4.7270","4.6375","0.78%"
"Dec 31, 2017","4.6518","4.6126","4.6612","4.5991","0.88%"
"Dec 24, 2017","4.6113","4.6172","4.6432","4.5791","-0.17%"
"Dec 17, 2017","4.6193","4.6212","4.6518","4.5812","-0.02%"
"Dec 10, 2017","4.6200","4.5357","4.6502","4.5237","2.00%"
"Dec 03, 2017","4.5293","4.5548","4.5766","4.5156","-0.60%"
"Nov 26, 2017","4.5567","4.5432","4.5885","4.5072","0.30%"
"Nov 19, 2017","4.5430","4.5069","4.5583","4.5009","0.56%"
"Nov 12, 2017","4.5175","4.6090","4.6102","4.4970","-1.84%"
"Nov 05, 2017","4.6022","4.5823","4.6334","4.5640","0.36%"
"Oct 29, 2017","4.5856","4.5658","4.6039","4.5321","0.19%"
"Oct 22, 2017","4.5769","4.6128","4.6486","4.5290","-0.75%"
"Oct 15, 2017","4.6116","4.7165","4.7580","4.6043","-2.21%"
"Oct 08, 2017","4.7160","4.7016","4.7363","4.6399","-0.08%"
"Oct 01, 2017","4.7199","4.7978","4.8084","4.6966","-1.57%"
"Sep 24, 2017","4.7951","4.8516","4.8608","4.7575","-0.90%"
"Sep 17, 2017","4.8385","4.7778","4.8732","4.7621","1.29%"
"Sep 10, 2017","4.7771","4.7222","4.7916","4.6827","1.45%"
"Sep 03, 2017","4.7089","4.6856","4.7508","4.6628","0.32%"
"Aug 27, 2017","4.6937","4.8122","4.8268","4.6907","-2.51%"
"Aug 20, 2017","4.8144","4.8815","4.8939","4.7926","-1.33%"
"Aug 13, 2017","4.8793","4.8742","4.9006","4.8307","0.01%"
"Aug 06, 2017","4.8786","4.9820","4.9941","4.8249","-2.16%"
"Jul 30, 2017","4.9862","5.0568","5.0675","4.9700","-1.49%"
"Jul 23, 2017","5.0618","5.0343","5.0873","4.9976","0.33%"
"Jul 16, 2017","5.0454","4.9733","5.0488","4.9168","1.35%"
"Jul 09, 2017","4.9782","4.9531","4.9996","4.8990","0.45%"
"Jul 02, 2017","4.9561","4.9687","4.9822","4.9276","-0.34%"
"Jun 25, 2017","4.9728","4.9750","5.0115","4.9319","-0.17%"
"Jun 18, 2017","4.9815","4.9403","4.9904","4.9157","0.88%"
"Jun 11, 2017","4.9379","4.8974","4.9709","4.8755","0.73%"
"Jun 04, 2017","4.9021","4.8566","4.9112","4.8399","0.77%"
"May 28, 2017","4.8646","4.8343","4.8809","4.7975","0.49%"
"May 21, 2017","4.8411","4.7710","4.8656","4.7600","1.51%"
"May 14, 2017","4.7693","4.7245","4.7843","4.7184","0.71%"
"May 07, 2017","4.7358","4.7667","4.7999","4.7066","-0.82%"
"Apr 30, 2017","4.7748","4.7328","4.8064","4.7158","0.85%"
"Apr 23, 2017","4.7344","4.8469","4.8574","4.7226","-2.24%"
"Apr 16, 2017","4.8429","4.8133","4.8574","4.8060","0.49%"
"Apr 09, 2017","4.8191","4.7898","4.8336","4.7596","0.69%"
"Apr 02, 2017","4.7861","4.8297","4.8359","4.7806","-0.82%"
"Mar 26, 2017","4.8258","4.8334","4.8630","4.8042","-0.26%"
"Mar 19, 2017","4.8385","4.8483","4.8875","4.8243","-0.11%"
"Mar 12, 2017","4.8438","4.7858","4.8792","4.7749","1.28%"
"Mar 05, 2017","4.7828","4.8484","4.8612","4.7632","-1.53%"
"Feb 26, 2017","4.8570","4.9423","4.9761","4.8301","-1.85%"
"Feb 19, 2017","4.9485","4.9364","4.9802","4.9114","0.16%"
"Feb 12, 2017","4.9405","4.9543","4.9855","4.9081","-0.24%"
"Feb 05, 2017","4.9522","5.0228","5.0726","4.9290","-1.46%"
"Jan 29, 2017","5.0255","5.0011","5.0582","4.9778","0.53%"
"Jan 22, 2017","4.9992","4.9290","5.0415","4.9207","1.41%"
"Jan 15, 2017","4.9298","4.9047","4.9681","4.8726","0.18%"
"Jan 08, 2017","4.9211","4.8122","4.9307","4.8122","2.17%"
"Jan 01, 2017","4.8164","4.8195","4.8759","4.7931","-0.17%"
"Dec 25, 2016","4.8247","4.7810","4.8571","4.7748","0.94%"
"Dec 18, 2016","4.7798","4.8436","4.8659","4.7673","-1.48%"
"Dec 11, 2016","4.8517","4.9420","5.0076","4.8308","-1.55%"
"Dec 04, 2016","4.9279","4.9052","4.9732","4.8662","0.26%"
"Nov 27, 2016","4.9153","4.8750","4.9475","4.8567","0.86%"
"Nov 20, 2016","4.8732","4.8334","4.8852","4.8092","0.82%"
"Nov 13, 2016","4.8338","4.8435","4.8929","4.8183","-0.33%"
"Nov 06, 2016","4.8498","4.9467","5.0267","4.8423","-2.03%"
"Oct 30, 2016","4.9505","4.8471","4.9662","4.8377","1.96%"
"Oct 23, 2016","4.8554","4.8424","4.8671","4.8179","0.11%"
"Oct 16, 2016","4.8503","4.7683","4.8967","4.7641","1.75%"
"Oct 09, 2016","4.7671","4.7778","4.8095","4.7306","-0.23%"
"Oct 02, 2016","4.7782","4.8436","4.8796","4.7442","-1.71%"
"Sep 25, 2016","4.8613","4.8403","4.8928","4.8209","0.66%"
"Sep 18, 2016","4.8296","4.8510","4.9188","4.8197","-0.45%"
"Sep 11, 2016","4.8512","4.8997","4.9292","4.8405","-0.87%"
"Sep 04, 2016","4.8937","4.8751","4.9886","4.8579","0.31%"
"Aug 28, 2016","4.8788","4.8187","4.9145","4.8110","1.00%"
"Aug 21, 2016","4.8304","4.8238","4.9248","4.8068","-0.28%"
"Aug 14, 2016","4.8441","4.7759","4.8540","4.7633","1.44%"
"Aug 07, 2016","4.7751","4.7553","4.8775","4.7279","0.41%"
"Jul 31, 2016","4.7557","4.7842","4.8123","4.7374","-0.60%"
"Jul 24, 2016","4.7842","4.6767","4.8015","4.6474","2.35%"
"Jul 17, 2016","4.6743","4.7633","4.7867","4.6430","-1.73%"
"Jul 10, 2016","4.7567","4.8854","4.8995","4.7514","-2.68%"
"Jul 03, 2016","4.8876","4.7596","4.8890","4.7355","2.26%"
"Jun 26, 2016","4.7794","4.7040","4.7996","4.6478","1.18%"
"Jun 19, 2016","4.7237","4.6482","4.8061","4.6170","1.64%"
"Jun 12, 2016","4.6475","4.6338","4.6706","4.5951","0.38%"
"Jun 05, 2016","4.6297","4.5701","4.6935","4.5342","1.36%"
"May 29, 2016","4.5678","4.3929","4.5717","4.3824","3.92%"
"May 22, 2016","4.3957","4.4290","4.4627","4.3899","-0.87%"
"May 15, 2016","4.4344","4.4273","4.4666","4.3970","0.21%"
"May 08, 2016","4.4251","4.4304","4.4645","4.3767","-0.47%"
"May 01, 2016","4.4461","4.5177","4.5713","4.4267","-1.54%"
"Apr 24, 2016","4.5156","4.4555","4.5389","4.4193","1.36%"
"Apr 17, 2016","4.4551","4.4790","4.5601","4.4318","-0.60%"
"Apr 10, 2016","4.4821","4.4027","4.5000","4.3934","1.86%"
"Apr 03, 2016","4.4003","4.4758","4.4823","4.3764","-1.62%"
"Mar 27, 2016","4.4728","4.3580","4.5135","4.3469","2.67%"
"Mar 20, 2016","4.3566","4.3977","4.4079","4.3467","-0.95%"
"Mar 13, 2016","4.3985","4.3770","4.4475","4.2848","0.43%"
"Mar 06, 2016","4.3795","4.4334","4.4440","4.3124","-1.27%"
"Feb 28, 2016","4.4359","4.3357","4.4405","4.2971","2.32%"
"Feb 21, 2016","4.3353","4.3235","4.4303","4.3065","0.23%"
"Feb 14, 2016","4.3253","4.3577","4.3715","4.2661","-0.81%"
"Feb 07, 2016","4.3605","4.3525","4.4328","4.3158","0.03%"
"Jan 31, 2016","4.3591","4.2640","4.4402","4.2435","2.25%"
"Jan 24, 2016","4.2633","4.2813","4.3113","4.2271","-0.21%"
"Jan 17, 2016","4.2724","4.2561","4.3176","4.1772","0.34%"
"Jan 10, 2016","4.2578","4.3184","4.3374","4.2028","-1.40%"
"Jan 03, 2016","4.3183","4.4386","4.4509","4.3178","-2.90%"
"Dec 27, 2015","4.4472","4.4237","4.4686","4.4192","0.45%"
"Dec 20, 2015","4.4272","4.3653","4.4642","4.3608","1.53%"
"Dec 13, 2015","4.3605","4.3305","4.4245","4.3228","0.47%"
"Dec 06, 2015","4.3399","4.3145","4.3827","4.2403","0.47%"
"Nov 29, 2015","4.3194","4.1726","4.3464","4.1674","3.37%"
"Nov 22, 2015","4.1784","4.1879","4.2172","4.1499","-0.35%"
"Nov 15, 2015","4.1931","4.1623","4.2180","4.1043","0.47%"
"Nov 08, 2015","4.1735","4.1409","4.1934","4.1320","0.69%"
"Nov 01, 2015","4.1451","4.2764","4.3029","4.1303","-3.20%"
"Oct 25, 2015","4.2821","4.2833","4.3316","4.2125","-0.13%"
"Oct 18, 2015","4.2878","4.3277","4.3685","4.2537","-0.92%"
"Oct 11, 2015","4.3274","4.2457","4.3796","4.1971","1.91%"
"Oct 04, 2015","4.2462","4.0889","4.2660","4.0883","3.65%"
"Sep 27, 2015","4.0965","4.0608","4.1092","4.0098","0.64%"
"Sep 20, 2015","4.0705","4.0692","4.0743","3.9804","-0.01%"
"Sep 13, 2015","4.0709","4.0198","4.1104","4.0096","1.10%"
"Sep 06, 2015","4.0268","3.9947","4.1016","3.9771","0.83%"
"Aug 30, 2015","3.9937","4.1297","4.1400","3.9880","-3.28%"
"Aug 23, 2015","4.1292","4.2737","4.2782","4.0060","-3.33%"
"Aug 16, 2015","4.2716","4.1745","4.2876","4.1726","2.19%"
"Aug 09, 2015","4.1802","4.1009","4.2697","4.0728","1.64%"
"Aug 02, 2015","4.1127","4.0928","4.1251","4.0332","0.46%"
"Jul 26, 2015","4.0938","4.0793","4.1898","4.0628","0.23%"
"Jul 19, 2015","4.0846","4.0485","4.1613","4.0418","1.00%"
"Jul 12, 2015","4.0442","4.1651","4.1931","4.0354","-3.17%"
"Jul 05, 2015","4.1764","4.1410","4.2058","4.1117","0.49%"
"Jun 28, 2015","4.1559","4.2227","4.2745","4.1346","-2.23%"
"Jun 21, 2015","4.2507","4.2832","4.3050","4.2317","-0.93%"
"Jun 14, 2015","4.2908","4.3358","4.3541","4.2698","-1.03%"
"Jun 07, 2015","4.3356","4.3638","4.4873","4.3107","-0.84%"
"May 31, 2015","4.3722","4.4006","4.4657","4.3590","-0.76%"
"May 24, 2015","4.4055","4.5412","4.5461","4.3918","-2.80%"
"May 17, 2015","4.5325","4.6202","4.6295","4.5161","-2.29%"
"May 10, 2015","4.6387","4.6710","4.6909","4.5432","-0.26%"
"May 03, 2015","4.6509","4.6701","4.7054","4.6090","-0.53%"
"Apr 26, 2015","4.6757","4.7012","4.8048","4.6565","-0.76%"
"Apr 19, 2015","4.7117","4.7864","4.7938","4.6710","-1.06%"
"Apr 12, 2015","4.7621","4.6720","4.7992","4.6140","1.77%"
"Apr 05, 2015","4.6791","4.7019","4.7217","4.6368","-0.75%"
"Mar 29, 2015","4.7145","4.7035","4.7294","4.5841","0.23%"
"Mar 22, 2015","4.7035","4.6935","4.7839","4.6879","0.17%"
"Mar 15, 2015","4.6955","4.5811","4.7116","4.5326","2.18%"
"Mar 08, 2015","4.5954","4.6080","4.6620","4.4992","-0.33%"
"Mar 01, 2015","4.6108","4.7580","4.7753","4.6070","-2.77%"
