"Statistic","Year","Sector","Fuel Type","UNIT","VALUE"
"Fuel Consumption (ktoe)","2005","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2005","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2005","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2005","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2005","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2005","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2005","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2005","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2005","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2005","Agricultural","Electricity","ktoe","55"
"Fuel Consumption (ktoe)","2005","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2005","Agricultural","Sum of all fuel products","ktoe","336"
"Fuel Consumption (ktoe)","2005","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Sum of all petroleum products","ktoe","269"
"Fuel Consumption (ktoe)","2006","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Gasoil/diesel/DERV","ktoe","269"
"Fuel Consumption (ktoe)","2006","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Sum of all renewable energies","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Electricity","ktoe","53"
"Fuel Consumption (ktoe)","2006","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2006","Agricultural","Sum of all fuel products","ktoe","322"
"Fuel Consumption (ktoe)","2006","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Sum of all petroleum products","ktoe","256"
"Fuel Consumption (ktoe)","2007","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Gasoil/diesel/DERV","ktoe","256"
"Fuel Consumption (ktoe)","2007","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Sum of all renewable energies","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Electricity","ktoe","48"
"Fuel Consumption (ktoe)","2007","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2007","Agricultural","Sum of all fuel products","ktoe","304"
"Fuel Consumption (ktoe)","2007","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Sum of all petroleum products","ktoe","277"
"Fuel Consumption (ktoe)","2008","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Gasoil/diesel/DERV","ktoe","277"
"Fuel Consumption (ktoe)","2008","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Sum of all renewable energies","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Electricity","ktoe","48"
"Fuel Consumption (ktoe)","2008","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2008","Agricultural","Sum of all fuel products","ktoe","325"
"Fuel Consumption (ktoe)","2008","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Sum of all petroleum products","ktoe","235"
"Fuel Consumption (ktoe)","2009","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Gasoil/diesel/DERV","ktoe","235"
"Fuel Consumption (ktoe)","2009","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Sum of all renewable energies","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Electricity","ktoe","48"
"Fuel Consumption (ktoe)","2009","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2009","Agricultural","Sum of all fuel products","ktoe","283"
"Fuel Consumption (ktoe)","2009","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Sum of all petroleum products","ktoe","222"
"Fuel Consumption (ktoe)","2010","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Gasoil/diesel/DERV","ktoe","222"
"Fuel Consumption (ktoe)","2010","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Sum of all renewable energies","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Electricity","ktoe","48"
"Fuel Consumption (ktoe)","2010","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2010","Agricultural","Sum of all fuel products","ktoe","270"
"Fuel Consumption (ktoe)","2010","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Sum of all petroleum products","ktoe","213"
"Fuel Consumption (ktoe)","2011","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Gasoil/diesel/DERV","ktoe","213"
"Fuel Consumption (ktoe)","2011","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Sum of all renewable energies","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Electricity","ktoe","48"
"Fuel Consumption (ktoe)","2011","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2011","Agricultural","Sum of all fuel products","ktoe","261"
"Fuel Consumption (ktoe)","2011","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Sum of all petroleum products","ktoe","203"
"Fuel Consumption (ktoe)","2012","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Gasoil/diesel/DERV","ktoe","203"
"Fuel Consumption (ktoe)","2012","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Sum of all renewable energies","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Hydro","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Wind","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Biomass","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Renewable Waste","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Landfill gas","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Biogas","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Liquid Biofuel","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Biodiesel","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Bioethanol","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Solar","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Solar Photovoltaic","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Solar Thermal","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Ambient Heat","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Non renewable waste","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Electricity","ktoe","48"
"Fuel Consumption (ktoe)","2012","Agricultural","Heat","ktoe","0"
"Fuel Consumption (ktoe)","2012","Agricultural","Sum of all fuel products","ktoe","251"
"Fuel Consumption (ktoe)","2012","Agricultural","Geothermal","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Sum of all coal products","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Bituminous coal","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Anthracite and manufactured ovoids","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Coke","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Lignite","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Sum of all peat products","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Milled peat","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Sod peat","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Briquettes","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Sum of all petroleum products","ktoe","176"
"Fuel Consumption (ktoe)","2013","Agricultural","Crude oil","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Refinery feedstock","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Refinery gas","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Gasoline","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Jet kerosene","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Fuel oil","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","LPG","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Gasoil/diesel/DERV","ktoe","176"
"Fuel Consumption (ktoe)","2013","Agricultural","Petroleum coke","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Naphta","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Bitumen","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","White spirit","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Lubricants","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Natural gas","ktoe","0"
"Fuel Consumption (ktoe)","2013","Agricultural","Sum of all renewable energies","ktoe","0"
