"Statistic","Month","Agricultural Product","UNIT","VALUE"
"Agricultural Input and Output Price Indices","2007M09","Crop output","Base 2010 = 100","123.694"
"Agricultural Input and Output Price Indices","2007M09","Cereals including seeds","Base 2010 = 100","158.256"
"Agricultural Input and Output Price Indices","2007M09","Vegetables","Base 2010 = 100","93.2"
"Agricultural Input and Output Price Indices","2007M09","Potatoes including seeds","Base 2010 = 100","100.67"
"Agricultural Input and Output Price Indices","2007M09","Animal output","Base 2010 = 100","108.429"
"Agricultural Input and Output Price Indices","2007M09","Animals","Base 2010 = 100","94.756"
"Agricultural Input and Output Price Indices","2007M09","Cattle","Base 2010 = 100","93.608"
"Agricultural Input and Output Price Indices","2007M09","Cattle excluding calves","Base 2010 = 100","93.329"
"Agricultural Input and Output Price Indices","2007M09","Calves","Base 2010 = 100","114.62"
"Agricultural Input and Output Price Indices","2007M09","Pigs","Base 2010 = 100","104.295"
"Agricultural Input and Output Price Indices","2007M09","Sheep","Base 2010 = 100","86.6"
"Agricultural Input and Output Price Indices","2007M09","Poultry","Base 2010 = 100","95.071"
"Agricultural Input and Output Price Indices","2007M09","Animal products","Base 2010 = 100","129.166"
"Agricultural Input and Output Price Indices","2007M09","Milk","Base 2010 = 100","129.79"
"Agricultural Input and Output Price Indices","2007M09","Eggs","Base 2010 = 100","111.963"
"Agricultural Input and Output Price Indices","2007M09","Wool","Base 2010 = 100","89.607"
"Agricultural Input and Output Price Indices","2007M09","Agricultural input price index","Base 2010 = 100","97.374"
"Agricultural Input and Output Price Indices","2007M09","Seeds","Base 2010 = 100","97.482"
"Agricultural Input and Output Price Indices","2007M09","Energy","Base 2010 = 100","91.017"
"Agricultural Input and Output Price Indices","2007M09","Electricity","Base 2010 = 100","100.766"
"Agricultural Input and Output Price Indices","2007M09","Motor fuel","Base 2010 = 100","88.349"
"Agricultural Input and Output Price Indices","2007M09","Lubricants","Base 2010 = 100","92.368"
"Agricultural Input and Output Price Indices","2007M09","Fertilisers","Base 2010 = 100","85.539"
"Agricultural Input and Output Price Indices","2007M09","Straight fertilisers","Base 2010 = 100","92.463"
"Agricultural Input and Output Price Indices","2007M09","Compound fertilisers","Base 2010 = 100","78.532"
"Agricultural Input and Output Price Indices","2007M09","PK fertilisers","Base 2010 = 100","64.073"
"Agricultural Input and Output Price Indices","2007M09","NPK fertilisers","Base 2010 = 100","78.856"
"Agricultural Input and Output Price Indices","2007M09","Other fertilisers","Base 2010 = 100","99.682"
"Agricultural Input and Output Price Indices","2007M09","Plant protection products","Base 2010 = 100","95.219"
"Agricultural Input and Output Price Indices","2007M09","Veterinary expenses","Base 2010 = 100","93.722"
"Agricultural Input and Output Price Indices","2007M09","Feeding stuffs","Base 2010 = 100","107.415"
"Agricultural Input and Output Price Indices","2007M09","Straight feeding stuffs","Base 2010 = 100","125.123"
"Agricultural Input and Output Price Indices","2007M09","Compound feeding stuffs","Base 2010 = 100","105.514"
"Agricultural Input and Output Price Indices","2007M09","Compound feeding stuffs for calves","Base 2010 = 100","104.448"
"Agricultural Input and Output Price Indices","2007M09","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","107.65"
"Agricultural Input and Output Price Indices","2007M09","Compound feeding stuffs for pigs","Base 2010 = 100","105.954"
"Agricultural Input and Output Price Indices","2007M09","Compound feeding stuffs for poultry","Base 2010 = 100","98.901"
"Agricultural Input and Output Price Indices","2007M09","Other compound feeding stuffs","Base 2010 = 100","108.794"
"Agricultural Input and Output Price Indices","2007M09","Maintenance of materials and buildings","Base 2010 = 100","97.576"
"Agricultural Input and Output Price Indices","2007M09","Other goods and services","Base 2010 = 100","91.282"
"Agricultural Input and Output Price Indices","2007M10","Agricultural output price index","Base 2010 = 100","110.003"
"Agricultural Input and Output Price Indices","2007M10","Crop output","Base 2010 = 100","122.527"
"Agricultural Input and Output Price Indices","2007M10","Cereals including seeds","Base 2010 = 100","158.256"
"Agricultural Input and Output Price Indices","2007M10","Vegetables","Base 2010 = 100","93.53"
"Agricultural Input and Output Price Indices","2007M10","Potatoes including seeds","Base 2010 = 100","93.01"
"Agricultural Input and Output Price Indices","2007M10","Animal output","Base 2010 = 100","108.371"
"Agricultural Input and Output Price Indices","2007M10","Animals","Base 2010 = 100","92.798"
"Agricultural Input and Output Price Indices","2007M10","Cattle","Base 2010 = 100","91.375"
"Agricultural Input and Output Price Indices","2007M10","Cattle excluding calves","Base 2010 = 100","91.317"
"Agricultural Input and Output Price Indices","2007M10","Calves","Base 2010 = 100","95.73"
"Agricultural Input and Output Price Indices","2007M10","Pigs","Base 2010 = 100","104.841"
"Agricultural Input and Output Price Indices","2007M10","Sheep","Base 2010 = 100","81.85"
"Agricultural Input and Output Price Indices","2007M10","Poultry","Base 2010 = 100","93.747"
"Agricultural Input and Output Price Indices","2007M10","Animal products","Base 2010 = 100","131.989"
"Agricultural Input and Output Price Indices","2007M10","Milk","Base 2010 = 100","132.699"
"Agricultural Input and Output Price Indices","2007M10","Eggs","Base 2010 = 100","111.963"
"Agricultural Input and Output Price Indices","2007M10","Wool","Base 2010 = 100","89.607"
"Agricultural Input and Output Price Indices","2007M10","Agricultural input price index","Base 2010 = 100","98.378"
"Agricultural Input and Output Price Indices","2007M10","Seeds","Base 2010 = 100","99.298"
"Agricultural Input and Output Price Indices","2007M10","Energy","Base 2010 = 100","91.568"
"Agricultural Input and Output Price Indices","2007M10","Electricity","Base 2010 = 100","100.766"
"Agricultural Input and Output Price Indices","2007M10","Motor fuel","Base 2010 = 100","89.059"
"Agricultural Input and Output Price Indices","2007M10","Lubricants","Base 2010 = 100","92.667"
"Agricultural Input and Output Price Indices","2007M10","Fertilisers","Base 2010 = 100","85.956"
"Agricultural Input and Output Price Indices","2007M10","Straight fertilisers","Base 2010 = 100","92.73"
"Agricultural Input and Output Price Indices","2007M10","Compound fertilisers","Base 2010 = 100","79.108"
"Agricultural Input and Output Price Indices","2007M10","PK fertilisers","Base 2010 = 100","66.562"
"Agricultural Input and Output Price Indices","2007M10","NPK fertilisers","Base 2010 = 100","79.39"
"Agricultural Input and Output Price Indices","2007M10","Other fertilisers","Base 2010 = 100","99.682"
"Agricultural Input and Output Price Indices","2007M10","Plant protection products","Base 2010 = 100","95.219"
"Agricultural Input and Output Price Indices","2007M10","Veterinary expenses","Base 2010 = 100","93.722"
"Agricultural Input and Output Price Indices","2007M10","Feeding stuffs","Base 2010 = 100","109.79"
"Agricultural Input and Output Price Indices","2007M10","Straight feeding stuffs","Base 2010 = 100","128.584"
"Agricultural Input and Output Price Indices","2007M10","Compound feeding stuffs","Base 2010 = 100","107.772"
"Agricultural Input and Output Price Indices","2007M10","Compound feeding stuffs for calves","Base 2010 = 100","106.809"
"Agricultural Input and Output Price Indices","2007M10","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","109.006"
"Agricultural Input and Output Price Indices","2007M10","Compound feeding stuffs for pigs","Base 2010 = 100","109.558"
"Agricultural Input and Output Price Indices","2007M10","Compound feeding stuffs for poultry","Base 2010 = 100","101.951"
"Agricultural Input and Output Price Indices","2007M10","Other compound feeding stuffs","Base 2010 = 100","112.201"
"Agricultural Input and Output Price Indices","2007M10","Maintenance of materials and buildings","Base 2010 = 100","97.571"
"Agricultural Input and Output Price Indices","2007M10","Other goods and services","Base 2010 = 100","91.236"
"Agricultural Input and Output Price Indices","2007M11","Agricultural output price index","Base 2010 = 100","110.823"
"Agricultural Input and Output Price Indices","2007M11","Crop output","Base 2010 = 100","121.941"
"Agricultural Input and Output Price Indices","2007M11","Cereals including seeds","Base 2010 = 100","158.256"
"Agricultural Input and Output Price Indices","2007M11","Vegetables","Base 2010 = 100","93.75"
"Agricultural Input and Output Price Indices","2007M11","Potatoes including seeds","Base 2010 = 100","89.04"
"Agricultural Input and Output Price Indices","2007M11","Animal output","Base 2010 = 100","109.374"
"Agricultural Input and Output Price Indices","2007M11","Animals","Base 2010 = 100","93.191"
"Agricultural Input and Output Price Indices","2007M11","Cattle","Base 2010 = 100","92.653"
"Agricultural Input and Output Price Indices","2007M11","Cattle excluding calves","Base 2010 = 100","92.484"
"Agricultural Input and Output Price Indices","2007M11","Calves","Base 2010 = 100","105.35"
"Agricultural Input and Output Price Indices","2007M11","Pigs","Base 2010 = 100","103.225"
"Agricultural Input and Output Price Indices","2007M11","Sheep","Base 2010 = 100","78.29"
"Agricultural Input and Output Price Indices","2007M11","Poultry","Base 2010 = 100","93.329"
"Agricultural Input and Output Price Indices","2007M11","Animal products","Base 2010 = 100","133.918"
"Agricultural Input and Output Price Indices","2007M11","Milk","Base 2010 = 100","134.687"
"Agricultural Input and Output Price Indices","2007M11","Eggs","Base 2010 = 100","111.963"
"Agricultural Input and Output Price Indices","2007M11","Wool","Base 2010 = 100","89.607"
"Agricultural Input and Output Price Indices","2007M11","Agricultural input price index","Base 2010 = 100","99.814"
"Agricultural Input and Output Price Indices","2007M11","Seeds","Base 2010 = 100","99.298"
"Agricultural Input and Output Price Indices","2007M11","Energy","Base 2010 = 100","96.134"
"Agricultural Input and Output Price Indices","2007M11","Electricity","Base 2010 = 100","95.325"
"Agricultural Input and Output Price Indices","2007M11","Motor fuel","Base 2010 = 100","96.498"
"Agricultural Input and Output Price Indices","2007M11","Lubricants","Base 2010 = 100","92.987"
"Agricultural Input and Output Price Indices","2007M11","Fertilisers","Base 2010 = 100","87.884"
"Agricultural Input and Output Price Indices","2007M11","Straight fertilisers","Base 2010 = 100","94.998"
"Agricultural Input and Output Price Indices","2007M11","Compound fertilisers","Base 2010 = 100","80.903"
"Agricultural Input and Output Price Indices","2007M11","PK fertilisers","Base 2010 = 100","70.385"
"Agricultural Input and Output Price Indices","2007M11","NPK fertilisers","Base 2010 = 100","81.139"
"Agricultural Input and Output Price Indices","2007M11","Other fertilisers","Base 2010 = 100","99.682"
"Agricultural Input and Output Price Indices","2007M11","Plant protection products","Base 2010 = 100","95.219"
"Agricultural Input and Output Price Indices","2007M11","Veterinary expenses","Base 2010 = 100","93.722"
"Agricultural Input and Output Price Indices","2007M11","Feeding stuffs","Base 2010 = 100","110.848"
"Agricultural Input and Output Price Indices","2007M11","Straight feeding stuffs","Base 2010 = 100","131.394"
"Agricultural Input and Output Price Indices","2007M11","Compound feeding stuffs","Base 2010 = 100","108.642"
"Agricultural Input and Output Price Indices","2007M11","Compound feeding stuffs for calves","Base 2010 = 100","106.809"
"Agricultural Input and Output Price Indices","2007M11","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","110.401"
"Agricultural Input and Output Price Indices","2007M11","Compound feeding stuffs for pigs","Base 2010 = 100","109.822"
"Agricultural Input and Output Price Indices","2007M11","Compound feeding stuffs for poultry","Base 2010 = 100","102.326"
"Agricultural Input and Output Price Indices","2007M11","Other compound feeding stuffs","Base 2010 = 100","112.501"
"Agricultural Input and Output Price Indices","2007M11","Maintenance of materials and buildings","Base 2010 = 100","98.961"
"Agricultural Input and Output Price Indices","2007M11","Other goods and services","Base 2010 = 100","91.496"
"Agricultural Input and Output Price Indices","2007M12","Agricultural output price index","Base 2010 = 100","112.472"
"Agricultural Input and Output Price Indices","2007M12","Crop output","Base 2010 = 100","122.148"
"Agricultural Input and Output Price Indices","2007M12","Cereals including seeds","Base 2010 = 100","158.256"
"Agricultural Input and Output Price Indices","2007M12","Vegetables","Base 2010 = 100","94.29"
"Agricultural Input and Output Price Indices","2007M12","Potatoes including seeds","Base 2010 = 100","89.04"
"Agricultural Input and Output Price Indices","2007M12","Animal output","Base 2010 = 100","111.211"
"Agricultural Input and Output Price Indices","2007M12","Animals","Base 2010 = 100","93.99"
"Agricultural Input and Output Price Indices","2007M12","Cattle","Base 2010 = 100","94.145"
"Agricultural Input and Output Price Indices","2007M12","Cattle excluding calves","Base 2010 = 100","93.87"
"Agricultural Input and Output Price Indices","2007M12","Calves","Base 2010 = 100","114.85"
"Agricultural Input and Output Price Indices","2007M12","Pigs","Base 2010 = 100","101.763"
"Agricultural Input and Output Price Indices","2007M12","Sheep","Base 2010 = 100","77.96"
"Agricultural Input and Output Price Indices","2007M12","Poultry","Base 2010 = 100","92.676"
"Agricultural Input and Output Price Indices","2007M12","Animal products","Base 2010 = 100","137.329"
"Agricultural Input and Output Price Indices","2007M12","Milk","Base 2010 = 100","138.203"
"Agricultural Input and Output Price Indices","2007M12","Eggs","Base 2010 = 100","111.963"
"Agricultural Input and Output Price Indices","2007M12","Wool","Base 2010 = 100","89.607"
"Agricultural Input and Output Price Indices","2007M12","Agricultural input price index","Base 2010 = 100","101.029"
"Agricultural Input and Output Price Indices","2007M12","Seeds","Base 2010 = 100","99.298"
"Agricultural Input and Output Price Indices","2007M12","Energy","Base 2010 = 100","95.775"
"Agricultural Input and Output Price Indices","2007M12","Electricity","Base 2010 = 100","95.325"
"Agricultural Input and Output Price Indices","2007M12","Motor fuel","Base 2010 = 100","96.027"
"Agricultural Input and Output Price Indices","2007M12","Lubricants","Base 2010 = 100","92.992"
"Agricultural Input and Output Price Indices","2007M12","Fertilisers","Base 2010 = 100","92.835"
"Agricultural Input and Output Price Indices","2007M12","Straight fertilisers","Base 2010 = 100","99.895"
"Agricultural Input and Output Price Indices","2007M12","Compound fertilisers","Base 2010 = 100","86.296"
"Agricultural Input and Output Price Indices","2007M12","PK fertilisers","Base 2010 = 100","74.106"
"Agricultural Input and Output Price Indices","2007M12","NPK fertilisers","Base 2010 = 100","86.57"
"Agricultural Input and Output Price Indices","2007M12","Other fertilisers","Base 2010 = 100","99.682"
"Agricultural Input and Output Price Indices","2007M12","Plant protection products","Base 2010 = 100","95.219"
"Agricultural Input and Output Price Indices","2007M12","Veterinary expenses","Base 2010 = 100","93.722"
"Agricultural Input and Output Price Indices","2007M12","Feeding stuffs","Base 2010 = 100","112.127"
"Agricultural Input and Output Price Indices","2007M12","Straight feeding stuffs","Base 2010 = 100","133.986"
"Agricultural Input and Output Price Indices","2007M12","Compound feeding stuffs","Base 2010 = 100","109.78"
"Agricultural Input and Output Price Indices","2007M12","Compound feeding stuffs for calves","Base 2010 = 100","108.62"
"Agricultural Input and Output Price Indices","2007M12","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","111.87"
"Agricultural Input and Output Price Indices","2007M12","Compound feeding stuffs for pigs","Base 2010 = 100","110.631"
"Agricultural Input and Output Price Indices","2007M12","Compound feeding stuffs for poultry","Base 2010 = 100","102.883"
"Agricultural Input and Output Price Indices","2007M12","Other compound feeding stuffs","Base 2010 = 100","113.256"
"Agricultural Input and Output Price Indices","2007M12","Maintenance of materials and buildings","Base 2010 = 100","99.021"
"Agricultural Input and Output Price Indices","2007M12","Other goods and services","Base 2010 = 100","92.246"
"Agricultural Input and Output Price Indices","2008M01","Agricultural output price index","Base 2010 = 100","115.779"
"Agricultural Input and Output Price Indices","2008M01","Crop output","Base 2010 = 100","124.124"
"Agricultural Input and Output Price Indices","2008M01","Cereals including seeds","Base 2010 = 100","158.256"
"Agricultural Input and Output Price Indices","2008M01","Vegetables","Base 2010 = 100","98.74"
"Agricultural Input and Output Price Indices","2008M01","Potatoes including seeds","Base 2010 = 100","90.68"
"Agricultural Input and Output Price Indices","2008M01","Animal output","Base 2010 = 100","114.692"
"Agricultural Input and Output Price Indices","2008M01","Animals","Base 2010 = 100","100.67"
"Agricultural Input and Output Price Indices","2008M01","Cattle","Base 2010 = 100","104.183"
"Agricultural Input and Output Price Indices","2008M01","Cattle excluding calves","Base 2010 = 100","103.655"
"Agricultural Input and Output Price Indices","2008M01","Calves","Base 2010 = 100","143.91"
"Agricultural Input and Output Price Indices","2008M01","Pigs","Base 2010 = 100","98.884"
"Agricultural Input and Output Price Indices","2008M01","Sheep","Base 2010 = 100","76.11"
"Agricultural Input and Output Price Indices","2008M01","Poultry","Base 2010 = 100","92.736"
"Agricultural Input and Output Price Indices","2008M01","Animal products","Base 2010 = 100","135.957"
"Agricultural Input and Output Price Indices","2008M01","Milk","Base 2010 = 100","136.789"
"Agricultural Input and Output Price Indices","2008M01","Eggs","Base 2010 = 100","111.963"
"Agricultural Input and Output Price Indices","2008M01","Wool","Base 2010 = 100","89.607"
"Agricultural Input and Output Price Indices","2008M01","Agricultural input price index","Base 2010 = 100","104.878"
"Agricultural Input and Output Price Indices","2008M01","Seeds","Base 2010 = 100","99.298"
"Agricultural Input and Output Price Indices","2008M01","Energy","Base 2010 = 100","97.23"
"Agricultural Input and Output Price Indices","2008M01","Electricity","Base 2010 = 100","95.325"
"Agricultural Input and Output Price Indices","2008M01","Motor fuel","Base 2010 = 100","97.938"
"Agricultural Input and Output Price Indices","2008M01","Lubricants","Base 2010 = 100","92.987"
"Agricultural Input and Output Price Indices","2008M01","Fertilisers","Base 2010 = 100","109.609"
"Agricultural Input and Output Price Indices","2008M01","Straight fertilisers","Base 2010 = 100","117.774"
"Agricultural Input and Output Price Indices","2008M01","Compound fertilisers","Base 2010 = 100","103.29"
"Agricultural Input and Output Price Indices","2008M01","PK fertilisers","Base 2010 = 100","83.543"
"Agricultural Input and Output Price Indices","2008M01","NPK fertilisers","Base 2010 = 100","103.733"
"Agricultural Input and Output Price Indices","2008M01","Other fertilisers","Base 2010 = 100","102.039"
"Agricultural Input and Output Price Indices","2008M01","Plant protection products","Base 2010 = 100","95.219"
"Agricultural Input and Output Price Indices","2008M01","Veterinary expenses","Base 2010 = 100","97.642"
"Agricultural Input and Output Price Indices","2008M01","Feeding stuffs","Base 2010 = 100","114.67"
"Agricultural Input and Output Price Indices","2008M01","Straight feeding stuffs","Base 2010 = 100","135.965"
"Agricultural Input and Output Price Indices","2008M01","Compound feeding stuffs","Base 2010 = 100","112.383"
"Agricultural Input and Output Price Indices","2008M01","Compound feeding stuffs for calves","Base 2010 = 100","111.307"
"Agricultural Input and Output Price Indices","2008M01","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","114.66"
"Agricultural Input and Output Price Indices","2008M01","Compound feeding stuffs for pigs","Base 2010 = 100","114.248"
"Agricultural Input and Output Price Indices","2008M01","Compound feeding stuffs for poultry","Base 2010 = 100","104.193"
"Agricultural Input and Output Price Indices","2008M01","Other compound feeding stuffs","Base 2010 = 100","115.448"
"Agricultural Input and Output Price Indices","2008M01","Maintenance of materials and buildings","Base 2010 = 100","98.886"
"Agricultural Input and Output Price Indices","2008M01","Other goods and services","Base 2010 = 100","93.129"
"Agricultural Input and Output Price Indices","2008M02","Agricultural output price index","Base 2010 = 100","117.919"
"Agricultural Input and Output Price Indices","2008M02","Crop output","Base 2010 = 100","124.963"
"Agricultural Input and Output Price Indices","2008M02","Cereals including seeds","Base 2010 = 100","158.256"
"Agricultural Input and Output Price Indices","2008M02","Vegetables","Base 2010 = 100","98.99"
"Agricultural Input and Output Price Indices","2008M02","Potatoes including seeds","Base 2010 = 100","95.09"
"Agricultural Input and Output Price Indices","2008M02","Animal output","Base 2010 = 100","117.001"
"Agricultural Input and Output Price Indices","2008M02","Animals","Base 2010 = 100","105.438"
"Agricultural Input and Output Price Indices","2008M02","Cattle","Base 2010 = 100","109.247"
"Agricultural Input and Output Price Indices","2008M02","Cattle excluding calves","Base 2010 = 100","109.183"
"Agricultural Input and Output Price Indices","2008M02","Calves","Base 2010 = 100","114.12"
"Agricultural Input and Output Price Indices","2008M02","Pigs","Base 2010 = 100","99.195"
"Agricultural Input and Output Price Indices","2008M02","Sheep","Base 2010 = 100","84.08"
"Agricultural Input and Output Price Indices","2008M02","Poultry","Base 2010 = 100","101.318"
"Agricultural Input and Output Price Indices","2008M02","Animal products","Base 2010 = 100","134.538"
"Agricultural Input and Output Price Indices","2008M02","Milk","Base 2010 = 100","135.305"
"Agricultural Input and Output Price Indices","2008M02","Eggs","Base 2010 = 100","112.737"
"Agricultural Input and Output Price Indices","2008M02","Wool","Base 2010 = 100","89.607"
"Agricultural Input and Output Price Indices","2008M02","Agricultural input price index","Base 2010 = 100","107.207"
"Agricultural Input and Output Price Indices","2008M02","Seeds","Base 2010 = 100","99.298"
"Agricultural Input and Output Price Indices","2008M02","Energy","Base 2010 = 100","94.647"
"Agricultural Input and Output Price Indices","2008M02","Electricity","Base 2010 = 100","95.325"
"Agricultural Input and Output Price Indices","2008M02","Motor fuel","Base 2010 = 100","94.506"
"Agricultural Input and Output Price Indices","2008M02","Lubricants","Base 2010 = 100","93.812"
"Agricultural Input and Output Price Indices","2008M02","Fertilisers","Base 2010 = 100","124.044"
"Agricultural Input and Output Price Indices","2008M02","Straight fertilisers","Base 2010 = 100","131.267"
"Agricultural Input and Output Price Indices","2008M02","Compound fertilisers","Base 2010 = 100","119.684"
"Agricultural Input and Output Price Indices","2008M02","PK fertilisers","Base 2010 = 100","96.27"
"Agricultural Input and Output Price Indices","2008M02","NPK fertilisers","Base 2010 = 100","120.21"
"Agricultural Input and Output Price Indices","2008M02","Other fertilisers","Base 2010 = 100","102.039"
"Agricultural Input and Output Price Indices","2008M02","Plant protection products","Base 2010 = 100","95.219"
"Agricultural Input and Output Price Indices","2008M02","Veterinary expenses","Base 2010 = 100","97.642"
"Agricultural Input and Output Price Indices","2008M02","Feeding stuffs","Base 2010 = 100","115.739"
"Agricultural Input and Output Price Indices","2008M02","Straight feeding stuffs","Base 2010 = 100","136.157"
"Agricultural Input and Output Price Indices","2008M02","Compound feeding stuffs","Base 2010 = 100","113.546"
"Agricultural Input and Output Price Indices","2008M02","Compound feeding stuffs for calves","Base 2010 = 100","111.888"
"Agricultural Input and Output Price Indices","2008M02","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","115.417"
"Agricultural Input and Output Price Indices","2008M02","Compound feeding stuffs for pigs","Base 2010 = 100","115.013"
"Agricultural Input and Output Price Indices","2008M02","Compound feeding stuffs for poultry","Base 2010 = 100","107.037"
"Agricultural Input and Output Price Indices","2008M02","Other compound feeding stuffs","Base 2010 = 100","116.022"
"Agricultural Input and Output Price Indices","2008M02","Maintenance of materials and buildings","Base 2010 = 100","100.233"
"Agricultural Input and Output Price Indices","2008M02","Other goods and services","Base 2010 = 100","93.649"
"Agricultural Input and Output Price Indices","2008M03","Agricultural output price index","Base 2010 = 100","117.663"
"Agricultural Input and Output Price Indices","2008M03","Crop output","Base 2010 = 100","126.954"
"Agricultural Input and Output Price Indices","2008M03","Cereals including seeds","Base 2010 = 100","158.256"
"Agricultural Input and Output Price Indices","2008M03","Vegetables","Base 2010 = 100","99.16"
"Agricultural Input and Output Price Indices","2008M03","Potatoes including seeds","Base 2010 = 100","106.5"
"Agricultural Input and Output Price Indices","2008M03","Animal output","Base 2010 = 100","116.453"
"Agricultural Input and Output Price Indices","2008M03","Animals","Base 2010 = 100","107.053"
"Agricultural Input and Output Price Indices","2008M03","Cattle","Base 2010 = 100","110.965"
"Agricultural Input and Output Price Indices","2008M03","Cattle excluding calves","Base 2010 = 100","111.003"
"Agricultural Input and Output Price Indices","2008M03","Calves","Base 2010 = 100","108.11"
"Agricultural Input and Output Price Indices","2008M03","Pigs","Base 2010 = 100","100.716"
"Agricultural Input and Output Price Indices","2008M03","Sheep","Base 2010 = 100","86.87"
"Agricultural Input and Output Price Indices","2008M03","Poultry","Base 2010 = 100","100.257"
"Agricultural Input and Output Price Indices","2008M03","Animal products","Base 2010 = 100","130.709"
"Agricultural Input and Output Price Indices","2008M03","Milk","Base 2010 = 100","131.359"
"Agricultural Input and Output Price Indices","2008M03","Eggs","Base 2010 = 100","112.737"
"Agricultural Input and Output Price Indices","2008M03","Wool","Base 2010 = 100","89.607"
"Agricultural Input and Output Price Indices","2008M03","Agricultural input price index","Base 2010 = 100","108.791"
"Agricultural Input and Output Price Indices","2008M03","Seeds","Base 2010 = 100","108.91"
"Agricultural Input and Output Price Indices","2008M03","Energy","Base 2010 = 100","98.613"
"Agricultural Input and Output Price Indices","2008M03","Electricity","Base 2010 = 100","95.325"
"Agricultural Input and Output Price Indices","2008M03","Motor fuel","Base 2010 = 100","99.707"
"Agricultural Input and Output Price Indices","2008M03","Lubricants","Base 2010 = 100","94.043"
"Agricultural Input and Output Price Indices","2008M03","Fertilisers","Base 2010 = 100","128.248"
"Agricultural Input and Output Price Indices","2008M03","Straight fertilisers","Base 2010 = 100","135.751"
"Agricultural Input and Output Price Indices","2008M03","Compound fertilisers","Base 2010 = 100","123.988"
"Agricultural Input and Output Price Indices","2008M03","PK fertilisers","Base 2010 = 100","104.354"
"Agricultural Input and Output Price Indices","2008M03","NPK fertilisers","Base 2010 = 100","124.429"
"Agricultural Input and Output Price Indices","2008M03","Other fertilisers","Base 2010 = 100","102.039"
"Agricultural Input and Output Price Indices","2008M03","Plant protection products","Base 2010 = 100","94.866"
"Agricultural Input and Output Price Indices","2008M03","Veterinary expenses","Base 2010 = 100","97.642"
"Agricultural Input and Output Price Indices","2008M03","Feeding stuffs","Base 2010 = 100","116.566"
"Agricultural Input and Output Price Indices","2008M03","Straight feeding stuffs","Base 2010 = 100","136.206"
"Agricultural Input and Output Price Indices","2008M03","Compound feeding stuffs","Base 2010 = 100","114.457"
"Agricultural Input and Output Price Indices","2008M03","Compound feeding stuffs for calves","Base 2010 = 100","112.477"
"Agricultural Input and Output Price Indices","2008M03","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","116.059"
"Agricultural Input and Output Price Indices","2008M03","Compound feeding stuffs for pigs","Base 2010 = 100","116.138"
"Agricultural Input and Output Price Indices","2008M03","Compound feeding stuffs for poultry","Base 2010 = 100","108.56"
"Agricultural Input and Output Price Indices","2008M03","Other compound feeding stuffs","Base 2010 = 100","116.746"
"Agricultural Input and Output Price Indices","2008M03","Maintenance of materials and buildings","Base 2010 = 100","100.345"
"Agricultural Input and Output Price Indices","2008M03","Other goods and services","Base 2010 = 100","93.574"
"Agricultural Input and Output Price Indices","2008M04","Agricultural output price index","Base 2010 = 100","113.793"
"Agricultural Input and Output Price Indices","2008M04","Crop output","Base 2010 = 100","127.485"
"Agricultural Input and Output Price Indices","2008M04","Cereals including seeds","Base 2010 = 100","158.256"
"Agricultural Input and Output Price Indices","2008M04","Vegetables","Base 2010 = 100","99.19"
"Agricultural Input and Output Price Indices","2008M04","Potatoes including seeds","Base 2010 = 100","109.58"
"Agricultural Input and Output Price Indices","2008M04","Animal output","Base 2010 = 100","112.009"
"Agricultural Input and Output Price Indices","2008M04","Animals","Base 2010 = 100","109.174"
"Agricultural Input and Output Price Indices","2008M04","Cattle","Base 2010 = 100","112.778"
"Agricultural Input and Output Price Indices","2008M04","Cattle excluding calves","Base 2010 = 100","112.701"
"Agricultural Input and Output Price Indices","2008M04","Calves","Base 2010 = 100","118.56"
"Agricultural Input and Output Price Indices","2008M04","Pigs","Base 2010 = 100","105.655"
"Agricultural Input and Output Price Indices","2008M04","Sheep","Base 2010 = 100","88.56"
"Agricultural Input and Output Price Indices","2008M04","Poultry","Base 2010 = 100","99.389"
"Agricultural Input and Output Price Indices","2008M04","Animal products","Base 2010 = 100","116.309"
"Agricultural Input and Output Price Indices","2008M04","Milk","Base 2010 = 100","116.519"
"Agricultural Input and Output Price Indices","2008M04","Eggs","Base 2010 = 100","112.737"
"Agricultural Input and Output Price Indices","2008M04","Wool","Base 2010 = 100","89.607"
"Agricultural Input and Output Price Indices","2008M04","Agricultural input price index","Base 2010 = 100","110.561"
"Agricultural Input and Output Price Indices","2008M04","Seeds","Base 2010 = 100","108.91"
"Agricultural Input and Output Price Indices","2008M04","Energy","Base 2010 = 100","99.49"
"Agricultural Input and Output Price Indices","2008M04","Electricity","Base 2010 = 100","95.325"
"Agricultural Input and Output Price Indices","2008M04","Motor fuel","Base 2010 = 100","100.822"
"Agricultural Input and Output Price Indices","2008M04","Lubricants","Base 2010 = 100","94.841"
"Agricultural Input and Output Price Indices","2008M04","Fertilisers","Base 2010 = 100","137.989"
"Agricultural Input and Output Price Indices","2008M04","Straight fertilisers","Base 2010 = 100","147.113"
