"Statistic","Month","Agricultural Product","UNIT","VALUE"
"Agricultural Input and Output Price Indices","2014M08","Fertilisers","Base 2010 = 100","120.656"
"Agricultural Input and Output Price Indices","2014M08","Straight fertilisers","Base 2010 = 100","124.388"
"Agricultural Input and Output Price Indices","2014M08","Compound fertilisers","Base 2010 = 100","118.796"
"Agricultural Input and Output Price Indices","2014M08","PK fertilisers","Base 2010 = 100","105.811"
"Agricultural Input and Output Price Indices","2014M08","NPK fertilisers","Base 2010 = 100","119.088"
"Agricultural Input and Output Price Indices","2014M08","Other fertilisers","Base 2010 = 100","104.397"
"Agricultural Input and Output Price Indices","2014M08","Plant protection products","Base 2010 = 100","99.129"
"Agricultural Input and Output Price Indices","2014M08","Veterinary expenses","Base 2010 = 100","102.461"
"Agricultural Input and Output Price Indices","2014M08","Feeding stuffs","Base 2010 = 100","125.115"
"Agricultural Input and Output Price Indices","2014M08","Straight feeding stuffs","Base 2010 = 100","117.093"
"Agricultural Input and Output Price Indices","2014M08","Compound feeding stuffs","Base 2010 = 100","125.976"
"Agricultural Input and Output Price Indices","2014M08","Compound feeding stuffs for calves","Base 2010 = 100","129.51"
"Agricultural Input and Output Price Indices","2014M08","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","125.773"
"Agricultural Input and Output Price Indices","2014M08","Compound feeding stuffs for pigs","Base 2010 = 100","132.029"
"Agricultural Input and Output Price Indices","2014M08","Compound feeding stuffs for poultry","Base 2010 = 100","122.101"
"Agricultural Input and Output Price Indices","2014M08","Other compound feeding stuffs","Base 2010 = 100","119.92"
"Agricultural Input and Output Price Indices","2014M08","Maintenance of materials and buildings","Base 2010 = 100","98.429"
"Agricultural Input and Output Price Indices","2014M08","Other goods and services","Base 2010 = 100","105.729"
"Agricultural Input and Output Price Indices","2014M09","Agricultural output price index","Base 2010 = 100","114.35"
"Agricultural Input and Output Price Indices","2014M09","Crop output","Base 2010 = 100","107.779"
"Agricultural Input and Output Price Indices","2014M09","Cereals including seeds","Base 2010 = 100","112.193"
"Agricultural Input and Output Price Indices","2014M09","Vegetables","Base 2010 = 100","104.36"
"Agricultural Input and Output Price Indices","2014M09","Potatoes including seeds","Base 2010 = 100","103.76"
"Agricultural Input and Output Price Indices","2014M09","Animal output","Base 2010 = 100","115.206"
"Agricultural Input and Output Price Indices","2014M09","Animals","Base 2010 = 100","119.746"
"Agricultural Input and Output Price Indices","2014M09","Cattle","Base 2010 = 100","121.963"
"Agricultural Input and Output Price Indices","2014M09","Cattle excluding calves","Base 2010 = 100","120.645"
"Agricultural Input and Output Price Indices","2014M09","Calves","Base 2010 = 100","221.24"
"Agricultural Input and Output Price Indices","2014M09","Pigs","Base 2010 = 100","121.997"
"Agricultural Input and Output Price Indices","2014M09","Sheep","Base 2010 = 100","98.44"
"Agricultural Input and Output Price Indices","2014M09","Poultry","Base 2010 = 100","113.486"
"Agricultural Input and Output Price Indices","2014M09","Animal products","Base 2010 = 100","108.321"
"Agricultural Input and Output Price Indices","2014M09","Milk","Base 2010 = 100","108.118"
"Agricultural Input and Output Price Indices","2014M09","Eggs","Base 2010 = 100","105.863"
"Agricultural Input and Output Price Indices","2014M09","Wool","Base 2010 = 100","169.067"
"Agricultural Input and Output Price Indices","2014M09","Agricultural input price index","Base 2010 = 100","114.284"
"Agricultural Input and Output Price Indices","2014M09","Seeds","Base 2010 = 100","118.447"
"Agricultural Input and Output Price Indices","2014M09","Energy","Base 2010 = 100","122.202"
"Agricultural Input and Output Price Indices","2014M09","Electricity","Base 2010 = 100","129.417"
"Agricultural Input and Output Price Indices","2014M09","Motor fuel","Base 2010 = 100","120.959"
"Agricultural Input and Output Price Indices","2014M09","Lubricants","Base 2010 = 100","107.692"
"Agricultural Input and Output Price Indices","2014M09","Fertilisers","Base 2010 = 100","120.913"
"Agricultural Input and Output Price Indices","2014M09","Straight fertilisers","Base 2010 = 100","124.599"
"Agricultural Input and Output Price Indices","2014M09","Compound fertilisers","Base 2010 = 100","119.112"
"Agricultural Input and Output Price Indices","2014M09","PK fertilisers","Base 2010 = 100","104.423"
"Agricultural Input and Output Price Indices","2014M09","NPK fertilisers","Base 2010 = 100","119.442"
"Agricultural Input and Output Price Indices","2014M09","Other fertilisers","Base 2010 = 100","104.397"
"Agricultural Input and Output Price Indices","2014M09","Plant protection products","Base 2010 = 100","99.129"
"Agricultural Input and Output Price Indices","2014M09","Veterinary expenses","Base 2010 = 100","102.461"
"Agricultural Input and Output Price Indices","2014M09","Feeding stuffs","Base 2010 = 100","120.763"
"Agricultural Input and Output Price Indices","2014M09","Straight feeding stuffs","Base 2010 = 100","107.244"
"Agricultural Input and Output Price Indices","2014M09","Compound feeding stuffs","Base 2010 = 100","122.214"
"Agricultural Input and Output Price Indices","2014M09","Compound feeding stuffs for calves","Base 2010 = 100","119.535"
"Agricultural Input and Output Price Indices","2014M09","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","122.538"
"Agricultural Input and Output Price Indices","2014M09","Compound feeding stuffs for pigs","Base 2010 = 100","126.58"
"Agricultural Input and Output Price Indices","2014M09","Compound feeding stuffs for poultry","Base 2010 = 100","119.71"
"Agricultural Input and Output Price Indices","2014M09","Other compound feeding stuffs","Base 2010 = 100","115.949"
"Agricultural Input and Output Price Indices","2014M09","Maintenance of materials and buildings","Base 2010 = 100","98.573"
"Agricultural Input and Output Price Indices","2014M09","Other goods and services","Base 2010 = 100","105.822"
"Agricultural Input and Output Price Indices","2014M10","Agricultural output price index","Base 2010 = 100","115.932"
"Agricultural Input and Output Price Indices","2014M10","Crop output","Base 2010 = 100","105.449"
"Agricultural Input and Output Price Indices","2014M10","Cereals including seeds","Base 2010 = 100","112.193"
"Agricultural Input and Output Price Indices","2014M10","Vegetables","Base 2010 = 100","103.93"
"Agricultural Input and Output Price Indices","2014M10","Potatoes including seeds","Base 2010 = 100","90.93"
"Agricultural Input and Output Price Indices","2014M10","Animal output","Base 2010 = 100","117.298"
"Agricultural Input and Output Price Indices","2014M10","Animals","Base 2010 = 100","120.93"
"Agricultural Input and Output Price Indices","2014M10","Cattle","Base 2010 = 100","124.288"
"Agricultural Input and Output Price Indices","2014M10","Cattle excluding calves","Base 2010 = 100","122.787"
"Agricultural Input and Output Price Indices","2014M10","Calves","Base 2010 = 100","237.32"
"Agricultural Input and Output Price Indices","2014M10","Pigs","Base 2010 = 100","117.815"
"Agricultural Input and Output Price Indices","2014M10","Sheep","Base 2010 = 100","100.42"
"Agricultural Input and Output Price Indices","2014M10","Poultry","Base 2010 = 100","113.136"
"Agricultural Input and Output Price Indices","2014M10","Animal products","Base 2010 = 100","111.789"
"Agricultural Input and Output Price Indices","2014M10","Milk","Base 2010 = 100","111.692"
"Agricultural Input and Output Price Indices","2014M10","Eggs","Base 2010 = 100","105.863"
"Agricultural Input and Output Price Indices","2014M10","Wool","Base 2010 = 100","169.067"
"Agricultural Input and Output Price Indices","2014M10","Agricultural input price index","Base 2010 = 100","112.589"
"Agricultural Input and Output Price Indices","2014M10","Seeds","Base 2010 = 100","117.715"
"Agricultural Input and Output Price Indices","2014M10","Energy","Base 2010 = 100","120.628"
"Agricultural Input and Output Price Indices","2014M10","Electricity","Base 2010 = 100","132.396"
"Agricultural Input and Output Price Indices","2014M10","Motor fuel","Base 2010 = 100","118.126"
"Agricultural Input and Output Price Indices","2014M10","Lubricants","Base 2010 = 100","107.039"
"Agricultural Input and Output Price Indices","2014M10","Fertilisers","Base 2010 = 100","120.872"
"Agricultural Input and Output Price Indices","2014M10","Straight fertilisers","Base 2010 = 100","124.29"
"Agricultural Input and Output Price Indices","2014M10","Compound fertilisers","Base 2010 = 100","119.296"
"Agricultural Input and Output Price Indices","2014M10","PK fertilisers","Base 2010 = 100","104.458"
"Agricultural Input and Output Price Indices","2014M10","NPK fertilisers","Base 2010 = 100","119.629"
"Agricultural Input and Output Price Indices","2014M10","Other fertilisers","Base 2010 = 100","104.397"
"Agricultural Input and Output Price Indices","2014M10","Plant protection products","Base 2010 = 100","99.129"
"Agricultural Input and Output Price Indices","2014M10","Veterinary expenses","Base 2010 = 100","102.461"
"Agricultural Input and Output Price Indices","2014M10","Feeding stuffs","Base 2010 = 100","116.466"
"Agricultural Input and Output Price Indices","2014M10","Straight feeding stuffs","Base 2010 = 100","104.147"
"Agricultural Input and Output Price Indices","2014M10","Compound feeding stuffs","Base 2010 = 100","117.789"
"Agricultural Input and Output Price Indices","2014M10","Compound feeding stuffs for calves","Base 2010 = 100","111.573"
"Agricultural Input and Output Price Indices","2014M10","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","115.127"
"Agricultural Input and Output Price Indices","2014M10","Compound feeding stuffs for pigs","Base 2010 = 100","126.58"
"Agricultural Input and Output Price Indices","2014M10","Compound feeding stuffs for poultry","Base 2010 = 100","119.71"
"Agricultural Input and Output Price Indices","2014M10","Other compound feeding stuffs","Base 2010 = 100","111.523"
"Agricultural Input and Output Price Indices","2014M10","Maintenance of materials and buildings","Base 2010 = 100","98.59"
"Agricultural Input and Output Price Indices","2014M10","Other goods and services","Base 2010 = 100","106.197"
"Agricultural Input and Output Price Indices","2014M11","Agricultural output price index","Base 2010 = 100","116.81"
"Agricultural Input and Output Price Indices","2014M11","Crop output","Base 2010 = 100","103.533"
"Agricultural Input and Output Price Indices","2014M11","Cereals including seeds","Base 2010 = 100","112.193"
"Agricultural Input and Output Price Indices","2014M11","Vegetables","Base 2010 = 100","103.65"
"Agricultural Input and Output Price Indices","2014M11","Potatoes including seeds","Base 2010 = 100","80.21"
"Agricultural Input and Output Price Indices","2014M11","Animal output","Base 2010 = 100","118.54"
"Agricultural Input and Output Price Indices","2014M11","Animals","Base 2010 = 100","122.785"
"Agricultural Input and Output Price Indices","2014M11","Cattle","Base 2010 = 100","126.869"
"Agricultural Input and Output Price Indices","2014M11","Cattle excluding calves","Base 2010 = 100","125.946"
"Agricultural Input and Output Price Indices","2014M11","Calves","Base 2010 = 100","196.39"
"Agricultural Input and Output Price Indices","2014M11","Pigs","Base 2010 = 100","114.514"
"Agricultural Input and Output Price Indices","2014M11","Sheep","Base 2010 = 100","106.59"
"Agricultural Input and Output Price Indices","2014M11","Poultry","Base 2010 = 100","113.543"
"Agricultural Input and Output Price Indices","2014M11","Animal products","Base 2010 = 100","112.102"
"Agricultural Input and Output Price Indices","2014M11","Milk","Base 2010 = 100","112.045"
"Agricultural Input and Output Price Indices","2014M11","Eggs","Base 2010 = 100","104.719"
"Agricultural Input and Output Price Indices","2014M11","Wool","Base 2010 = 100","169.067"
"Agricultural Input and Output Price Indices","2014M11","Agricultural input price index","Base 2010 = 100","111.932"
"Agricultural Input and Output Price Indices","2014M11","Seeds","Base 2010 = 100","117.715"
"Agricultural Input and Output Price Indices","2014M11","Energy","Base 2010 = 100","117.994"
"Agricultural Input and Output Price Indices","2014M11","Electricity","Base 2010 = 100","130.836"
"Agricultural Input and Output Price Indices","2014M11","Motor fuel","Base 2010 = 100","115.063"
"Agricultural Input and Output Price Indices","2014M11","Lubricants","Base 2010 = 100","107.396"
"Agricultural Input and Output Price Indices","2014M11","Fertilisers","Base 2010 = 100","121.497"
"Agricultural Input and Output Price Indices","2014M11","Straight fertilisers","Base 2010 = 100","125.127"
"Agricultural Input and Output Price Indices","2014M11","Compound fertilisers","Base 2010 = 100","119.792"
"Agricultural Input and Output Price Indices","2014M11","PK fertilisers","Base 2010 = 100","104.715"
"Agricultural Input and Output Price Indices","2014M11","NPK fertilisers","Base 2010 = 100","120.13"
"Agricultural Input and Output Price Indices","2014M11","Other fertilisers","Base 2010 = 100","104.397"
"Agricultural Input and Output Price Indices","2014M11","Plant protection products","Base 2010 = 100","99.129"
"Agricultural Input and Output Price Indices","2014M11","Veterinary expenses","Base 2010 = 100","102.461"
"Agricultural Input and Output Price Indices","2014M11","Feeding stuffs","Base 2010 = 100","115.429"
"Agricultural Input and Output Price Indices","2014M11","Straight feeding stuffs","Base 2010 = 100","104.311"
"Agricultural Input and Output Price Indices","2014M11","Compound feeding stuffs","Base 2010 = 100","116.623"
"Agricultural Input and Output Price Indices","2014M11","Compound feeding stuffs for calves","Base 2010 = 100","111.573"
"Agricultural Input and Output Price Indices","2014M11","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","112.898"
"Agricultural Input and Output Price Indices","2014M11","Compound feeding stuffs for pigs","Base 2010 = 100","126.58"
"Agricultural Input and Output Price Indices","2014M11","Compound feeding stuffs for poultry","Base 2010 = 100","119.71"
"Agricultural Input and Output Price Indices","2014M11","Other compound feeding stuffs","Base 2010 = 100","111.523"
"Agricultural Input and Output Price Indices","2014M11","Maintenance of materials and buildings","Base 2010 = 100","98.108"
"Agricultural Input and Output Price Indices","2014M11","Other goods and services","Base 2010 = 100","106.327"
"Agricultural Input and Output Price Indices","2014M12","Agricultural output price index","Base 2010 = 100","118.462"
"Agricultural Input and Output Price Indices","2014M12","Crop output","Base 2010 = 100","102.018"
"Agricultural Input and Output Price Indices","2014M12","Cereals including seeds","Base 2010 = 100","112.193"
"Agricultural Input and Output Price Indices","2014M12","Vegetables","Base 2010 = 100","103.17"
"Agricultural Input and Output Price Indices","2014M12","Potatoes including seeds","Base 2010 = 100","72.32"
"Agricultural Input and Output Price Indices","2014M12","Animal output","Base 2010 = 100","120.604"
"Agricultural Input and Output Price Indices","2014M12","Animals","Base 2010 = 100","125.534"
"Agricultural Input and Output Price Indices","2014M12","Cattle","Base 2010 = 100","131.128"
"Agricultural Input and Output Price Indices","2014M12","Cattle excluding calves","Base 2010 = 100","129.996"
"Agricultural Input and Output Price Indices","2014M12","Calves","Base 2010 = 100","216.39"
"Agricultural Input and Output Price Indices","2014M12","Pigs","Base 2010 = 100","110.716"
"Agricultural Input and Output Price Indices","2014M12","Sheep","Base 2010 = 100","110.34"
"Agricultural Input and Output Price Indices","2014M12","Poultry","Base 2010 = 100","112.824"
"Agricultural Input and Output Price Indices","2014M12","Animal products","Base 2010 = 100","113.128"
"Agricultural Input and Output Price Indices","2014M12","Milk","Base 2010 = 100","113.126"
"Agricultural Input and Output Price Indices","2014M12","Eggs","Base 2010 = 100","103.822"
"Agricultural Input and Output Price Indices","2014M12","Wool","Base 2010 = 100","169.067"
"Agricultural Input and Output Price Indices","2014M12","Agricultural input price index","Base 2010 = 100","111.621"
"Agricultural Input and Output Price Indices","2014M12","Seeds","Base 2010 = 100","117.715"
"Agricultural Input and Output Price Indices","2014M12","Energy","Base 2010 = 100","113.048"
"Agricultural Input and Output Price Indices","2014M12","Electricity","Base 2010 = 100","130.836"
"Agricultural Input and Output Price Indices","2014M12","Motor fuel","Base 2010 = 100","108.56"
"Agricultural Input and Output Price Indices","2014M12","Lubricants","Base 2010 = 100","107.479"
"Agricultural Input and Output Price Indices","2014M12","Fertilisers","Base 2010 = 100","121.882"
"Agricultural Input and Output Price Indices","2014M12","Straight fertilisers","Base 2010 = 100","125.645"
"Agricultural Input and Output Price Indices","2014M12","Compound fertilisers","Base 2010 = 100","120.094"
"Agricultural Input and Output Price Indices","2014M12","PK fertilisers","Base 2010 = 100","104.48"
"Agricultural Input and Output Price Indices","2014M12","NPK fertilisers","Base 2010 = 100","120.444"
"Agricultural Input and Output Price Indices","2014M12","Other fertilisers","Base 2010 = 100","104.397"
"Agricultural Input and Output Price Indices","2014M12","Plant protection products","Base 2010 = 100","99.129"
"Agricultural Input and Output Price Indices","2014M12","Veterinary expenses","Base 2010 = 100","102.461"
"Agricultural Input and Output Price Indices","2014M12","Feeding stuffs","Base 2010 = 100","116.101"
"Agricultural Input and Output Price Indices","2014M12","Straight feeding stuffs","Base 2010 = 100","106.488"
"Agricultural Input and Output Price Indices","2014M12","Compound feeding stuffs","Base 2010 = 100","117.134"
"Agricultural Input and Output Price Indices","2014M12","Compound feeding stuffs for calves","Base 2010 = 100","112.837"
"Agricultural Input and Output Price Indices","2014M12","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","112.901"
"Agricultural Input and Output Price Indices","2014M12","Compound feeding stuffs for pigs","Base 2010 = 100","131.63"
"Agricultural Input and Output Price Indices","2014M12","Compound feeding stuffs for poultry","Base 2010 = 100","117.989"
"Agricultural Input and Output Price Indices","2014M12","Other compound feeding stuffs","Base 2010 = 100","109.662"
"Agricultural Input and Output Price Indices","2014M12","Maintenance of materials and buildings","Base 2010 = 100","98.139"
"Agricultural Input and Output Price Indices","2014M12","Other goods and services","Base 2010 = 100","106.44"
"Agricultural Input and Output Price Indices","2015M01","Agricultural output price index","Base 2010 = 100","120.136"
"Agricultural Input and Output Price Indices","2015M01","Crop output","Base 2010 = 100","102.685"
"Agricultural Input and Output Price Indices","2015M01","Cereals including seeds","Base 2010 = 100","112.193"
"Agricultural Input and Output Price Indices","2015M01","Vegetables","Base 2010 = 100","103.59"
"Agricultural Input and Output Price Indices","2015M01","Potatoes including seeds","Base 2010 = 100","75.32"
"Agricultural Input and Output Price Indices","2015M01","Animal output","Base 2010 = 100","122.409"
"Agricultural Input and Output Price Indices","2015M01","Animals","Base 2010 = 100","129.211"
"Agricultural Input and Output Price Indices","2015M01","Cattle","Base 2010 = 100","137.368"
"Agricultural Input and Output Price Indices","2015M01","Cattle excluding calves","Base 2010 = 100","136.799"
"Agricultural Input and Output Price Indices","2015M01","Calves","Base 2010 = 100","180.25"
"Agricultural Input and Output Price Indices","2015M01","Pigs","Base 2010 = 100","105.466"
"Agricultural Input and Output Price Indices","2015M01","Sheep","Base 2010 = 100","109.78"
"Agricultural Input and Output Price Indices","2015M01","Poultry","Base 2010 = 100","112.786"
"Agricultural Input and Output Price Indices","2015M01","Animal products","Base 2010 = 100","112.093"
"Agricultural Input and Output Price Indices","2015M01","Milk","Base 2010 = 100","112.059"
"Agricultural Input and Output Price Indices","2015M01","Eggs","Base 2010 = 100","103.822"
"Agricultural Input and Output Price Indices","2015M01","Wool","Base 2010 = 100","169.067"
"Agricultural Input and Output Price Indices","2015M01","Agricultural input price index","Base 2010 = 100","111.152"
"Agricultural Input and Output Price Indices","2015M01","Seeds","Base 2010 = 100","117.715"
"Agricultural Input and Output Price Indices","2015M01","Energy","Base 2010 = 100","104.911"
"Agricultural Input and Output Price Indices","2015M01","Electricity","Base 2010 = 100","130.836"
"Agricultural Input and Output Price Indices","2015M01","Motor fuel","Base 2010 = 100","97.874"
"Agricultural Input and Output Price Indices","2015M01","Lubricants","Base 2010 = 100","107.319"
"Agricultural Input and Output Price Indices","2015M01","Fertilisers","Base 2010 = 100","122.51"
"Agricultural Input and Output Price Indices","2015M01","Straight fertilisers","Base 2010 = 100","126.477"
"Agricultural Input and Output Price Indices","2015M01","Compound fertilisers","Base 2010 = 100","120.6"
"Agricultural Input and Output Price Indices","2015M01","PK fertilisers","Base 2010 = 100","105.524"
"Agricultural Input and Output Price Indices","2015M01","NPK fertilisers","Base 2010 = 100","120.938"
"Agricultural Input and Output Price Indices","2015M01","Other fertilisers","Base 2010 = 100","104.397"
"Agricultural Input and Output Price Indices","2015M01","Plant protection products","Base 2010 = 100","99.129"
"Agricultural Input and Output Price Indices","2015M01","Veterinary expenses","Base 2010 = 100","103.728"
"Agricultural Input and Output Price Indices","2015M01","Feeding stuffs","Base 2010 = 100","116.549"
"Agricultural Input and Output Price Indices","2015M01","Straight feeding stuffs","Base 2010 = 100","108.819"
"Agricultural Input and Output Price Indices","2015M01","Compound feeding stuffs","Base 2010 = 100","117.379"
"Agricultural Input and Output Price Indices","2015M01","Compound feeding stuffs for calves","Base 2010 = 100","116.47"
"Agricultural Input and Output Price Indices","2015M01","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","113.341"
"Agricultural Input and Output Price Indices","2015M01","Compound feeding stuffs for pigs","Base 2010 = 100","130.42"
"Agricultural Input and Output Price Indices","2015M01","Compound feeding stuffs for poultry","Base 2010 = 100","118.435"
"Agricultural Input and Output Price Indices","2015M01","Other compound feeding stuffs","Base 2010 = 100","109.765"
"Agricultural Input and Output Price Indices","2015M01","Maintenance of materials and buildings","Base 2010 = 100","98.076"
"Agricultural Input and Output Price Indices","2015M01","Other goods and services","Base 2010 = 100","108.066"
"Agricultural Input and Output Price Indices","2015M02","Agricultural output price index","Base 2010 = 100","121.961"
"Agricultural Input and Output Price Indices","2015M02","Crop output","Base 2010 = 100","101.854"
"Agricultural Input and Output Price Indices","2015M02","Cereals including seeds","Base 2010 = 100","112.193"
"Agricultural Input and Output Price Indices","2015M02","Vegetables","Base 2010 = 100","101.52"
"Agricultural Input and Output Price Indices","2015M02","Potatoes including seeds","Base 2010 = 100","75.08"
"Agricultural Input and Output Price Indices","2015M02","Animal output","Base 2010 = 100","124.581"
"Agricultural Input and Output Price Indices","2015M02","Animals","Base 2010 = 100","132.031"
"Agricultural Input and Output Price Indices","2015M02","Cattle","Base 2010 = 100","140.984"
"Agricultural Input and Output Price Indices","2015M02","Cattle excluding calves","Base 2010 = 100","141.187"
"Agricultural Input and Output Price Indices","2015M02","Calves","Base 2010 = 100","125.71"
"Agricultural Input and Output Price Indices","2015M02","Pigs","Base 2010 = 100","105.337"
"Agricultural Input and Output Price Indices","2015M02","Sheep","Base 2010 = 100","113.35"
"Agricultural Input and Output Price Indices","2015M02","Poultry","Base 2010 = 100","112.123"
"Agricultural Input and Output Price Indices","2015M02","Animal products","Base 2010 = 100","113.282"
"Agricultural Input and Output Price Indices","2015M02","Milk","Base 2010 = 100","113.25"
"Agricultural Input and Output Price Indices","2015M02","Eggs","Base 2010 = 100","105.136"
"Agricultural Input and Output Price Indices","2015M02","Wool","Base 2010 = 100","169.067"
"Agricultural Input and Output Price Indices","2015M02","Agricultural input price index","Base 2010 = 100","111.815"
"Agricultural Input and Output Price Indices","2015M02","Seeds","Base 2010 = 100","117.715"
"Agricultural Input and Output Price Indices","2015M02","Energy","Base 2010 = 100","106.345"
"Agricultural Input and Output Price Indices","2015M02","Electricity","Base 2010 = 100","130.836"
"Agricultural Input and Output Price Indices","2015M02","Motor fuel","Base 2010 = 100","99.745"
"Agricultural Input and Output Price Indices","2015M02","Lubricants","Base 2010 = 100","107.604"
"Agricultural Input and Output Price Indices","2015M02","Fertilisers","Base 2010 = 100","123.69"
"Agricultural Input and Output Price Indices","2015M02","Straight fertilisers","Base 2010 = 100","128.207"
"Agricultural Input and Output Price Indices","2015M02","Compound fertilisers","Base 2010 = 100","121.407"
"Agricultural Input and Output Price Indices","2015M02","PK fertilisers","Base 2010 = 100","104.815"
"Agricultural Input and Output Price Indices","2015M02","NPK fertilisers","Base 2010 = 100","121.78"
"Agricultural Input and Output Price Indices","2015M02","Other fertilisers","Base 2010 = 100","104.397"
"Agricultural Input and Output Price Indices","2015M02","Plant protection products","Base 2010 = 100","99.129"
"Agricultural Input and Output Price Indices","2015M02","Veterinary expenses","Base 2010 = 100","103.728"
"Agricultural Input and Output Price Indices","2015M02","Feeding stuffs","Base 2010 = 100","117.092"
"Agricultural Input and Output Price Indices","2015M02","Straight feeding stuffs","Base 2010 = 100","108.536"
"Agricultural Input and Output Price Indices","2015M02","Compound feeding stuffs","Base 2010 = 100","118.011"
"Agricultural Input and Output Price Indices","2015M02","Compound feeding stuffs for calves","Base 2010 = 100","118.54"
"Agricultural Input and Output Price Indices","2015M02","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","113.326"
"Agricultural Input and Output Price Indices","2015M02","Compound feeding stuffs for pigs","Base 2010 = 100","131.427"
"Agricultural Input and Output Price Indices","2015M02","Compound feeding stuffs for poultry","Base 2010 = 100","119.526"
"Agricultural Input and Output Price Indices","2015M02","Other compound feeding stuffs","Base 2010 = 100","112.594"
"Agricultural Input and Output Price Indices","2015M02","Maintenance of materials and buildings","Base 2010 = 100","98.201"
"Agricultural Input and Output Price Indices","2015M02","Other goods and services","Base 2010 = 100","108.861"
"Agricultural Input and Output Price Indices","2015M03","Agricultural output price index","Base 2010 = 100","119.121"
"Agricultural Input and Output Price Indices","2015M03","Crop output","Base 2010 = 100","101.285"
"Agricultural Input and Output Price Indices","2015M03","Cereals including seeds","Base 2010 = 100","112.193"
"Agricultural Input and Output Price Indices","2015M03","Vegetables","Base 2010 = 100","100.35"
"Agricultural Input and Output Price Indices","2015M03","Potatoes including seeds","Base 2010 = 100","74.36"
"Agricultural Input and Output Price Indices","2015M03","Animal output","Base 2010 = 100","121.445"
"Agricultural Input and Output Price Indices","2015M03","Animals","Base 2010 = 100","133.167"
"Agricultural Input and Output Price Indices","2015M03","Cattle","Base 2010 = 100","140.391"
"Agricultural Input and Output Price Indices","2015M03","Cattle excluding calves","Base 2010 = 100","140.48"
"Agricultural Input and Output Price Indices","2015M03","Calves","Base 2010 = 100","133.64"
"Agricultural Input and Output Price Indices","2015M03","Pigs","Base 2010 = 100","111.116"
"Agricultural Input and Output Price Indices","2015M03","Sheep","Base 2010 = 100","122.81"
"Agricultural Input and Output Price Indices","2015M03","Poultry","Base 2010 = 100","112.085"
"Agricultural Input and Output Price Indices","2015M03","Animal products","Base 2010 = 100","103.667"
"Agricultural Input and Output Price Indices","2015M03","Milk","Base 2010 = 100","103.34"
"Agricultural Input and Output Price Indices","2015M03","Eggs","Base 2010 = 100","105.186"
"Agricultural Input and Output Price Indices","2015M03","Wool","Base 2010 = 100","169.067"
"Agricultural Input and Output Price Indices","2015M03","Agricultural input price index","Base 2010 = 100","112.485"
"Agricultural Input and Output Price Indices","2015M03","Seeds","Base 2010 = 100","116.1"
"Agricultural Input and Output Price Indices","2015M03","Energy","Base 2010 = 100","110.17"
"Agricultural Input and Output Price Indices","2015M03","Electricity","Base 2010 = 100","130.369"
"Agricultural Input and Output Price Indices","2015M03","Motor fuel","Base 2010 = 100","104.894"
"Agricultural Input and Output Price Indices","2015M03","Lubricants","Base 2010 = 100","107.65"
"Agricultural Input and Output Price Indices","2015M03","Fertilisers","Base 2010 = 100","124.194"
"Agricultural Input and Output Price Indices","2015M03","Straight fertilisers","Base 2010 = 100","128.992"
"Agricultural Input and Output Price Indices","2015M03","Compound fertilisers","Base 2010 = 100","121.713"
"Agricultural Input and Output Price Indices","2015M03","PK fertilisers","Base 2010 = 100","105.1"
"Agricultural Input and Output Price Indices","2015M03","NPK fertilisers","Base 2010 = 100","122.086"
"Agricultural Input and Output Price Indices","2015M03","Other fertilisers","Base 2010 = 100","104.397"
"Agricultural Input and Output Price Indices","2015M03","Plant protection products","Base 2010 = 100","99.338"
"Agricultural Input and Output Price Indices","2015M03","Veterinary expenses","Base 2010 = 100","103.728"
"Agricultural Input and Output Price Indices","2015M03","Feeding stuffs","Base 2010 = 100","117.006"
"Agricultural Input and Output Price Indices","2015M03","Straight feeding stuffs","Base 2010 = 100","108.946"
"Agricultural Input and Output Price Indices","2015M03","Compound feeding stuffs","Base 2010 = 100","117.872"
"Agricultural Input and Output Price Indices","2015M03","Compound feeding stuffs for calves","Base 2010 = 100","118.82"
"Agricultural Input and Output Price Indices","2015M03","Compound feeding stuffs for cattle excluding calves","Base 2010 = 100","114.059"
"Agricultural Input and Output Price Indices","2015M03","Compound feeding stuffs for pigs","Base 2010 = 100","130.41"
"Agricultural Input and Output Price Indices","2015M03","Compound feeding stuffs for poultry","Base 2010 = 100","117.791"
"Agricultural Input and Output Price Indices","2015M03","Other compound feeding stuffs","Base 2010 = 100","112.63"
"Agricultural Input and Output Price Indices","2015M03","Maintenance of materials and buildings","Base 2010 = 100","98.376"
"Agricultural Input and Output Price Indices","2015M03","Other goods and services","Base 2010 = 100","110.012"
"Agricultural Input and Output Price Indices","2015M04","Agricultural output price index","Base 2010 = 100","119.547"
"Agricultural Input and Output Price Indices","2015M04","Crop output","Base 2010 = 100","101.285"
"Agricultural Input and Output Price Indices","2015M04","Cereals including seeds","Base 2010 = 100","112.193"
"Agricultural Input and Output Price Indices","2015M04","Vegetables","Base 2010 = 100","100.46"
