"Statistic","Month","Agricultural Product","UNIT","VALUE"
"Agricultural Input and Output Prices Indices","1998M04","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","105.1"
"Agricultural Input and Output Prices Indices","1998M04","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","100"
"Agricultural Input and Output Prices Indices","1998M04","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","98.3"
"Agricultural Input and Output Prices Indices","1998M04","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","100.2"
"Agricultural Input and Output Prices Indices","1998M04","All Fertilisers  (Input)","Base 2000=100","91.3"
"Agricultural Input and Output Prices Indices","1998M04","Straight Fertilisers  (Input)","Base 2000=100","88.4"
"Agricultural Input and Output Prices Indices","1998M04","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","93.6"
"Agricultural Input and Output Prices Indices","1998M04","Compound Fertilisers - P.K. (Input)","Base 2000=100","85.8"
"Agricultural Input and Output Prices Indices","1998M04","All Energy (Input)","Base 2000=100","76.3"
"Agricultural Input and Output Prices Indices","1998M04","Energy - Motor Fuels  (Input)","Base 2000=100","70.9"
"Agricultural Input and Output Prices Indices","1998M04","Energy - Electricity  (Input)","Base 2000=100","100"
"Agricultural Input and Output Prices Indices","1998M04","Other Products  (Input)","Base 2000=100","93.4"
"Agricultural Input and Output Prices Indices","1998M04","Seeds  (Input)","Base 2000=100","102.4"
"Agricultural Input and Output Prices Indices","1998M04","Plant Protection Products (Input)","Base 2000=100","100.9"
"Agricultural Input and Output Prices Indices","1998M04","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","95.2"
"Agricultural Input and Output Prices Indices","1998M05","Total Index (Output)","Base 2000=100","102.1"
"Agricultural Input and Output Prices Indices","1998M05","Total Livestock and Livestock Products (Output)","Base 2000=100","101.3"
"Agricultural Input and Output Prices Indices","1998M05","Total Livestock Products (Output)","Base 2000=100","100.6"
"Agricultural Input and Output Prices Indices","1998M05","Milk (Output)","Base 2000=100","100.5"
"Agricultural Input and Output Prices Indices","1998M05","Total Livestock (Output)","Base 2000=100","101.8"
"Agricultural Input and Output Prices Indices","1998M05","Total Cattle (Output)","Base 2000=100","100.6"
"Agricultural Input and Output Prices Indices","1998M05","Finished Cattle (Output)","Base 2000=100","100.8"
"Agricultural Input and Output Prices Indices","1998M05","Cows for Slaughter (Output)","Base 2000=100","106.7"
"Agricultural Input and Output Prices Indices","1998M05","Store Cattle (Output)","Base 2000=100","96"
"Agricultural Input and Output Prices Indices","1998M05","Sheep (Output)","Base 2000=100","113.9"
"Agricultural Input and Output Prices Indices","1998M05","Pigs (Output)","Base 2000=100","95.5"
"Agricultural Input and Output Prices Indices","1998M05","Poultry (Output)","Base 2000=100","100.8"
"Agricultural Input and Output Prices Indices","1998M05","Total Crop Products (Output)","Base 2000=100","108"
"Agricultural Input and Output Prices Indices","1998M05","Cereals (Output)","Base 2000=100","94.8"
"Agricultural Input and Output Prices Indices","1998M05","Sugarbeet (Output)","Base 2000=100","97.6"
"Agricultural Input and Output Prices Indices","1998M05","Potatoes (Output)","Base 2000=100","176.5"
"Agricultural Input and Output Prices Indices","1998M05","Vegetables (Output)","Base 2000=100","99.5"
"Agricultural Input and Output Prices Indices","1998M05","Total Index (Input)","Base 2000=100","93.4"
"Agricultural Input and Output Prices Indices","1998M05","All Feeding Stuffs","Base 2000=100","99.5"
"Agricultural Input and Output Prices Indices","1998M05","Straight Feeding Stuffs (Input)","Base 2000=100","99"
"Agricultural Input and Output Prices Indices","1998M05","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","104.3"
"Agricultural Input and Output Prices Indices","1998M05","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","99.2"
"Agricultural Input and Output Prices Indices","1998M05","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","99.3"
"Agricultural Input and Output Prices Indices","1998M05","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","99.5"
"Agricultural Input and Output Prices Indices","1998M05","All Fertilisers  (Input)","Base 2000=100","90.4"
"Agricultural Input and Output Prices Indices","1998M05","Straight Fertilisers  (Input)","Base 2000=100","87.2"
"Agricultural Input and Output Prices Indices","1998M05","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","92.7"
"Agricultural Input and Output Prices Indices","1998M05","Compound Fertilisers - P.K. (Input)","Base 2000=100","85.8"
"Agricultural Input and Output Prices Indices","1998M05","All Energy (Input)","Base 2000=100","76.6"
"Agricultural Input and Output Prices Indices","1998M05","Energy - Motor Fuels  (Input)","Base 2000=100","71.2"
"Agricultural Input and Output Prices Indices","1998M05","Energy - Electricity  (Input)","Base 2000=100","100"
"Agricultural Input and Output Prices Indices","1998M05","Other Products  (Input)","Base 2000=100","93.6"
"Agricultural Input and Output Prices Indices","1998M05","Seeds  (Input)","Base 2000=100","102.4"
"Agricultural Input and Output Prices Indices","1998M05","Plant Protection Products (Input)","Base 2000=100","101.1"
"Agricultural Input and Output Prices Indices","1998M05","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","95.1"
"Agricultural Input and Output Prices Indices","1998M06","Total Index (Output)","Base 2000=100","102.1"
"Agricultural Input and Output Prices Indices","1998M06","Total Livestock and Livestock Products (Output)","Base 2000=100","101.4"
"Agricultural Input and Output Prices Indices","1998M06","Total Livestock Products (Output)","Base 2000=100","100.4"
"Agricultural Input and Output Prices Indices","1998M06","Milk (Output)","Base 2000=100","100.3"
"Agricultural Input and Output Prices Indices","1998M06","Total Livestock (Output)","Base 2000=100","102.2"
"Agricultural Input and Output Prices Indices","1998M06","Total Cattle (Output)","Base 2000=100","101.4"
"Agricultural Input and Output Prices Indices","1998M06","Finished Cattle (Output)","Base 2000=100","102.1"
"Agricultural Input and Output Prices Indices","1998M06","Cows for Slaughter (Output)","Base 2000=100","109"
"Agricultural Input and Output Prices Indices","1998M06","Store Cattle (Output)","Base 2000=100","93.4"
"Agricultural Input and Output Prices Indices","1998M06","Sheep (Output)","Base 2000=100","114.7"
"Agricultural Input and Output Prices Indices","1998M06","Pigs (Output)","Base 2000=100","94"
"Agricultural Input and Output Prices Indices","1998M06","Poultry (Output)","Base 2000=100","100.8"
"Agricultural Input and Output Prices Indices","1998M06","Total Crop Products (Output)","Base 2000=100","107"
"Agricultural Input and Output Prices Indices","1998M06","Cereals (Output)","Base 2000=100","94.8"
"Agricultural Input and Output Prices Indices","1998M06","Sugarbeet (Output)","Base 2000=100","97.6"
"Agricultural Input and Output Prices Indices","1998M06","Potatoes (Output)","Base 2000=100","165.3"
"Agricultural Input and Output Prices Indices","1998M06","Vegetables (Output)","Base 2000=100","100.7"
"Agricultural Input and Output Prices Indices","1998M06","Total Index (Input)","Base 2000=100","93.1"
"Agricultural Input and Output Prices Indices","1998M06","All Feeding Stuffs","Base 2000=100","99"
"Agricultural Input and Output Prices Indices","1998M06","Straight Feeding Stuffs (Input)","Base 2000=100","98.9"
"Agricultural Input and Output Prices Indices","1998M06","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","102.2"
"Agricultural Input and Output Prices Indices","1998M06","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","99"
"Agricultural Input and Output Prices Indices","1998M06","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","96.9"
"Agricultural Input and Output Prices Indices","1998M06","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","100.5"
"Agricultural Input and Output Prices Indices","1998M06","All Fertilisers  (Input)","Base 2000=100","90.2"
"Agricultural Input and Output Prices Indices","1998M06","Straight Fertilisers  (Input)","Base 2000=100","87"
"Agricultural Input and Output Prices Indices","1998M06","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","92.3"
"Agricultural Input and Output Prices Indices","1998M06","Compound Fertilisers - P.K. (Input)","Base 2000=100","85.8"
"Agricultural Input and Output Prices Indices","1998M06","All Energy (Input)","Base 2000=100","76"
"Agricultural Input and Output Prices Indices","1998M06","Energy - Motor Fuels  (Input)","Base 2000=100","70.5"
"Agricultural Input and Output Prices Indices","1998M06","Energy - Electricity  (Input)","Base 2000=100","100"
"Agricultural Input and Output Prices Indices","1998M06","Other Products  (Input)","Base 2000=100","93.7"
"Agricultural Input and Output Prices Indices","1998M06","Seeds  (Input)","Base 2000=100","102.4"
"Agricultural Input and Output Prices Indices","1998M06","Plant Protection Products (Input)","Base 2000=100","100.8"
"Agricultural Input and Output Prices Indices","1998M06","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","95.1"
"Agricultural Input and Output Prices Indices","1998M07","Total Index (Output)","Base 2000=100","100.6"
"Agricultural Input and Output Prices Indices","1998M07","Total Livestock and Livestock Products (Output)","Base 2000=100","99.3"
"Agricultural Input and Output Prices Indices","1998M07","Total Livestock Products (Output)","Base 2000=100","100.3"
"Agricultural Input and Output Prices Indices","1998M07","Milk (Output)","Base 2000=100","100.3"
"Agricultural Input and Output Prices Indices","1998M07","Total Livestock (Output)","Base 2000=100","98.6"
"Agricultural Input and Output Prices Indices","1998M07","Total Cattle (Output)","Base 2000=100","97.7"
"Agricultural Input and Output Prices Indices","1998M07","Finished Cattle (Output)","Base 2000=100","98.7"
"Agricultural Input and Output Prices Indices","1998M07","Cows for Slaughter (Output)","Base 2000=100","103.2"
"Agricultural Input and Output Prices Indices","1998M07","Store Cattle (Output)","Base 2000=100","90.4"
"Agricultural Input and Output Prices Indices","1998M07","Sheep (Output)","Base 2000=100","109.9"
"Agricultural Input and Output Prices Indices","1998M07","Pigs (Output)","Base 2000=100","90.1"
"Agricultural Input and Output Prices Indices","1998M07","Poultry (Output)","Base 2000=100","100.8"
"Agricultural Input and Output Prices Indices","1998M07","Total Crop Products (Output)","Base 2000=100","109.4"
"Agricultural Input and Output Prices Indices","1998M07","Cereals (Output)","Base 2000=100","94.8"
"Agricultural Input and Output Prices Indices","1998M07","Sugarbeet (Output)","Base 2000=100","97.6"
"Agricultural Input and Output Prices Indices","1998M07","Potatoes (Output)","Base 2000=100","186.7"
"Agricultural Input and Output Prices Indices","1998M07","Vegetables (Output)","Base 2000=100","99.9"
"Agricultural Input and Output Prices Indices","1998M07","Total Index (Input)","Base 2000=100","93"
"Agricultural Input and Output Prices Indices","1998M07","All Feeding Stuffs","Base 2000=100","98.9"
"Agricultural Input and Output Prices Indices","1998M07","Straight Feeding Stuffs (Input)","Base 2000=100","99.3"
"Agricultural Input and Output Prices Indices","1998M07","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","101.2"
"Agricultural Input and Output Prices Indices","1998M07","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","98.6"
"Agricultural Input and Output Prices Indices","1998M07","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","96.9"
"Agricultural Input and Output Prices Indices","1998M07","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","100.9"
"Agricultural Input and Output Prices Indices","1998M07","All Fertilisers  (Input)","Base 2000=100","90.7"
"Agricultural Input and Output Prices Indices","1998M07","Straight Fertilisers  (Input)","Base 2000=100","87.8"
"Agricultural Input and Output Prices Indices","1998M07","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","92.8"
"Agricultural Input and Output Prices Indices","1998M07","Compound Fertilisers - P.K. (Input)","Base 2000=100","86.4"
"Agricultural Input and Output Prices Indices","1998M07","All Energy (Input)","Base 2000=100","75.5"
"Agricultural Input and Output Prices Indices","1998M07","Energy - Motor Fuels  (Input)","Base 2000=100","69.8"
"Agricultural Input and Output Prices Indices","1998M07","Energy - Electricity  (Input)","Base 2000=100","100"
"Agricultural Input and Output Prices Indices","1998M07","Other Products  (Input)","Base 2000=100","93.6"
"Agricultural Input and Output Prices Indices","1998M07","Seeds  (Input)","Base 2000=100","102.4"
"Agricultural Input and Output Prices Indices","1998M07","Plant Protection Products (Input)","Base 2000=100","100.8"
"Agricultural Input and Output Prices Indices","1998M07","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","95.2"
"Agricultural Input and Output Prices Indices","1998M08","Total Index (Output)","Base 2000=100","98"
"Agricultural Input and Output Prices Indices","1998M08","Total Livestock and Livestock Products (Output)","Base 2000=100","97"
"Agricultural Input and Output Prices Indices","1998M08","Total Livestock Products (Output)","Base 2000=100","99.8"
"Agricultural Input and Output Prices Indices","1998M08","Milk (Output)","Base 2000=100","100"
"Agricultural Input and Output Prices Indices","1998M08","Total Livestock (Output)","Base 2000=100","94.8"
"Agricultural Input and Output Prices Indices","1998M08","Total Cattle (Output)","Base 2000=100","94.6"
"Agricultural Input and Output Prices Indices","1998M08","Finished Cattle (Output)","Base 2000=100","95.1"
"Agricultural Input and Output Prices Indices","1998M08","Cows for Slaughter (Output)","Base 2000=100","100.8"
"Agricultural Input and Output Prices Indices","1998M08","Store Cattle (Output)","Base 2000=100","88"
"Agricultural Input and Output Prices Indices","1998M08","Sheep (Output)","Base 2000=100","103.7"
"Agricultural Input and Output Prices Indices","1998M08","Pigs (Output)","Base 2000=100","84.2"
"Agricultural Input and Output Prices Indices","1998M08","Poultry (Output)","Base 2000=100","100.8"
"Agricultural Input and Output Prices Indices","1998M08","Total Crop Products (Output)","Base 2000=100","105.5"
"Agricultural Input and Output Prices Indices","1998M08","Cereals (Output)","Base 2000=100","99"
"Agricultural Input and Output Prices Indices","1998M08","Sugarbeet (Output)","Base 2000=100","97.6"
"Agricultural Input and Output Prices Indices","1998M08","Potatoes (Output)","Base 2000=100","138.7"
"Agricultural Input and Output Prices Indices","1998M08","Vegetables (Output)","Base 2000=100","102.5"
"Agricultural Input and Output Prices Indices","1998M08","Total Index (Input)","Base 2000=100","93"
"Agricultural Input and Output Prices Indices","1998M08","All Feeding Stuffs","Base 2000=100","98.9"
"Agricultural Input and Output Prices Indices","1998M08","Straight Feeding Stuffs (Input)","Base 2000=100","99.4"
"Agricultural Input and Output Prices Indices","1998M08","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","100.1"
"Agricultural Input and Output Prices Indices","1998M08","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","98.3"
"Agricultural Input and Output Prices Indices","1998M08","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","98.3"
"Agricultural Input and Output Prices Indices","1998M08","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","100.4"
"Agricultural Input and Output Prices Indices","1998M08","All Fertilisers  (Input)","Base 2000=100","90.5"
"Agricultural Input and Output Prices Indices","1998M08","Straight Fertilisers  (Input)","Base 2000=100","87"
"Agricultural Input and Output Prices Indices","1998M08","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","92.5"
"Agricultural Input and Output Prices Indices","1998M08","Compound Fertilisers - P.K. (Input)","Base 2000=100","88.6"
"Agricultural Input and Output Prices Indices","1998M08","All Energy (Input)","Base 2000=100","75.6"
"Agricultural Input and Output Prices Indices","1998M08","Energy - Motor Fuels  (Input)","Base 2000=100","70"
"Agricultural Input and Output Prices Indices","1998M08","Energy - Electricity  (Input)","Base 2000=100","100"
"Agricultural Input and Output Prices Indices","1998M08","Other Products  (Input)","Base 2000=100","93.8"
"Agricultural Input and Output Prices Indices","1998M08","Seeds  (Input)","Base 2000=100","102.4"
"Agricultural Input and Output Prices Indices","1998M08","Plant Protection Products (Input)","Base 2000=100","100.9"
"Agricultural Input and Output Prices Indices","1998M08","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","95.1"
"Agricultural Input and Output Prices Indices","1998M09","Total Index (Output)","Base 2000=100","95.5"
"Agricultural Input and Output Prices Indices","1998M09","Total Livestock and Livestock Products (Output)","Base 2000=100","94"
"Agricultural Input and Output Prices Indices","1998M09","Total Livestock Products (Output)","Base 2000=100","101.8"
"Agricultural Input and Output Prices Indices","1998M09","Milk (Output)","Base 2000=100","102"
"Agricultural Input and Output Prices Indices","1998M09","Total Livestock (Output)","Base 2000=100","88.1"
"Agricultural Input and Output Prices Indices","1998M09","Total Cattle (Output)","Base 2000=100","89.7"
"Agricultural Input and Output Prices Indices","1998M09","Finished Cattle (Output)","Base 2000=100","89.8"
"Agricultural Input and Output Prices Indices","1998M09","Cows for Slaughter (Output)","Base 2000=100","96.6"
"Agricultural Input and Output Prices Indices","1998M09","Store Cattle (Output)","Base 2000=100","83.6"
"Agricultural Input and Output Prices Indices","1998M09","Sheep (Output)","Base 2000=100","87.8"
"Agricultural Input and Output Prices Indices","1998M09","Pigs (Output)","Base 2000=100","79.2"
"Agricultural Input and Output Prices Indices","1998M09","Poultry (Output)","Base 2000=100","92.6"
"Agricultural Input and Output Prices Indices","1998M09","Total Crop Products (Output)","Base 2000=100","105.7"
"Agricultural Input and Output Prices Indices","1998M09","Cereals (Output)","Base 2000=100","99"
"Agricultural Input and Output Prices Indices","1998M09","Sugarbeet (Output)","Base 2000=100","98.6"
"Agricultural Input and Output Prices Indices","1998M09","Potatoes (Output)","Base 2000=100","152.3"
"Agricultural Input and Output Prices Indices","1998M09","Vegetables (Output)","Base 2000=100","97.9"
"Agricultural Input and Output Prices Indices","1998M09","Total Index (Input)","Base 2000=100","92.5"
"Agricultural Input and Output Prices Indices","1998M09","All Feeding Stuffs","Base 2000=100","97.7"
"Agricultural Input and Output Prices Indices","1998M09","Straight Feeding Stuffs (Input)","Base 2000=100","97.4"
"Agricultural Input and Output Prices Indices","1998M09","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","98.3"
"Agricultural Input and Output Prices Indices","1998M09","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","97"
"Agricultural Input and Output Prices Indices","1998M09","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","97.4"
"Agricultural Input and Output Prices Indices","1998M09","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","99.7"
"Agricultural Input and Output Prices Indices","1998M09","All Fertilisers  (Input)","Base 2000=100","90.8"
"Agricultural Input and Output Prices Indices","1998M09","Straight Fertilisers  (Input)","Base 2000=100","87.3"
"Agricultural Input and Output Prices Indices","1998M09","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","92.6"
"Agricultural Input and Output Prices Indices","1998M09","Compound Fertilisers - P.K. (Input)","Base 2000=100","90"
"Agricultural Input and Output Prices Indices","1998M09","All Energy (Input)","Base 2000=100","74.6"
"Agricultural Input and Output Prices Indices","1998M09","Energy - Motor Fuels  (Input)","Base 2000=100","68.8"
"Agricultural Input and Output Prices Indices","1998M09","Energy - Electricity  (Input)","Base 2000=100","100"
"Agricultural Input and Output Prices Indices","1998M09","Other Products  (Input)","Base 2000=100","93.9"
"Agricultural Input and Output Prices Indices","1998M09","Seeds  (Input)","Base 2000=100","102.4"
"Agricultural Input and Output Prices Indices","1998M09","Plant Protection Products (Input)","Base 2000=100","100.9"
"Agricultural Input and Output Prices Indices","1998M09","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","95.1"
"Agricultural Input and Output Prices Indices","1998M10","Total Index (Output)","Base 2000=100","92.8"
"Agricultural Input and Output Prices Indices","1998M10","Total Livestock and Livestock Products (Output)","Base 2000=100","91.3"
"Agricultural Input and Output Prices Indices","1998M10","Total Livestock Products (Output)","Base 2000=100","101.6"
"Agricultural Input and Output Prices Indices","1998M10","Milk (Output)","Base 2000=100","101.8"
"Agricultural Input and Output Prices Indices","1998M10","Total Livestock (Output)","Base 2000=100","83.5"
"Agricultural Input and Output Prices Indices","1998M10","Total Cattle (Output)","Base 2000=100","85.1"
"Agricultural Input and Output Prices Indices","1998M10","Finished Cattle (Output)","Base 2000=100","85.1"
"Agricultural Input and Output Prices Indices","1998M10","Cows for Slaughter (Output)","Base 2000=100","91.5"
"Agricultural Input and Output Prices Indices","1998M10","Store Cattle (Output)","Base 2000=100","80.6"
"Agricultural Input and Output Prices Indices","1998M10","Sheep (Output)","Base 2000=100","79.4"
"Agricultural Input and Output Prices Indices","1998M10","Pigs (Output)","Base 2000=100","76.4"
"Agricultural Input and Output Prices Indices","1998M10","Poultry (Output)","Base 2000=100","91.7"
"Agricultural Input and Output Prices Indices","1998M10","Total Crop Products (Output)","Base 2000=100","102.9"
"Agricultural Input and Output Prices Indices","1998M10","Cereals (Output)","Base 2000=100","99"
"Agricultural Input and Output Prices Indices","1998M10","Sugarbeet (Output)","Base 2000=100","98.6"
"Agricultural Input and Output Prices Indices","1998M10","Potatoes (Output)","Base 2000=100","128.8"
"Agricultural Input and Output Prices Indices","1998M10","Vegetables (Output)","Base 2000=100","98.6"
"Agricultural Input and Output Prices Indices","1998M10","Total Index (Input)","Base 2000=100","92.3"
"Agricultural Input and Output Prices Indices","1998M10","All Feeding Stuffs","Base 2000=100","96.9"
"Agricultural Input and Output Prices Indices","1998M10","Straight Feeding Stuffs (Input)","Base 2000=100","95.8"
"Agricultural Input and Output Prices Indices","1998M10","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","96"
"Agricultural Input and Output Prices Indices","1998M10","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","96.2"
"Agricultural Input and Output Prices Indices","1998M10","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","97.2"
"Agricultural Input and Output Prices Indices","1998M10","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","99"
"Agricultural Input and Output Prices Indices","1998M10","All Fertilisers  (Input)","Base 2000=100","91"
"Agricultural Input and Output Prices Indices","1998M10","Straight Fertilisers  (Input)","Base 2000=100","86.8"
"Agricultural Input and Output Prices Indices","1998M10","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","92.8"
"Agricultural Input and Output Prices Indices","1998M10","Compound Fertilisers - P.K. (Input)","Base 2000=100","93.7"
"Agricultural Input and Output Prices Indices","1998M10","All Energy (Input)","Base 2000=100","75.2"
"Agricultural Input and Output Prices Indices","1998M10","Energy - Motor Fuels  (Input)","Base 2000=100","69.6"
"Agricultural Input and Output Prices Indices","1998M10","Energy - Electricity  (Input)","Base 2000=100","100"
"Agricultural Input and Output Prices Indices","1998M10","Other Products  (Input)","Base 2000=100","94"
"Agricultural Input and Output Prices Indices","1998M10","Seeds  (Input)","Base 2000=100","101.4"
"Agricultural Input and Output Prices Indices","1998M10","Plant Protection Products (Input)","Base 2000=100","101"
"Agricultural Input and Output Prices Indices","1998M10","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","95"
"Agricultural Input and Output Prices Indices","1998M11","Total Index (Output)","Base 2000=100","92"
"Agricultural Input and Output Prices Indices","1998M11","Total Livestock and Livestock Products (Output)","Base 2000=100","90.1"
"Agricultural Input and Output Prices Indices","1998M11","Total Livestock Products (Output)","Base 2000=100","102.4"
"Agricultural Input and Output Prices Indices","1998M11","Milk (Output)","Base 2000=100","102.6"
"Agricultural Input and Output Prices Indices","1998M11","Total Livestock (Output)","Base 2000=100","80.8"
"Agricultural Input and Output Prices Indices","1998M11","Total Cattle (Output)","Base 2000=100","82.5"
"Agricultural Input and Output Prices Indices","1998M11","Finished Cattle (Output)","Base 2000=100","83.6"
"Agricultural Input and Output Prices Indices","1998M11","Cows for Slaughter (Output)","Base 2000=100","85.3"
"Agricultural Input and Output Prices Indices","1998M11","Store Cattle (Output)","Base 2000=100","76.2"
"Agricultural Input and Output Prices Indices","1998M11","Sheep (Output)","Base 2000=100","72.4"
"Agricultural Input and Output Prices Indices","1998M11","Pigs (Output)","Base 2000=100","76.5"
"Agricultural Input and Output Prices Indices","1998M11","Poultry (Output)","Base 2000=100","90.9"
"Agricultural Input and Output Prices Indices","1998M11","Total Crop Products (Output)","Base 2000=100","105.5"
"Agricultural Input and Output Prices Indices","1998M11","Cereals (Output)","Base 2000=100","99"
"Agricultural Input and Output Prices Indices","1998M11","Sugarbeet (Output)","Base 2000=100","98.6"
"Agricultural Input and Output Prices Indices","1998M11","Potatoes (Output)","Base 2000=100","154.6"
"Agricultural Input and Output Prices Indices","1998M11","Vegetables (Output)","Base 2000=100","96.3"
"Agricultural Input and Output Prices Indices","1998M11","Total Index (Input)","Base 2000=100","92.3"
"Agricultural Input and Output Prices Indices","1998M11","All Feeding Stuffs","Base 2000=100","96.9"
"Agricultural Input and Output Prices Indices","1998M11","Straight Feeding Stuffs (Input)","Base 2000=100","96.2"
"Agricultural Input and Output Prices Indices","1998M11","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","95.9"
"Agricultural Input and Output Prices Indices","1998M11","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","96.4"
"Agricultural Input and Output Prices Indices","1998M11","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","97.2"
"Agricultural Input and Output Prices Indices","1998M11","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","98.4"
"Agricultural Input and Output Prices Indices","1998M11","All Fertilisers  (Input)","Base 2000=100","91.8"
"Agricultural Input and Output Prices Indices","1998M11","Straight Fertilisers  (Input)","Base 2000=100","88.2"
"Agricultural Input and Output Prices Indices","1998M11","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","93.4"
"Agricultural Input and Output Prices Indices","1998M11","Compound Fertilisers - P.K. (Input)","Base 2000=100","94"
"Agricultural Input and Output Prices Indices","1998M11","All Energy (Input)","Base 2000=100","74.6"
"Agricultural Input and Output Prices Indices","1998M11","Energy - Motor Fuels  (Input)","Base 2000=100","68.7"
"Agricultural Input and Output Prices Indices","1998M11","Energy - Electricity  (Input)","Base 2000=100","100"
"Agricultural Input and Output Prices Indices","1998M11","Other Products  (Input)","Base 2000=100","93.6"
"Agricultural Input and Output Prices Indices","1998M11","Seeds  (Input)","Base 2000=100","101.4"
"Agricultural Input and Output Prices Indices","1998M11","Plant Protection Products (Input)","Base 2000=100","101.2"
"Agricultural Input and Output Prices Indices","1998M11","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","94.8"
"Agricultural Input and Output Prices Indices","1998M12","Total Index (Output)","Base 2000=100","92.8"
"Agricultural Input and Output Prices Indices","1998M12","Total Livestock and Livestock Products (Output)","Base 2000=100","90.8"
"Agricultural Input and Output Prices Indices","1998M12","Total Livestock Products (Output)","Base 2000=100","102.3"
"Agricultural Input and Output Prices Indices","1998M12","Milk (Output)","Base 2000=100","102.6"
"Agricultural Input and Output Prices Indices","1998M12","Total Livestock (Output)","Base 2000=100","81.9"
"Agricultural Input and Output Prices Indices","1998M12","Total Cattle (Output)","Base 2000=100","82"
"Agricultural Input and Output Prices Indices","1998M12","Finished Cattle (Output)","Base 2000=100","84"
"Agricultural Input and Output Prices Indices","1998M12","Cows for Slaughter (Output)","Base 2000=100","80.5"
"Agricultural Input and Output Prices Indices","1998M12","Store Cattle (Output)","Base 2000=100","74.5"
"Agricultural Input and Output Prices Indices","1998M12","Sheep (Output)","Base 2000=100","73.3"
"Agricultural Input and Output Prices Indices","1998M12","Pigs (Output)","Base 2000=100","74.4"
"Agricultural Input and Output Prices Indices","1998M12","Poultry (Output)","Base 2000=100","115.4"
"Agricultural Input and Output Prices Indices","1998M12","Total Crop Products (Output)","Base 2000=100","107.7"
"Agricultural Input and Output Prices Indices","1998M12","Cereals (Output)","Base 2000=100","99"
"Agricultural Input and Output Prices Indices","1998M12","Sugarbeet (Output)","Base 2000=100","98.6"
"Agricultural Input and Output Prices Indices","1998M12","Potatoes (Output)","Base 2000=100","171.2"
"Agricultural Input and Output Prices Indices","1998M12","Vegetables (Output)","Base 2000=100","96.4"
"Agricultural Input and Output Prices Indices","1998M12","Total Index (Input)","Base 2000=100","92.1"
"Agricultural Input and Output Prices Indices","1998M12","All Feeding Stuffs","Base 2000=100","96.5"
"Agricultural Input and Output Prices Indices","1998M12","Straight Feeding Stuffs (Input)","Base 2000=100","96.4"
"Agricultural Input and Output Prices Indices","1998M12","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","95.8"
"Agricultural Input and Output Prices Indices","1998M12","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","96.1"
"Agricultural Input and Output Prices Indices","1998M12","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","97.2"
