"Statistic","Month","Agricultural Product","UNIT","VALUE"
"Agricultural Input and Output Prices Indices","2006M07","Compound Fertilisers - P.K. (Input)","Base 2000=100","116.145"
"Agricultural Input and Output Prices Indices","2006M07","All Energy (Input)","Base 2000=100","149.587"
"Agricultural Input and Output Prices Indices","2006M07","Energy - Motor Fuels  (Input)","Base 2000=100","152.231"
"Agricultural Input and Output Prices Indices","2006M07","Energy - Electricity  (Input)","Base 2000=100","141.611"
"Agricultural Input and Output Prices Indices","2006M07","Other Products  (Input)","Base 2000=100","123.771"
"Agricultural Input and Output Prices Indices","2006M07","Seeds  (Input)","Base 2000=100","119.894"
"Agricultural Input and Output Prices Indices","2006M07","Plant Protection Products (Input)","Base 2000=100","101.742"
"Agricultural Input and Output Prices Indices","2006M07","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","123.299"
"Agricultural Input and Output Prices Indices","2006M08","Total Index (Output)","Base 2000=100","103.78"
"Agricultural Input and Output Prices Indices","2006M08","Total Livestock and Livestock Products (Output)","Base 2000=100","99.535"
"Agricultural Input and Output Prices Indices","2006M08","Total Livestock Products (Output)","Base 2000=100","86.917"
"Agricultural Input and Output Prices Indices","2006M08","Milk (Output)","Base 2000=100","86.683"
"Agricultural Input and Output Prices Indices","2006M08","Total Livestock (Output)","Base 2000=100","108.472"
"Agricultural Input and Output Prices Indices","2006M08","Total Cattle (Output)","Base 2000=100","108.22"
"Agricultural Input and Output Prices Indices","2006M08","Finished Cattle (Output)","Base 2000=100","108.692"
"Agricultural Input and Output Prices Indices","2006M08","Cows for Slaughter (Output)","Base 2000=100","112.391"
"Agricultural Input and Output Prices Indices","2006M08","Store Cattle (Output)","Base 2000=100","100.991"
"Agricultural Input and Output Prices Indices","2006M08","Sheep (Output)","Base 2000=100","104.78"
"Agricultural Input and Output Prices Indices","2006M08","Pigs (Output)","Base 2000=100","114.14"
"Agricultural Input and Output Prices Indices","2006M08","Poultry (Output)","Base 2000=100","105.384"
"Agricultural Input and Output Prices Indices","2006M08","Total Crop Products (Output)","Base 2000=100","129.376"
"Agricultural Input and Output Prices Indices","2006M08","Cereals (Output)","Base 2000=100","110.56"
"Agricultural Input and Output Prices Indices","2006M08","Sugarbeet (Output)","Base 2000=100","103.704"
"Agricultural Input and Output Prices Indices","2006M08","Potatoes (Output)","Base 2000=100","186.446"
"Agricultural Input and Output Prices Indices","2006M08","Vegetables (Output)","Base 2000=100","131.18"
"Agricultural Input and Output Prices Indices","2006M08","Total Index (Input)","Base 2000=100","124.152"
"Agricultural Input and Output Prices Indices","2006M08","All Feeding Stuffs","Base 2000=100","110.44"
"Agricultural Input and Output Prices Indices","2006M08","Straight Feeding Stuffs (Input)","Base 2000=100","116.086"
"Agricultural Input and Output Prices Indices","2006M08","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","106.561"
"Agricultural Input and Output Prices Indices","2006M08","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","110.69"
"Agricultural Input and Output Prices Indices","2006M08","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","108.829"
"Agricultural Input and Output Prices Indices","2006M08","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","109.36"
"Agricultural Input and Output Prices Indices","2006M08","All Fertilisers  (Input)","Base 2000=100","133.441"
"Agricultural Input and Output Prices Indices","2006M08","Straight Fertilisers  (Input)","Base 2000=100","143.11"
"Agricultural Input and Output Prices Indices","2006M08","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","129.665"
"Agricultural Input and Output Prices Indices","2006M08","Compound Fertilisers - P.K. (Input)","Base 2000=100","116.238"
"Agricultural Input and Output Prices Indices","2006M08","All Energy (Input)","Base 2000=100","149.859"
"Agricultural Input and Output Prices Indices","2006M08","Energy - Motor Fuels  (Input)","Base 2000=100","152.491"
"Agricultural Input and Output Prices Indices","2006M08","Energy - Electricity  (Input)","Base 2000=100","141.611"
"Agricultural Input and Output Prices Indices","2006M08","Other Products  (Input)","Base 2000=100","124.024"
"Agricultural Input and Output Prices Indices","2006M08","Seeds  (Input)","Base 2000=100","119.894"
"Agricultural Input and Output Prices Indices","2006M08","Plant Protection Products (Input)","Base 2000=100","101.764"
"Agricultural Input and Output Prices Indices","2006M08","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","123.298"
"Agricultural Input and Output Prices Indices","2006M09","Total Index (Output)","Base 2000=100","108.76"
"Agricultural Input and Output Prices Indices","2006M09","Total Livestock and Livestock Products (Output)","Base 2000=100","102.476"
"Agricultural Input and Output Prices Indices","2006M09","Total Livestock Products (Output)","Base 2000=100","90.37"
"Agricultural Input and Output Prices Indices","2006M09","Milk (Output)","Base 2000=100","90.207"
"Agricultural Input and Output Prices Indices","2006M09","Total Livestock (Output)","Base 2000=100","111.05"
"Agricultural Input and Output Prices Indices","2006M09","Total Cattle (Output)","Base 2000=100","111.391"
"Agricultural Input and Output Prices Indices","2006M09","Finished Cattle (Output)","Base 2000=100","111.752"
"Agricultural Input and Output Prices Indices","2006M09","Cows for Slaughter (Output)","Base 2000=100","114.688"
"Agricultural Input and Output Prices Indices","2006M09","Store Cattle (Output)","Base 2000=100","106.219"
"Agricultural Input and Output Prices Indices","2006M09","Sheep (Output)","Base 2000=100","105.289"
"Agricultural Input and Output Prices Indices","2006M09","Pigs (Output)","Base 2000=100","116.046"
"Agricultural Input and Output Prices Indices","2006M09","Poultry (Output)","Base 2000=100","107.077"
"Agricultural Input and Output Prices Indices","2006M09","Total Crop Products (Output)","Base 2000=100","146.644"
"Agricultural Input and Output Prices Indices","2006M09","Cereals (Output)","Base 2000=100","110.56"
"Agricultural Input and Output Prices Indices","2006M09","Sugarbeet (Output)","Base 2000=100",""
"Agricultural Input and Output Prices Indices","2006M09","Potatoes (Output)","Base 2000=100","318.162"
"Agricultural Input and Output Prices Indices","2006M09","Vegetables (Output)","Base 2000=100","126.78"
"Agricultural Input and Output Prices Indices","2006M09","Total Index (Input)","Base 2000=100","122.982"
"Agricultural Input and Output Prices Indices","2006M09","All Feeding Stuffs","Base 2000=100","110.782"
"Agricultural Input and Output Prices Indices","2006M09","Straight Feeding Stuffs (Input)","Base 2000=100","115.932"
"Agricultural Input and Output Prices Indices","2006M09","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","106.994"
"Agricultural Input and Output Prices Indices","2006M09","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","111.009"
"Agricultural Input and Output Prices Indices","2006M09","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","109.207"
"Agricultural Input and Output Prices Indices","2006M09","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","109.962"
"Agricultural Input and Output Prices Indices","2006M09","All Fertilisers  (Input)","Base 2000=100","133.387"
"Agricultural Input and Output Prices Indices","2006M09","Straight Fertilisers  (Input)","Base 2000=100","142.839"
"Agricultural Input and Output Prices Indices","2006M09","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","129.721"
"Agricultural Input and Output Prices Indices","2006M09","Compound Fertilisers - P.K. (Input)","Base 2000=100","116.464"
"Agricultural Input and Output Prices Indices","2006M09","All Energy (Input)","Base 2000=100","142.339"
"Agricultural Input and Output Prices Indices","2006M09","Energy - Motor Fuels  (Input)","Base 2000=100","142.994"
"Agricultural Input and Output Prices Indices","2006M09","Energy - Electricity  (Input)","Base 2000=100","141.611"
"Agricultural Input and Output Prices Indices","2006M09","Other Products  (Input)","Base 2000=100","124.454"
"Agricultural Input and Output Prices Indices","2006M09","Seeds  (Input)","Base 2000=100","119.894"
"Agricultural Input and Output Prices Indices","2006M09","Plant Protection Products (Input)","Base 2000=100","101.722"
"Agricultural Input and Output Prices Indices","2006M09","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","123.17"
"Agricultural Input and Output Prices Indices","2006M10","Total Index (Output)","Base 2000=100","107.557"
"Agricultural Input and Output Prices Indices","2006M10","Total Livestock and Livestock Products (Output)","Base 2000=100","103.057"
"Agricultural Input and Output Prices Indices","2006M10","Total Livestock Products (Output)","Base 2000=100","90.36"
"Agricultural Input and Output Prices Indices","2006M10","Milk (Output)","Base 2000=100","90.193"
"Agricultural Input and Output Prices Indices","2006M10","Total Livestock (Output)","Base 2000=100","112.049"
"Agricultural Input and Output Prices Indices","2006M10","Total Cattle (Output)","Base 2000=100","112.227"
"Agricultural Input and Output Prices Indices","2006M10","Finished Cattle (Output)","Base 2000=100","112.804"
"Agricultural Input and Output Prices Indices","2006M10","Cows for Slaughter (Output)","Base 2000=100","114.191"
"Agricultural Input and Output Prices Indices","2006M10","Store Cattle (Output)","Base 2000=100","106.913"
"Agricultural Input and Output Prices Indices","2006M10","Sheep (Output)","Base 2000=100","107.064"
"Agricultural Input and Output Prices Indices","2006M10","Pigs (Output)","Base 2000=100","116.663"
"Agricultural Input and Output Prices Indices","2006M10","Poultry (Output)","Base 2000=100","109.17"
"Agricultural Input and Output Prices Indices","2006M10","Total Crop Products (Output)","Base 2000=100","134.691"
"Agricultural Input and Output Prices Indices","2006M10","Cereals (Output)","Base 2000=100","110.56"
"Agricultural Input and Output Prices Indices","2006M10","Sugarbeet (Output)","Base 2000=100",""
"Agricultural Input and Output Prices Indices","2006M10","Potatoes (Output)","Base 2000=100","239.796"
"Agricultural Input and Output Prices Indices","2006M10","Vegetables (Output)","Base 2000=100","124.61"
"Agricultural Input and Output Prices Indices","2006M10","Total Index (Input)","Base 2000=100","123.021"
"Agricultural Input and Output Prices Indices","2006M10","All Feeding Stuffs","Base 2000=100","112.802"
"Agricultural Input and Output Prices Indices","2006M10","Straight Feeding Stuffs (Input)","Base 2000=100","119.293"
"Agricultural Input and Output Prices Indices","2006M10","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","108.158"
"Agricultural Input and Output Prices Indices","2006M10","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","112.043"
"Agricultural Input and Output Prices Indices","2006M10","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","112.51"
"Agricultural Input and Output Prices Indices","2006M10","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","112.617"
"Agricultural Input and Output Prices Indices","2006M10","All Fertilisers  (Input)","Base 2000=100","133.434"
"Agricultural Input and Output Prices Indices","2006M10","Straight Fertilisers  (Input)","Base 2000=100","143.036"
"Agricultural Input and Output Prices Indices","2006M10","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","129.66"
"Agricultural Input and Output Prices Indices","2006M10","Compound Fertilisers - P.K. (Input)","Base 2000=100","116.782"
"Agricultural Input and Output Prices Indices","2006M10","All Energy (Input)","Base 2000=100","138.101"
"Agricultural Input and Output Prices Indices","2006M10","Energy - Motor Fuels  (Input)","Base 2000=100","137.807"
"Agricultural Input and Output Prices Indices","2006M10","Energy - Electricity  (Input)","Base 2000=100","141.611"
"Agricultural Input and Output Prices Indices","2006M10","Other Products  (Input)","Base 2000=100","124.492"
"Agricultural Input and Output Prices Indices","2006M10","Seeds  (Input)","Base 2000=100","120.353"
"Agricultural Input and Output Prices Indices","2006M10","Plant Protection Products (Input)","Base 2000=100","101.717"
"Agricultural Input and Output Prices Indices","2006M10","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","123.379"
"Agricultural Input and Output Prices Indices","2006M11","Total Index (Output)","Base 2000=100","106.579"
"Agricultural Input and Output Prices Indices","2006M11","Total Livestock and Livestock Products (Output)","Base 2000=100","102.363"
"Agricultural Input and Output Prices Indices","2006M11","Total Livestock Products (Output)","Base 2000=100","90.822"
"Agricultural Input and Output Prices Indices","2006M11","Milk (Output)","Base 2000=100","90.634"
"Agricultural Input and Output Prices Indices","2006M11","Total Livestock (Output)","Base 2000=100","110.537"
"Agricultural Input and Output Prices Indices","2006M11","Total Cattle (Output)","Base 2000=100","111.175"
"Agricultural Input and Output Prices Indices","2006M11","Finished Cattle (Output)","Base 2000=100","112.314"
"Agricultural Input and Output Prices Indices","2006M11","Cows for Slaughter (Output)","Base 2000=100","111.344"
"Agricultural Input and Output Prices Indices","2006M11","Store Cattle (Output)","Base 2000=100","104.587"
"Agricultural Input and Output Prices Indices","2006M11","Sheep (Output)","Base 2000=100","105.304"
"Agricultural Input and Output Prices Indices","2006M11","Pigs (Output)","Base 2000=100","112.025"
"Agricultural Input and Output Prices Indices","2006M11","Poultry (Output)","Base 2000=100","110.139"
"Agricultural Input and Output Prices Indices","2006M11","Total Crop Products (Output)","Base 2000=100","131.999"
"Agricultural Input and Output Prices Indices","2006M11","Cereals (Output)","Base 2000=100","110.56"
"Agricultural Input and Output Prices Indices","2006M11","Sugarbeet (Output)","Base 2000=100",""
"Agricultural Input and Output Prices Indices","2006M11","Potatoes (Output)","Base 2000=100","217.534"
"Agricultural Input and Output Prices Indices","2006M11","Vegetables (Output)","Base 2000=100","126"
"Agricultural Input and Output Prices Indices","2006M11","Total Index (Input)","Base 2000=100","123.453"
"Agricultural Input and Output Prices Indices","2006M11","All Feeding Stuffs","Base 2000=100","113.852"
"Agricultural Input and Output Prices Indices","2006M11","Straight Feeding Stuffs (Input)","Base 2000=100","117.798"
"Agricultural Input and Output Prices Indices","2006M11","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","108.908"
"Agricultural Input and Output Prices Indices","2006M11","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","113.32"
"Agricultural Input and Output Prices Indices","2006M11","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","113.679"
"Agricultural Input and Output Prices Indices","2006M11","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","114.371"
"Agricultural Input and Output Prices Indices","2006M11","All Fertilisers  (Input)","Base 2000=100","133.364"
"Agricultural Input and Output Prices Indices","2006M11","Straight Fertilisers  (Input)","Base 2000=100","143.157"
"Agricultural Input and Output Prices Indices","2006M11","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","129.43"
"Agricultural Input and Output Prices Indices","2006M11","Compound Fertilisers - P.K. (Input)","Base 2000=100","117.232"
"Agricultural Input and Output Prices Indices","2006M11","All Energy (Input)","Base 2000=100","137.334"
"Agricultural Input and Output Prices Indices","2006M11","Energy - Motor Fuels  (Input)","Base 2000=100","136.831"
"Agricultural Input and Output Prices Indices","2006M11","Energy - Electricity  (Input)","Base 2000=100","141.611"
"Agricultural Input and Output Prices Indices","2006M11","Other Products  (Input)","Base 2000=100","125.583"
"Agricultural Input and Output Prices Indices","2006M11","Seeds  (Input)","Base 2000=100","120.353"
"Agricultural Input and Output Prices Indices","2006M11","Plant Protection Products (Input)","Base 2000=100","101.841"
"Agricultural Input and Output Prices Indices","2006M11","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","123.379"
"Agricultural Input and Output Prices Indices","2006M12","Total Index (Output)","Base 2000=100","106.196"
"Agricultural Input and Output Prices Indices","2006M12","Total Livestock and Livestock Products (Output)","Base 2000=100","101.927"
"Agricultural Input and Output Prices Indices","2006M12","Total Livestock Products (Output)","Base 2000=100","91.84"
"Agricultural Input and Output Prices Indices","2006M12","Milk (Output)","Base 2000=100","91.592"
"Agricultural Input and Output Prices Indices","2006M12","Total Livestock (Output)","Base 2000=100","109.07"
"Agricultural Input and Output Prices Indices","2006M12","Total Cattle (Output)","Base 2000=100","109.573"
"Agricultural Input and Output Prices Indices","2006M12","Finished Cattle (Output)","Base 2000=100","111.581"
"Agricultural Input and Output Prices Indices","2006M12","Cows for Slaughter (Output)","Base 2000=100","106.61"
"Agricultural Input and Output Prices Indices","2006M12","Store Cattle (Output)","Base 2000=100","100.719"
"Agricultural Input and Output Prices Indices","2006M12","Sheep (Output)","Base 2000=100","106.399"
"Agricultural Input and Output Prices Indices","2006M12","Pigs (Output)","Base 2000=100","109.351"
"Agricultural Input and Output Prices Indices","2006M12","Poultry (Output)","Base 2000=100","108.099"
"Agricultural Input and Output Prices Indices","2006M12","Total Crop Products (Output)","Base 2000=100","131.94"
"Agricultural Input and Output Prices Indices","2006M12","Cereals (Output)","Base 2000=100","110.56"
"Agricultural Input and Output Prices Indices","2006M12","Sugarbeet (Output)","Base 2000=100",""
"Agricultural Input and Output Prices Indices","2006M12","Potatoes (Output)","Base 2000=100","216.406"
"Agricultural Input and Output Prices Indices","2006M12","Vegetables (Output)","Base 2000=100","126.29"
"Agricultural Input and Output Prices Indices","2006M12","Total Index (Input)","Base 2000=100","123.791"
"Agricultural Input and Output Prices Indices","2006M12","All Feeding Stuffs","Base 2000=100","114.478"
"Agricultural Input and Output Prices Indices","2006M12","Straight Feeding Stuffs (Input)","Base 2000=100","119.311"
"Agricultural Input and Output Prices Indices","2006M12","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","109.629"
"Agricultural Input and Output Prices Indices","2006M12","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","113.88"
"Agricultural Input and Output Prices Indices","2006M12","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","114.124"
"Agricultural Input and Output Prices Indices","2006M12","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","114.866"
"Agricultural Input and Output Prices Indices","2006M12","All Fertilisers  (Input)","Base 2000=100","133.371"
"Agricultural Input and Output Prices Indices","2006M12","Straight Fertilisers  (Input)","Base 2000=100","142.848"
"Agricultural Input and Output Prices Indices","2006M12","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","129.661"
"Agricultural Input and Output Prices Indices","2006M12","Compound Fertilisers - P.K. (Input)","Base 2000=100","116.828"
"Agricultural Input and Output Prices Indices","2006M12","All Energy (Input)","Base 2000=100","137.639"
"Agricultural Input and Output Prices Indices","2006M12","Energy - Motor Fuels  (Input)","Base 2000=100","137.298"
"Agricultural Input and Output Prices Indices","2006M12","Energy - Electricity  (Input)","Base 2000=100","141.611"
"Agricultural Input and Output Prices Indices","2006M12","Other Products  (Input)","Base 2000=100","125.857"
"Agricultural Input and Output Prices Indices","2006M12","Seeds  (Input)","Base 2000=100","120.353"
"Agricultural Input and Output Prices Indices","2006M12","Plant Protection Products (Input)","Base 2000=100","101.841"
"Agricultural Input and Output Prices Indices","2006M12","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","123.382"
"Agricultural Input and Output Prices Indices","2007M01","Total Index (Output)","Base 2000=100","108.137"
"Agricultural Input and Output Prices Indices","2007M01","Total Livestock and Livestock Products (Output)","Base 2000=100","103.651"
"Agricultural Input and Output Prices Indices","2007M01","Total Livestock Products (Output)","Base 2000=100","92.459"
"Agricultural Input and Output Prices Indices","2007M01","Milk (Output)","Base 2000=100","92.27"
"Agricultural Input and Output Prices Indices","2007M01","Total Livestock (Output)","Base 2000=100","111.578"
"Agricultural Input and Output Prices Indices","2007M01","Total Cattle (Output)","Base 2000=100","113.838"
"Agricultural Input and Output Prices Indices","2007M01","Finished Cattle (Output)","Base 2000=100","114.359"
"Agricultural Input and Output Prices Indices","2007M01","Cows for Slaughter (Output)","Base 2000=100","116.385"
"Agricultural Input and Output Prices Indices","2007M01","Store Cattle (Output)","Base 2000=100","107.927"
"Agricultural Input and Output Prices Indices","2007M01","Sheep (Output)","Base 2000=100","109.491"
"Agricultural Input and Output Prices Indices","2007M01","Pigs (Output)","Base 2000=100","104.639"
"Agricultural Input and Output Prices Indices","2007M01","Poultry (Output)","Base 2000=100","107.306"
"Agricultural Input and Output Prices Indices","2007M01","Total Crop Products (Output)","Base 2000=100","135.181"
"Agricultural Input and Output Prices Indices","2007M01","Cereals (Output)","Base 2000=100","110.56"
"Agricultural Input and Output Prices Indices","2007M01","Sugarbeet (Output)","Base 2000=100",""
"Agricultural Input and Output Prices Indices","2007M01","Potatoes (Output)","Base 2000=100","240.666"
"Agricultural Input and Output Prices Indices","2007M01","Vegetables (Output)","Base 2000=100","125.48"
"Agricultural Input and Output Prices Indices","2007M01","Total Index (Input)","Base 2000=100","125.192"
"Agricultural Input and Output Prices Indices","2007M01","All Feeding Stuffs","Base 2000=100","117.557"
"Agricultural Input and Output Prices Indices","2007M01","Straight Feeding Stuffs (Input)","Base 2000=100","123.552"
"Agricultural Input and Output Prices Indices","2007M01","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","113.072"
"Agricultural Input and Output Prices Indices","2007M01","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","117.886"
"Agricultural Input and Output Prices Indices","2007M01","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","116.14"
"Agricultural Input and Output Prices Indices","2007M01","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","116.033"
"Agricultural Input and Output Prices Indices","2007M01","All Fertilisers  (Input)","Base 2000=100","133.836"
"Agricultural Input and Output Prices Indices","2007M01","Straight Fertilisers  (Input)","Base 2000=100","143.468"
"Agricultural Input and Output Prices Indices","2007M01","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","129.991"
"Agricultural Input and Output Prices Indices","2007M01","Compound Fertilisers - P.K. (Input)","Base 2000=100","117.508"
"Agricultural Input and Output Prices Indices","2007M01","All Energy (Input)","Base 2000=100","137.234"
"Agricultural Input and Output Prices Indices","2007M01","Energy - Motor Fuels  (Input)","Base 2000=100","133.063"
"Agricultural Input and Output Prices Indices","2007M01","Energy - Electricity  (Input)","Base 2000=100","159.625"
"Agricultural Input and Output Prices Indices","2007M01","Other Products  (Input)","Base 2000=100","125.629"
"Agricultural Input and Output Prices Indices","2007M01","Seeds  (Input)","Base 2000=100","128.381"
"Agricultural Input and Output Prices Indices","2007M01","Plant Protection Products (Input)","Base 2000=100","101.963"
"Agricultural Input and Output Prices Indices","2007M01","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","124.403"
"Agricultural Input and Output Prices Indices","2007M02","Total Index (Output)","Base 2000=100","108.175"
"Agricultural Input and Output Prices Indices","2007M02","Total Livestock and Livestock Products (Output)","Base 2000=100","103.649"
"Agricultural Input and Output Prices Indices","2007M02","Total Livestock Products (Output)","Base 2000=100","90.653"
"Agricultural Input and Output Prices Indices","2007M02","Milk (Output)","Base 2000=100","90.361"
"Agricultural Input and Output Prices Indices","2007M02","Total Livestock (Output)","Base 2000=100","112.853"
"Agricultural Input and Output Prices Indices","2007M02","Total Cattle (Output)","Base 2000=100","114.127"
"Agricultural Input and Output Prices Indices","2007M02","Finished Cattle (Output)","Base 2000=100","114.446"
"Agricultural Input and Output Prices Indices","2007M02","Cows for Slaughter (Output)","Base 2000=100","117.39"
"Agricultural Input and Output Prices Indices","2007M02","Store Cattle (Output)","Base 2000=100","111.662"
"Agricultural Input and Output Prices Indices","2007M02","Sheep (Output)","Base 2000=100","115.937"
"Agricultural Input and Output Prices Indices","2007M02","Pigs (Output)","Base 2000=100","103.205"
"Agricultural Input and Output Prices Indices","2007M02","Poultry (Output)","Base 2000=100","115.203"
"Agricultural Input and Output Prices Indices","2007M02","Total Crop Products (Output)","Base 2000=100","135.465"
"Agricultural Input and Output Prices Indices","2007M02","Cereals (Output)","Base 2000=100","110.56"
"Agricultural Input and Output Prices Indices","2007M02","Sugarbeet (Output)","Base 2000=100",""
"Agricultural Input and Output Prices Indices","2007M02","Potatoes (Output)","Base 2000=100","245.428"
"Agricultural Input and Output Prices Indices","2007M02","Vegetables (Output)","Base 2000=100","124.35"
"Agricultural Input and Output Prices Indices","2007M02","Total Index (Input)","Base 2000=100","126.052"
"Agricultural Input and Output Prices Indices","2007M02","All Feeding Stuffs","Base 2000=100","118.635"
"Agricultural Input and Output Prices Indices","2007M02","Straight Feeding Stuffs (Input)","Base 2000=100","126.152"
"Agricultural Input and Output Prices Indices","2007M02","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","114.741"
"Agricultural Input and Output Prices Indices","2007M02","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","119.265"
"Agricultural Input and Output Prices Indices","2007M02","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","116.494"
"Agricultural Input and Output Prices Indices","2007M02","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","116.18"
"Agricultural Input and Output Prices Indices","2007M02","All Fertilisers  (Input)","Base 2000=100","134.093"
"Agricultural Input and Output Prices Indices","2007M02","Straight Fertilisers  (Input)","Base 2000=100","143.999"
"Agricultural Input and Output Prices Indices","2007M02","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","130.098"
"Agricultural Input and Output Prices Indices","2007M02","Compound Fertilisers - P.K. (Input)","Base 2000=100","117.825"
"Agricultural Input and Output Prices Indices","2007M02","All Energy (Input)","Base 2000=100","138.056"
"Agricultural Input and Output Prices Indices","2007M02","Energy - Motor Fuels  (Input)","Base 2000=100","134.051"
"Agricultural Input and Output Prices Indices","2007M02","Energy - Electricity  (Input)","Base 2000=100","159.625"
"Agricultural Input and Output Prices Indices","2007M02","Other Products  (Input)","Base 2000=100","127.242"
"Agricultural Input and Output Prices Indices","2007M02","Seeds  (Input)","Base 2000=100","128.381"
"Agricultural Input and Output Prices Indices","2007M02","Plant Protection Products (Input)","Base 2000=100","101.958"
"Agricultural Input and Output Prices Indices","2007M02","Veterinary Expenses (Including A.I.) (Input)","Base 2000=100","124.405"
"Agricultural Input and Output Prices Indices","2007M03","Total Index (Output)","Base 2000=100","108.127"
"Agricultural Input and Output Prices Indices","2007M03","Total Livestock and Livestock Products (Output)","Base 2000=100","103.361"
"Agricultural Input and Output Prices Indices","2007M03","Total Livestock Products (Output)","Base 2000=100","90.077"
"Agricultural Input and Output Prices Indices","2007M03","Milk (Output)","Base 2000=100","89.774"
"Agricultural Input and Output Prices Indices","2007M03","Total Livestock (Output)","Base 2000=100","112.769"
"Agricultural Input and Output Prices Indices","2007M03","Total Cattle (Output)","Base 2000=100","113.862"
"Agricultural Input and Output Prices Indices","2007M03","Finished Cattle (Output)","Base 2000=100","113.797"
"Agricultural Input and Output Prices Indices","2007M03","Cows for Slaughter (Output)","Base 2000=100","118.127"
"Agricultural Input and Output Prices Indices","2007M03","Store Cattle (Output)","Base 2000=100","114.092"
"Agricultural Input and Output Prices Indices","2007M03","Sheep (Output)","Base 2000=100","120.064"
"Agricultural Input and Output Prices Indices","2007M03","Pigs (Output)","Base 2000=100","103.151"
"Agricultural Input and Output Prices Indices","2007M03","Poultry (Output)","Base 2000=100","109.479"
"Agricultural Input and Output Prices Indices","2007M03","Total Crop Products (Output)","Base 2000=100","136.861"
"Agricultural Input and Output Prices Indices","2007M03","Cereals (Output)","Base 2000=100","110.56"
"Agricultural Input and Output Prices Indices","2007M03","Sugarbeet (Output)","Base 2000=100",""
"Agricultural Input and Output Prices Indices","2007M03","Potatoes (Output)","Base 2000=100","250.096"
"Agricultural Input and Output Prices Indices","2007M03","Vegetables (Output)","Base 2000=100","126.43"
"Agricultural Input and Output Prices Indices","2007M03","Total Index (Input)","Base 2000=100","127.331"
"Agricultural Input and Output Prices Indices","2007M03","All Feeding Stuffs","Base 2000=100","119.052"
"Agricultural Input and Output Prices Indices","2007M03","Straight Feeding Stuffs (Input)","Base 2000=100","126.632"
"Agricultural Input and Output Prices Indices","2007M03","Compound Feeding Stuffs - Calf (Input)","Base 2000=100","115.822"
"Agricultural Input and Output Prices Indices","2007M03","Compound Feeding Stuffs - Cattle (Input)","Base 2000=100","119.002"
"Agricultural Input and Output Prices Indices","2007M03","Compound Feeding Stuffs - Pig (Input)","Base 2000=100","117.876"
"Agricultural Input and Output Prices Indices","2007M03","Compound Feeding Stuffs - Poultry (Input)","Base 2000=100","117.129"
"Agricultural Input and Output Prices Indices","2007M03","All Fertilisers  (Input)","Base 2000=100","135.335"
"Agricultural Input and Output Prices Indices","2007M03","Straight Fertilisers  (Input)","Base 2000=100","145.655"
"Agricultural Input and Output Prices Indices","2007M03","Compound Fertilisers - N.P.K. (Input)","Base 2000=100","131.167"
"Agricultural Input and Output Prices Indices","2007M03","Compound Fertilisers - P.K. (Input)","Base 2000=100","119.321"
"Agricultural Input and Output Prices Indices","2007M03","All Energy (Input)","Base 2000=100","142.009"
