"Statistic","Month","Meteorological Weather Station","UNIT","VALUE"
"Total Rainfall","1958M01","Shannon airport","Millimetres","115.6"
"Total Rainfall","1958M02","Shannon airport","Millimetres","92.8"
"Total Rainfall","1958M03","Shannon airport","Millimetres","52"
"Total Rainfall","1958M04","Shannon airport","Millimetres","30.2"
"Total Rainfall","1958M05","Shannon airport","Millimetres","97.6"
"Total Rainfall","1958M06","Shannon airport","Millimetres","63.2"
"Total Rainfall","1958M07","Shannon airport","Millimetres","89.3"
"Total Rainfall","1958M08","Shannon airport","Millimetres","107.2"
"Total Rainfall","1958M09","Shannon airport","Millimetres","91.9"
"Total Rainfall","1958M10","Shannon airport","Millimetres","72.3"
"Total Rainfall","1958M11","Shannon airport","Millimetres","55.1"
"Total Rainfall","1958M12","Shannon airport","Millimetres","72.5"
"Total Rainfall","1959M01","Shannon airport","Millimetres","76"
"Total Rainfall","1959M02","Shannon airport","Millimetres","21.2"
"Total Rainfall","1959M03","Shannon airport","Millimetres","63.7"
"Total Rainfall","1959M04","Shannon airport","Millimetres","72.1"
"Total Rainfall","1959M05","Shannon airport","Millimetres","58"
"Total Rainfall","1959M06","Shannon airport","Millimetres","75.4"
"Total Rainfall","1959M07","Shannon airport","Millimetres","61.2"
"Total Rainfall","1959M08","Shannon airport","Millimetres","29.9"
"Total Rainfall","1959M09","Shannon airport","Millimetres","44.7"
"Total Rainfall","1959M10","Shannon airport","Millimetres","139.4"
"Total Rainfall","1959M11","Shannon airport","Millimetres","87.7"
"Total Rainfall","1959M12","Shannon airport","Millimetres","239.8"
"Total Rainfall","1960M01","Shannon airport","Millimetres","83.1"
"Total Rainfall","1960M02","Shannon airport","Millimetres","47.2"
"Total Rainfall","1960M03","Shannon airport","Millimetres","44.7"
"Total Rainfall","1960M04","Shannon airport","Millimetres","70.6"
"Total Rainfall","1960M05","Shannon airport","Millimetres","109.4"
"Total Rainfall","1960M06","Shannon airport","Millimetres","80.2"
"Total Rainfall","1960M07","Shannon airport","Millimetres","121"
"Total Rainfall","1960M08","Shannon airport","Millimetres","82.9"
"Total Rainfall","1960M09","Shannon airport","Millimetres","106.5"
"Total Rainfall","1960M10","Shannon airport","Millimetres","72.6"
"Total Rainfall","1960M11","Shannon airport","Millimetres","182"
"Total Rainfall","1960M12","Shannon airport","Millimetres","175.1"
"Total Rainfall","1961M01","Shannon airport","Millimetres","130.9"
"Total Rainfall","1961M02","Shannon airport","Millimetres","97.1"
"Total Rainfall","1961M03","Shannon airport","Millimetres","18"
"Total Rainfall","1961M04","Shannon airport","Millimetres","95.9"
"Total Rainfall","1961M05","Shannon airport","Millimetres","32.6"
"Total Rainfall","1961M06","Shannon airport","Millimetres","42.2"
"Total Rainfall","1961M07","Shannon airport","Millimetres","81.1"
"Total Rainfall","1961M08","Shannon airport","Millimetres","76.5"
"Total Rainfall","1961M09","Shannon airport","Millimetres","94.2"
"Total Rainfall","1961M10","Shannon airport","Millimetres","84.8"
"Total Rainfall","1961M11","Shannon airport","Millimetres","67.4"
"Total Rainfall","1961M12","Shannon airport","Millimetres","83.7"
"Total Rainfall","1962M01","Shannon airport","Millimetres","147.6"
"Total Rainfall","1962M02","Shannon airport","Millimetres","37.7"
"Total Rainfall","1962M03","Shannon airport","Millimetres","68.7"
"Total Rainfall","1962M04","Shannon airport","Millimetres","57.5"
"Total Rainfall","1962M05","Shannon airport","Millimetres","49.1"
"Total Rainfall","1962M06","Shannon airport","Millimetres","46.1"
"Total Rainfall","1962M07","Shannon airport","Millimetres","53.9"
"Total Rainfall","1962M08","Shannon airport","Millimetres","131.9"
"Total Rainfall","1962M09","Shannon airport","Millimetres","107.6"
"Total Rainfall","1962M10","Shannon airport","Millimetres","47.5"
"Total Rainfall","1962M11","Shannon airport","Millimetres","83"
"Total Rainfall","1962M12","Shannon airport","Millimetres","90.6"
"Total Rainfall","1963M01","Shannon airport","Millimetres","11.2"
"Total Rainfall","1963M02","Shannon airport","Millimetres","34.7"
"Total Rainfall","1963M03","Shannon airport","Millimetres","82.2"
"Total Rainfall","1963M04","Shannon airport","Millimetres","59.4"
"Total Rainfall","1963M05","Shannon airport","Millimetres","54.3"
"Total Rainfall","1963M06","Shannon airport","Millimetres","46"
"Total Rainfall","1963M07","Shannon airport","Millimetres","57.8"
"Total Rainfall","1963M08","Shannon airport","Millimetres","91.5"
"Total Rainfall","1963M09","Shannon airport","Millimetres","61.1"
"Total Rainfall","1963M10","Shannon airport","Millimetres","116.1"
"Total Rainfall","1963M11","Shannon airport","Millimetres","145.3"
"Total Rainfall","1963M12","Shannon airport","Millimetres","29.8"
"Total Rainfall","1964M01","Shannon airport","Millimetres","48.5"
"Total Rainfall","1964M02","Shannon airport","Millimetres","20.4"
"Total Rainfall","1964M03","Shannon airport","Millimetres","74.8"
"Total Rainfall","1964M04","Shannon airport","Millimetres","62.1"
"Total Rainfall","1964M05","Shannon airport","Millimetres","82"
"Total Rainfall","1964M06","Shannon airport","Millimetres","106"
"Total Rainfall","1964M07","Shannon airport","Millimetres","69.5"
"Total Rainfall","1964M08","Shannon airport","Millimetres","99.4"
"Total Rainfall","1964M09","Shannon airport","Millimetres","68.5"
"Total Rainfall","1964M10","Shannon airport","Millimetres","96.4"
"Total Rainfall","1964M11","Shannon airport","Millimetres","74.8"
"Total Rainfall","1964M12","Shannon airport","Millimetres","148.7"
"Total Rainfall","1965M01","Shannon airport","Millimetres","127.7"
"Total Rainfall","1965M02","Shannon airport","Millimetres","4.7"
"Total Rainfall","1965M03","Shannon airport","Millimetres","65.8"
"Total Rainfall","1965M04","Shannon airport","Millimetres","95.8"
"Total Rainfall","1965M05","Shannon airport","Millimetres","94.3"
"Total Rainfall","1965M06","Shannon airport","Millimetres","99.2"
"Total Rainfall","1965M07","Shannon airport","Millimetres","69.3"
"Total Rainfall","1965M08","Shannon airport","Millimetres","87.2"
"Total Rainfall","1965M09","Shannon airport","Millimetres","49.9"
"Total Rainfall","1965M10","Shannon airport","Millimetres","26.9"
"Total Rainfall","1965M11","Shannon airport","Millimetres","87.9"
"Total Rainfall","1965M12","Shannon airport","Millimetres","159.4"
"Total Rainfall","1966M01","Shannon airport","Millimetres","73.1"
"Total Rainfall","1966M02","Shannon airport","Millimetres","93.7"
"Total Rainfall","1966M03","Shannon airport","Millimetres","47.8"
"Total Rainfall","1966M04","Shannon airport","Millimetres","116.5"
"Total Rainfall","1966M05","Shannon airport","Millimetres","89.9"
"Total Rainfall","1966M06","Shannon airport","Millimetres","133.3"
"Total Rainfall","1966M07","Shannon airport","Millimetres","39.7"
"Total Rainfall","1966M08","Shannon airport","Millimetres","96.1"
"Total Rainfall","1966M09","Shannon airport","Millimetres","59.2"
"Total Rainfall","1966M10","Shannon airport","Millimetres","78.1"
"Total Rainfall","1966M11","Shannon airport","Millimetres","50.2"
"Total Rainfall","1966M12","Shannon airport","Millimetres","100"
"Total Rainfall","1967M01","Shannon airport","Millimetres","57.4"
"Total Rainfall","1967M02","Shannon airport","Millimetres","119.1"
"Total Rainfall","1967M03","Shannon airport","Millimetres","60.7"
"Total Rainfall","1967M04","Shannon airport","Millimetres","29.6"
"Total Rainfall","1967M05","Shannon airport","Millimetres","86"
"Total Rainfall","1967M06","Shannon airport","Millimetres","35.4"
"Total Rainfall","1967M07","Shannon airport","Millimetres","44.6"
"Total Rainfall","1967M08","Shannon airport","Millimetres","68.9"
"Total Rainfall","1967M09","Shannon airport","Millimetres","94.4"
"Total Rainfall","1967M10","Shannon airport","Millimetres","167.9"
"Total Rainfall","1967M11","Shannon airport","Millimetres","71.5"
"Total Rainfall","1967M12","Shannon airport","Millimetres","42.6"
"Total Rainfall","1968M01","Shannon airport","Millimetres","113.6"
"Total Rainfall","1968M02","Shannon airport","Millimetres","24.5"
"Total Rainfall","1968M03","Shannon airport","Millimetres","73.7"
"Total Rainfall","1968M04","Shannon airport","Millimetres","39.2"
"Total Rainfall","1968M05","Shannon airport","Millimetres","43"
"Total Rainfall","1968M06","Shannon airport","Millimetres","49.6"
"Total Rainfall","1968M07","Shannon airport","Millimetres","32.7"
"Total Rainfall","1968M08","Shannon airport","Millimetres","76.2"
"Total Rainfall","1968M09","Shannon airport","Millimetres","141.7"
"Total Rainfall","1968M10","Shannon airport","Millimetres","93.2"
"Total Rainfall","1968M11","Shannon airport","Millimetres","90"
"Total Rainfall","1968M12","Shannon airport","Millimetres","163.9"
"Total Rainfall","1969M01","Shannon airport","Millimetres","141.8"
"Total Rainfall","1969M02","Shannon airport","Millimetres","43.9"
"Total Rainfall","1969M03","Shannon airport","Millimetres","44.4"
"Total Rainfall","1969M04","Shannon airport","Millimetres","61.5"
"Total Rainfall","1969M05","Shannon airport","Millimetres","61.5"
"Total Rainfall","1969M06","Shannon airport","Millimetres","75.4"
"Total Rainfall","1969M07","Shannon airport","Millimetres","31.1"
"Total Rainfall","1969M08","Shannon airport","Millimetres","30.6"
"Total Rainfall","1969M09","Shannon airport","Millimetres","49.6"
"Total Rainfall","1969M10","Shannon airport","Millimetres","52.5"
"Total Rainfall","1969M11","Shannon airport","Millimetres","115.4"
"Total Rainfall","1969M12","Shannon airport","Millimetres","116.5"
"Total Rainfall","1970M01","Shannon airport","Millimetres","47"
"Total Rainfall","1970M02","Shannon airport","Millimetres","136.6"
"Total Rainfall","1970M03","Shannon airport","Millimetres","45.9"
"Total Rainfall","1970M04","Shannon airport","Millimetres","93.2"
"Total Rainfall","1970M05","Shannon airport","Millimetres","35.4"
"Total Rainfall","1970M06","Shannon airport","Millimetres","46.2"
"Total Rainfall","1970M07","Shannon airport","Millimetres","98.8"
"Total Rainfall","1970M08","Shannon airport","Millimetres","52.6"
"Total Rainfall","1970M09","Shannon airport","Millimetres","94.2"
"Total Rainfall","1970M10","Shannon airport","Millimetres","75.3"
"Total Rainfall","1970M11","Shannon airport","Millimetres","170.2"
"Total Rainfall","1970M12","Shannon airport","Millimetres","46.4"
"Total Rainfall","1971M01","Shannon airport","Millimetres","67.7"
"Total Rainfall","1971M02","Shannon airport","Millimetres","65"
"Total Rainfall","1971M03","Shannon airport","Millimetres","63.6"
"Total Rainfall","1971M04","Shannon airport","Millimetres","29.7"
"Total Rainfall","1971M05","Shannon airport","Millimetres","24.3"
"Total Rainfall","1971M06","Shannon airport","Millimetres","68.2"
"Total Rainfall","1971M07","Shannon airport","Millimetres","39.1"
"Total Rainfall","1971M08","Shannon airport","Millimetres","70.4"
"Total Rainfall","1971M09","Shannon airport","Millimetres","57.3"
"Total Rainfall","1971M10","Shannon airport","Millimetres","97"
"Total Rainfall","1971M11","Shannon airport","Millimetres","88.2"
"Total Rainfall","1971M12","Shannon airport","Millimetres","38.6"
"Total Rainfall","1972M01","Shannon airport","Millimetres","103.8"
"Total Rainfall","1972M02","Shannon airport","Millimetres","59.4"
"Total Rainfall","1972M03","Shannon airport","Millimetres","85.5"
"Total Rainfall","1972M04","Shannon airport","Millimetres","72.5"
"Total Rainfall","1972M05","Shannon airport","Millimetres","84.6"
"Total Rainfall","1972M06","Shannon airport","Millimetres","65.8"
"Total Rainfall","1972M07","Shannon airport","Millimetres","57.4"
"Total Rainfall","1972M08","Shannon airport","Millimetres","57.7"
"Total Rainfall","1972M09","Shannon airport","Millimetres","13.2"
"Total Rainfall","1972M10","Shannon airport","Millimetres","43.8"
"Total Rainfall","1972M11","Shannon airport","Millimetres","145.3"
"Total Rainfall","1972M12","Shannon airport","Millimetres","105.8"
"Total Rainfall","1973M01","Shannon airport","Millimetres","70.7"
"Total Rainfall","1973M02","Shannon airport","Millimetres","92.8"
"Total Rainfall","1973M03","Shannon airport","Millimetres","30.5"
"Total Rainfall","1973M04","Shannon airport","Millimetres","40.8"
"Total Rainfall","1973M05","Shannon airport","Millimetres","104.3"
"Total Rainfall","1973M06","Shannon airport","Millimetres","17.3"
"Total Rainfall","1973M07","Shannon airport","Millimetres","65.6"
"Total Rainfall","1973M08","Shannon airport","Millimetres","110.5"
"Total Rainfall","1973M09","Shannon airport","Millimetres","116.2"
"Total Rainfall","1973M10","Shannon airport","Millimetres","50.8"
"Total Rainfall","1973M11","Shannon airport","Millimetres","143.8"
"Total Rainfall","1973M12","Shannon airport","Millimetres","98.5"
"Total Rainfall","1974M01","Shannon airport","Millimetres","168.2"
"Total Rainfall","1974M02","Shannon airport","Millimetres","102.4"
"Total Rainfall","1974M03","Shannon airport","Millimetres","40.7"
"Total Rainfall","1974M04","Shannon airport","Millimetres","21.4"
"Total Rainfall","1974M05","Shannon airport","Millimetres","52"
"Total Rainfall","1974M06","Shannon airport","Millimetres","37.1"
"Total Rainfall","1974M07","Shannon airport","Millimetres","82.1"
"Total Rainfall","1974M08","Shannon airport","Millimetres","139"
"Total Rainfall","1974M09","Shannon airport","Millimetres","170.1"
"Total Rainfall","1974M10","Shannon airport","Millimetres","53.7"
"Total Rainfall","1974M11","Shannon airport","Millimetres","97.3"
"Total Rainfall","1974M12","Shannon airport","Millimetres","88.5"
"Total Rainfall","1975M01","Shannon airport","Millimetres","125.5"
"Total Rainfall","1975M02","Shannon airport","Millimetres","41.7"
"Total Rainfall","1975M03","Shannon airport","Millimetres","43.9"
"Total Rainfall","1975M04","Shannon airport","Millimetres","58"
"Total Rainfall","1975M05","Shannon airport","Millimetres","28.6"
"Total Rainfall","1975M06","Shannon airport","Millimetres","15.7"
"Total Rainfall","1975M07","Shannon airport","Millimetres","75.7"
"Total Rainfall","1975M08","Shannon airport","Millimetres","37.6"
"Total Rainfall","1975M09","Shannon airport","Millimetres","145"
"Total Rainfall","1975M10","Shannon airport","Millimetres","81.7"
"Total Rainfall","1975M11","Shannon airport","Millimetres","83.9"
"Total Rainfall","1975M12","Shannon airport","Millimetres","73.5"
"Total Rainfall","1976M01","Shannon airport","Millimetres","126"
"Total Rainfall","1976M02","Shannon airport","Millimetres","57.9"
"Total Rainfall","1976M03","Shannon airport","Millimetres","59"
"Total Rainfall","1976M04","Shannon airport","Millimetres","21.4"
"Total Rainfall","1976M05","Shannon airport","Millimetres","65.3"
"Total Rainfall","1976M06","Shannon airport","Millimetres","34.4"
"Total Rainfall","1976M07","Shannon airport","Millimetres","59.5"
"Total Rainfall","1976M08","Shannon airport","Millimetres","13.5"
"Total Rainfall","1976M09","Shannon airport","Millimetres","93.1"
"Total Rainfall","1976M10","Shannon airport","Millimetres","136.3"
"Total Rainfall","1976M11","Shannon airport","Millimetres","85.8"
"Total Rainfall","1976M12","Shannon airport","Millimetres","111.6"
"Total Rainfall","1977M01","Shannon airport","Millimetres","50.5"
"Total Rainfall","1977M02","Shannon airport","Millimetres","102.6"
"Total Rainfall","1977M03","Shannon airport","Millimetres","67.9"
"Total Rainfall","1977M04","Shannon airport","Millimetres","75.2"
"Total Rainfall","1977M05","Shannon airport","Millimetres","22.1"
"Total Rainfall","1977M06","Shannon airport","Millimetres","44.3"
"Total Rainfall","1977M07","Shannon airport","Millimetres","71.4"
"Total Rainfall","1977M08","Shannon airport","Millimetres","93.1"
"Total Rainfall","1977M09","Shannon airport","Millimetres","70.4"
"Total Rainfall","1977M10","Shannon airport","Millimetres","88.3"
"Total Rainfall","1977M11","Shannon airport","Millimetres","145.7"
"Total Rainfall","1977M12","Shannon airport","Millimetres","71.4"
"Total Rainfall","1978M01","Shannon airport","Millimetres","89.5"
"Total Rainfall","1978M02","Shannon airport","Millimetres","68.9"
"Total Rainfall","1978M03","Shannon airport","Millimetres","120.2"
"Total Rainfall","1978M04","Shannon airport","Millimetres","80"
"Total Rainfall","1978M05","Shannon airport","Millimetres","16.7"
"Total Rainfall","1978M06","Shannon airport","Millimetres","46.3"
"Total Rainfall","1978M07","Shannon airport","Millimetres","82.1"
"Total Rainfall","1978M08","Shannon airport","Millimetres","94.6"
"Total Rainfall","1978M09","Shannon airport","Millimetres","45.6"
"Total Rainfall","1978M10","Shannon airport","Millimetres","46.6"
"Total Rainfall","1978M11","Shannon airport","Millimetres","90.6"
"Total Rainfall","1978M12","Shannon airport","Millimetres","114.7"
"Total Rainfall","1979M01","Shannon airport","Millimetres","75.3"
"Total Rainfall","1979M02","Shannon airport","Millimetres","64.7"
"Total Rainfall","1979M03","Shannon airport","Millimetres","94.2"
"Total Rainfall","1979M04","Shannon airport","Millimetres","81.9"
"Total Rainfall","1979M05","Shannon airport","Millimetres","112.8"
"Total Rainfall","1979M06","Shannon airport","Millimetres","65.9"
"Total Rainfall","1979M07","Shannon airport","Millimetres","21.8"
"Total Rainfall","1979M08","Shannon airport","Millimetres","117.6"
"Total Rainfall","1979M09","Shannon airport","Millimetres","70.1"
"Total Rainfall","1979M10","Shannon airport","Millimetres","94.7"
"Total Rainfall","1979M11","Shannon airport","Millimetres","155.5"
"Total Rainfall","1979M12","Shannon airport","Millimetres","159.5"
"Total Rainfall","1980M01","Shannon airport","Millimetres","73.3"
"Total Rainfall","1980M02","Shannon airport","Millimetres","82.6"
"Total Rainfall","1980M03","Shannon airport","Millimetres","76.4"
"Total Rainfall","1980M04","Shannon airport","Millimetres","25.4"
"Total Rainfall","1980M05","Shannon airport","Millimetres","28"
"Total Rainfall","1980M06","Shannon airport","Millimetres","75"
"Total Rainfall","1980M07","Shannon airport","Millimetres","100.4"
"Total Rainfall","1980M08","Shannon airport","Millimetres","114.1"
"Total Rainfall","1980M09","Shannon airport","Millimetres","122.5"
"Total Rainfall","1980M10","Shannon airport","Millimetres","127.8"
"Total Rainfall","1980M11","Shannon airport","Millimetres","103.5"
"Total Rainfall","1980M12","Shannon airport","Millimetres","116.5"
"Total Rainfall","1981M01","Shannon airport","Millimetres","67.2"
"Total Rainfall","1981M02","Shannon airport","Millimetres","77.3"
"Total Rainfall","1981M03","Shannon airport","Millimetres","106.7"
"Total Rainfall","1981M04","Shannon airport","Millimetres","15.6"
"Total Rainfall","1981M05","Shannon airport","Millimetres","141.4"
"Total Rainfall","1981M06","Shannon airport","Millimetres","60.8"
"Total Rainfall","1981M07","Shannon airport","Millimetres","34.8"
"Total Rainfall","1981M08","Shannon airport","Millimetres","27.2"
"Total Rainfall","1981M09","Shannon airport","Millimetres","126.3"
"Total Rainfall","1981M10","Shannon airport","Millimetres","83.9"
"Total Rainfall","1981M11","Shannon airport","Millimetres","68.9"
"Total Rainfall","1981M12","Shannon airport","Millimetres","66.4"
"Total Rainfall","1982M01","Shannon airport","Millimetres","76.2"
"Total Rainfall","1982M02","Shannon airport","Millimetres","85.4"
"Total Rainfall","1982M03","Shannon airport","Millimetres","118.2"
"Total Rainfall","1982M04","Shannon airport","Millimetres","16.1"
"Total Rainfall","1982M05","Shannon airport","Millimetres","72.5"
"Total Rainfall","1982M06","Shannon airport","Millimetres","131.2"
"Total Rainfall","1982M07","Shannon airport","Millimetres","22.3"
"Total Rainfall","1982M08","Shannon airport","Millimetres","89.6"
"Total Rainfall","1982M09","Shannon airport","Millimetres","74.8"
"Total Rainfall","1982M10","Shannon airport","Millimetres","129.5"
"Total Rainfall","1982M11","Shannon airport","Millimetres","133.2"
"Total Rainfall","1982M12","Shannon airport","Millimetres","144.9"
"Total Rainfall","1983M01","Shannon airport","Millimetres","134.2"
"Total Rainfall","1983M02","Shannon airport","Millimetres","72"
"Total Rainfall","1983M03","Shannon airport","Millimetres","72"
"Total Rainfall","1983M04","Shannon airport","Millimetres","56.1"
"Total Rainfall","1983M05","Shannon airport","Millimetres","88.7"
"Total Rainfall","1983M06","Shannon airport","Millimetres","47.4"
"Total Rainfall","1983M07","Shannon airport","Millimetres","12.6"
"Total Rainfall","1983M08","Shannon airport","Millimetres","46.3"
"Total Rainfall","1983M09","Shannon airport","Millimetres","106.1"
"Total Rainfall","1983M10","Shannon airport","Millimetres","145.7"
"Total Rainfall","1983M11","Shannon airport","Millimetres","44.6"
"Total Rainfall","1983M12","Shannon airport","Millimetres","129.8"
"Total Rainfall","1984M01","Shannon airport","Millimetres","193.8"
"Total Rainfall","1984M02","Shannon airport","Millimetres","94.6"
"Total Rainfall","1984M03","Shannon airport","Millimetres","34.5"
"Total Rainfall","1984M04","Shannon airport","Millimetres","46"
"Total Rainfall","1984M05","Shannon airport","Millimetres","27.5"
"Total Rainfall","1984M06","Shannon airport","Millimetres","33.4"
"Total Rainfall","1984M07","Shannon airport","Millimetres","35.2"
"Total Rainfall","1984M08","Shannon airport","Millimetres","65"
"Total Rainfall","1984M09","Shannon airport","Millimetres","82.3"
"Total Rainfall","1984M10","Shannon airport","Millimetres","96.2"
"Total Rainfall","1984M11","Shannon airport","Millimetres","105.7"
"Total Rainfall","1984M12","Shannon airport","Millimetres","89.9"
"Total Rainfall","1985M01","Shannon airport","Millimetres","34.1"
"Total Rainfall","1985M02","Shannon airport","Millimetres","33.6"
"Total Rainfall","1985M03","Shannon airport","Millimetres","91.1"
"Total Rainfall","1985M04","Shannon airport","Millimetres","56.3"
"Total Rainfall","1985M05","Shannon airport","Millimetres","71.4"
"Total Rainfall","1985M06","Shannon airport","Millimetres","74.6"
"Total Rainfall","1985M07","Shannon airport","Millimetres","94.8"
"Total Rainfall","1985M08","Shannon airport","Millimetres","181.4"
"Total Rainfall","1985M09","Shannon airport","Millimetres","69.1"
"Total Rainfall","1985M10","Shannon airport","Millimetres","53.3"
"Total Rainfall","1985M11","Shannon airport","Millimetres","46.9"
"Total Rainfall","1985M12","Shannon airport","Millimetres","90.7"
"Total Rainfall","1986M01","Shannon airport","Millimetres","137.9"
"Total Rainfall","1986M02","Shannon airport","Millimetres","0.8"
"Total Rainfall","1986M03","Shannon airport","Millimetres","128.8"
"Total Rainfall","1986M04","Shannon airport","Millimetres","56.4"
"Total Rainfall","1986M05","Shannon airport","Millimetres","106.4"
"Total Rainfall","1986M06","Shannon airport","Millimetres","91.5"
"Total Rainfall","1986M07","Shannon airport","Millimetres","40.8"
"Total Rainfall","1986M08","Shannon airport","Millimetres","113.7"
"Total Rainfall","1986M09","Shannon airport","Millimetres","10"
"Total Rainfall","1986M10","Shannon airport","Millimetres","96.4"
"Total Rainfall","1986M11","Shannon airport","Millimetres","109"
"Total Rainfall","1986M12","Shannon airport","Millimetres","155.9"
"Total Rainfall","1987M01","Shannon airport","Millimetres","39"
"Total Rainfall","1987M02","Shannon airport","Millimetres","52.6"
"Total Rainfall","1987M03","Shannon airport","Millimetres","69.6"
"Total Rainfall","1987M04","Shannon airport","Millimetres","53.7"
"Total Rainfall","1987M05","Shannon airport","Millimetres","20.9"
"Total Rainfall","1987M06","Shannon airport","Millimetres","109.2"
"Total Rainfall","1987M07","Shannon airport","Millimetres","41.7"
"Total Rainfall","1987M08","Shannon airport","Millimetres","37.7"
"Total Rainfall","1987M09","Shannon airport","Millimetres","102.6"
"Total Rainfall","1987M10","Shannon airport","Millimetres","104.2"
"Total Rainfall","1987M11","Shannon airport","Millimetres","69.6"
"Total Rainfall","1987M12","Shannon airport","Millimetres","56.6"
"Total Rainfall","1988M01","Shannon airport","Millimetres","173.1"
"Total Rainfall","1988M02","Shannon airport","Millimetres","97.1"
"Total Rainfall","1988M03","Shannon airport","Millimetres","110.5"
"Total Rainfall","1988M04","Shannon airport","Millimetres","32.5"
"Total Rainfall","1988M05","Shannon airport","Millimetres","62.4"
"Total Rainfall","1988M06","Shannon airport","Millimetres","45"
"Total Rainfall","1988M07","Shannon airport","Millimetres","133.1"
"Total Rainfall","1988M08","Shannon airport","Millimetres","111.2"
"Total Rainfall","1988M09","Shannon airport","Millimetres","80.9"
"Total Rainfall","1988M10","Shannon airport","Millimetres","115.1"
"Total Rainfall","1988M11","Shannon airport","Millimetres","47.3"
"Total Rainfall","1988M12","Shannon airport","Millimetres","70.9"
"Total Rainfall","1989M01","Shannon airport","Millimetres","84.2"
"Total Rainfall","1989M02","Shannon airport","Millimetres","94.3"
"Total Rainfall","1989M03","Shannon airport","Millimetres","126.6"
"Total Rainfall","1989M04","Shannon airport","Millimetres","58.1"
"Total Rainfall","1989M05","Shannon airport","Millimetres","23.8"
"Total Rainfall","1989M06","Shannon airport","Millimetres","56.8"
"Total Rainfall","1989M07","Shannon airport","Millimetres","16.8"
"Total Rainfall","1989M08","Shannon airport","Millimetres","69.1"
"Total Rainfall","1989M09","Shannon airport","Millimetres","51.5"
"Total Rainfall","1989M10","Shannon airport","Millimetres","129.5"
"Total Rainfall","1989M11","Shannon airport","Millimetres","53.2"
"Total Rainfall","1989M12","Shannon airport","Millimetres","77.7"
"Total Rainfall","1990M01","Shannon airport","Millimetres","125.8"
"Total Rainfall","1990M02","Shannon airport","Millimetres","204.5"
"Total Rainfall","1990M03","Shannon airport","Millimetres","32.6"
"Total Rainfall","1990M04","Shannon airport","Millimetres","55.5"
"Total Rainfall","1990M05","Shannon airport","Millimetres","22.2"
"Total Rainfall","1990M06","Shannon airport","Millimetres","72.6"
"Total Rainfall","1990M07","Shannon airport","Millimetres","46.4"
"Total Rainfall","1990M08","Shannon airport","Millimetres","67.7"
"Total Rainfall","1990M09","Shannon airport","Millimetres","25.8"
"Total Rainfall","1990M10","Shannon airport","Millimetres","157.8"
"Total Rainfall","1990M11","Shannon airport","Millimetres","66.4"
"Total Rainfall","1990M12","Shannon airport","Millimetres","144.4"
"Total Rainfall","1991M01","Shannon airport","Millimetres","85.3"
"Total Rainfall","1991M02","Shannon airport","Millimetres","92.3"
"Total Rainfall","1991M03","Shannon airport","Millimetres","72"
"Total Rainfall","1991M04","Shannon airport","Millimetres","97.4"
"Total Rainfall","1991M05","Shannon airport","Millimetres","10.1"
"Total Rainfall","1991M06","Shannon airport","Millimetres","86.4"
"Total Rainfall","1991M07","Shannon airport","Millimetres","56.6"
"Total Rainfall","1991M08","Shannon airport","Millimetres","60.3"
"Total Rainfall","1991M09","Shannon airport","Millimetres","61"
"Total Rainfall","1991M10","Shannon airport","Millimetres","84.8"
"Total Rainfall","1991M11","Shannon airport","Millimetres","113.8"
"Total Rainfall","1991M12","Shannon airport","Millimetres","59.1"
"Total Rainfall","1992M01","Shannon airport","Millimetres","66.3"
"Total Rainfall","1992M02","Shannon airport","Millimetres","54.3"
"Total Rainfall","1992M03","Shannon airport","Millimetres","105.6"
"Total Rainfall","1992M04","Shannon airport","Millimetres","76.6"
"Total Rainfall","1992M05","Shannon airport","Millimetres","35.2"
"Total Rainfall","1992M06","Shannon airport","Millimetres","28.5"
"Total Rainfall","1992M07","Shannon airport","Millimetres","69.6"
"Total Rainfall","1992M08","Shannon airport","Millimetres","154.9"
"Total Rainfall","1992M09","Shannon airport","Millimetres","75.8"
"Total Rainfall","1992M10","Shannon airport","Millimetres","61.7"
"Total Rainfall","1992M11","Shannon airport","Millimetres","98.9"
"Total Rainfall","1992M12","Shannon airport","Millimetres","88.4"
"Total Rainfall","1993M01","Shannon airport","Millimetres","88.1"
"Total Rainfall","1993M02","Shannon airport","Millimetres","16.5"
"Total Rainfall","1993M03","Shannon airport","Millimetres","49.5"
"Total Rainfall","1993M04","Shannon airport","Millimetres","84.4"
"Total Rainfall","1993M05","Shannon airport","Millimetres","92.8"
"Total Rainfall","1993M06","Shannon airport","Millimetres","71"
"Total Rainfall","1993M07","Shannon airport","Millimetres","68.2"
"Total Rainfall","1993M08","Shannon airport","Millimetres","53.1"
"Total Rainfall","1993M09","Shannon airport","Millimetres","113.4"
"Total Rainfall","1993M10","Shannon airport","Millimetres","43.5"
"Total Rainfall","1993M11","Shannon airport","Millimetres","60.1"
"Total Rainfall","1993M12","Shannon airport","Millimetres","217.6"
"Total Rainfall","1994M01","Shannon airport","Millimetres","164.8"
"Total Rainfall","1994M02","Shannon airport","Millimetres","111.6"
"Total Rainfall","1994M03","Shannon airport","Millimetres","133.5"
"Total Rainfall","1994M04","Shannon airport","Millimetres","112.6"
"Total Rainfall","1994M05","Shannon airport","Millimetres","77.3"
"Total Rainfall","1994M06","Shannon airport","Millimetres","65.4"
